CPU_Cores,CPU_Load,Memory_Usage,Disk_IO,Network_Bandwidth,Compute1_Watts,Compute3_Watts
1,80,60,0,60,196,152
1,80,60,0,80,183,152
1,80,60,0,90,196,152
1,80,60,20,0,194,152
1,80,60,20,20,194,154
1,80,60,20,40,191,151
1,80,60,20,60,202,153
1,80,60,20,80,205,155
1,80,60,20,90,203,154
1,80,60,40,0,181,154
1,80,60,40,20,205,156
1,80,60,40,40,208,154
1,80,60,40,60,214,151
1,80,60,40,80,201,153
1,80,60,40,90,209,155
1,80,60,60,0,195,154
1,80,60,60,20,205,157
1,80,60,60,40,194,153
1,80,60,60,60,203,152
1,80,60,60,80,196,156
1,80,60,60,90,197,154
1,80,60,80,0,195,150
1,80,60,80,20,192,157
1,80,60,80,40,193,152
1,80,60,80,60,205,154
1,80,60,80,80,196,155
1,80,60,80,90,207,153
1,80,60,90,0,196,151
1,80,60,90,20,186,153
1,80,60,90,40,184,158
1,80,60,90,60,195,155
1,80,60,90,80,195,153
1,80,60,90,90,205,153
1,80,80,0,0,200,151
1,80,80,0,20,184,153
1,80,80,0,40,192,155
1,80,80,0,60,195,161
1,80,80,0,80,194,160
1,80,80,0,90,197,153
1,80,80,20,0,194,157
1,80,80,20,20,180,157
1,80,80,20,40,198,155
1,80,80,20,60,185,158
1,80,80,20,80,207,157
1,80,80,20,90,194,157
1,80,80,40,0,207,152
1,80,80,40,20,206,152
1,80,80,40,40,199,152
1,80,80,40,60,196,154
1,80,80,40,80,204,151
1,80,80,40,90,194,153
1,80,80,60,0,194,156
1,80,80,60,20,205,154
1,80,80,60,40,205,154
1,80,80,60,60,193,153
1,80,80,60,80,205,153
1,80,80,60,90,205,153
1,80,80,80,0,206,154
1,80,80,80,20,205,154
1,80,80,80,40,200,156
1,80,80,80,60,203,152
1,80,80,80,80,202,160
1,80,80,80,90,195,158
1,80,80,90,0,207,154
1,80,80,90,20,208,154
1,80,80,90,40,205,154
1,80,80,90,60,208,157
1,80,80,90,80,195,155
1,80,80,90,90,180,150
1,80,90,0,0,212,155
1,80,90,0,20,203,155
1,80,90,0,40,203,153
1,80,90,0,60,196,153
1,80,90,0,80,196,153
1,80,90,0,90,190,150
1,80,90,20,0,198,158
1,80,90,20,20,196,154
1,80,90,20,40,194,154
1,80,90,20,60,197,151
1,80,90,20,80,184,152
1,80,90,20,90,194,151
1,80,90,40,0,187,149
1,80,90,40,20,186,156
1,80,90,40,40,196,154
1,80,90,40,60,206,153
1,80,90,40,80,206,154
1,80,90,40,90,192,153
1,80,90,60,0,184,152
1,80,90,60,20,194,153
1,80,90,60,40,187,159
1,80,90,60,60,195,155
1,80,90,60,80,198,155
1,80,90,60,90,170,153
1,80,90,80,0,192,153
1,80,90,80,20,194,152
1,80,90,80,40,207,155
1,80,90,80,60,194,151
1,80,90,80,80,185,153
1,80,90,80,90,184,153
1,80,90,90,0,192,156
1,80,90,90,20,185,153
1,80,90,90,40,202,157
1,80,90,90,60,207,160
1,80,90,90,80,189,153
1,80,90,90,90,196,161
1,90,0,0,0,185,152
1,90,0,0,20,174,155
1,90,0,0,40,176,152
1,90,0,0,60,173,154
1,90,0,0,80,176,152
1,90,0,0,90,173,153
1,90,0,20,0,184,152
1,90,0,20,20,174,154
1,90,0,20,40,185,162
1,90,0,20,60,184,153
1,90,0,20,80,185,152
1,90,0,20,90,181,152
1,90,0,40,0,185,155
1,90,0,40,20,186,156
1,90,0,40,40,185,153
1,90,0,40,60,187,154
1,90,0,40,80,175,152
1,90,0,40,90,174,156
1,90,0,60,0,175,159
1,90,0,60,20,187,153
1,90,0,60,40,174,154
1,90,0,60,60,174,152
1,90,0,60,80,184,153
1,90,0,60,90,185,154
1,90,0,80,0,184,155
1,90,0,80,20,186,154
1,90,0,80,40,185,158
1,90,0,80,60,185,159
1,90,0,80,80,183,154
1,90,0,80,90,174,149
1,90,0,90,0,188,153
1,90,0,90,20,185,152
1,90,0,90,40,184,158
1,90,0,90,60,174,153
1,90,0,90,80,177,153
1,90,0,90,90,187,154
1,90,20,0,0,192,160
1,90,20,0,20,200,159
1,90,20,0,40,186,153
1,90,20,0,60,187,155
1,90,20,0,80,189,151
1,90,20,0,90,186,153
1,90,20,20,0,177,153
1,90,20,20,20,192,152
1,90,20,20,40,192,154
1,90,20,20,60,180,154
1,90,20,20,80,192,160
1,90,20,20,90,190,152
1,90,20,40,0,180,152
1,90,20,40,20,191,153
1,90,20,40,40,192,151
1,90,20,40,60,191,154
1,90,20,40,80,188,150
1,90,20,40,90,195,152
1,90,20,60,0,192,153
1,90,20,60,20,191,154
1,90,20,60,40,193,154
1,90,20,60,60,191,162
1,90,20,60,80,183,159
1,90,20,60,90,182,152
1,90,20,80,0,181,150
1,90,20,80,20,192,153
1,90,20,80,40,182,149
1,90,20,80,60,191,152
1,90,20,80,80,193,151
1,90,20,80,90,180,153
1,90,20,90,0,193,153
1,90,20,90,20,192,162
1,90,20,90,40,191,162
1,90,20,90,60,191,149
1,90,20,90,80,191,153
1,90,20,90,90,192,156
1,90,40,0,0,179,152
1,90,40,0,20,185,153
1,90,40,0,40,180,154
1,90,40,0,60,176,153
1,90,40,0,80,186,154
1,90,40,0,90,187,152
1,90,40,20,0,180,154
1,90,40,20,20,181,152
1,90,40,20,40,181,154
1,90,40,20,60,197,152
1,90,40,20,80,185,155
1,90,40,20,90,193,152
1,90,40,40,0,175,152
1,90,40,40,20,182,155
1,90,40,40,40,185,153
1,90,40,40,60,181,159
1,90,40,40,80,180,161
1,90,40,40,90,179,152
1,90,40,60,0,180,154
1,90,40,60,20,182,152
1,90,40,60,40,178,159
1,90,40,60,60,179,153
1,90,40,60,80,178,153
1,90,40,60,90,178,155
1,90,40,80,0,179,154
1,90,40,80,20,180,160
1,90,40,80,40,184,152
1,90,40,80,60,178,154
1,90,40,80,80,178,155
1,90,40,80,90,182,156
1,90,40,90,0,189,162
1,90,40,90,20,191,159
1,90,40,90,40,180,154
1,90,40,90,60,179,153
1,90,40,90,80,180,151
1,90,40,90,90,174,155
1,90,60,0,0,209,152
1,90,60,0,20,197,151
1,90,60,0,40,195,153
1,90,60,0,60,196,153
1,90,60,0,80,195,154
1,90,60,0,90,198,154
1,90,60,20,0,197,154
1,90,60,20,20,207,153
1,90,60,20,40,207,151
1,90,60,20,60,205,153
1,90,60,20,80,196,155
1,90,60,20,90,209,160
1,90,60,40,0,209,152
1,90,60,40,20,176,159
1,90,60,40,40,191,150
1,90,60,40,60,187,152
1,90,60,40,80,173,149
1,90,60,40,90,166,154
1,90,60,60,0,204,160
1,90,60,60,20,200,152
1,90,60,60,40,206,152
1,90,60,60,60,192,156
1,90,60,60,80,207,155
1,90,60,60,90,168,154
1,90,60,80,0,207,157
1,90,60,80,20,203,159
1,90,60,80,40,185,156
1,90,60,80,60,205,161
1,90,60,80,80,204,158
1,90,60,80,90,173,154
1,90,60,90,0,206,155
1,90,60,90,20,179,154
1,90,60,90,40,197,157
1,90,60,90,60,202,158
1,90,60,90,80,192,155
1,90,60,90,90,198,155
1,90,80,0,0,196,151
1,90,80,0,20,186,154
1,90,80,0,40,193,154
1,90,80,0,60,191,155
1,90,80,0,80,194,151
1,90,80,0,90,190,153
1,90,80,20,0,176,158
1,90,80,20,20,185,154
1,90,80,20,40,134,153
1,90,80,20,60,174,154
1,90,80,20,80,196,155
1,90,80,20,90,177,155
1,90,80,40,0,174,153
1,90,80,40,20,188,155
1,90,80,40,40,170,154
1,90,80,40,60,157,152
1,90,80,40,80,193,154
1,90,80,40,90,162,152
1,90,80,60,0,205,152
1,90,80,60,20,204,152
1,90,80,60,40,181,153
1,90,80,60,60,157,162
1,90,80,60,80,186,162
1,90,80,60,90,203,158
1,90,80,80,0,191,159
1,90,80,80,20,167,156
1,90,80,80,40,191,158
1,90,80,80,60,185,152
1,90,80,80,80,202,154
1,90,80,80,90,206,158
1,90,80,90,0,200,152
1,90,80,90,20,200,155
1,90,80,90,40,207,156
1,90,80,90,60,173,155
1,90,80,90,80,172,154
1,90,80,90,90,201,153
1,90,90,0,0,184,154
1,90,90,0,20,189,150
1,90,90,0,40,175,154
1,90,90,0,60,197,153
1,90,90,0,80,181,153
1,90,90,0,90,161,153
1,90,90,20,0,148,151
1,90,90,20,20,184,154
1,90,90,20,40,183,155
1,90,90,20,60,187,151
1,90,90,20,80,167,153
1,90,90,20,90,208,162
1,90,90,40,0,172,165
1,90,90,40,20,169,156
1,90,90,40,40,195,156
1,90,90,40,60,197,156
1,90,90,40,80,192,158
1,90,90,40,90,184,155
1,90,90,60,0,180,153
1,90,90,60,20,194,156
1,90,90,60,40,187,154
1,90,90,60,60,186,153
1,90,90,60,80,170,153
1,90,90,60,90,162,153
1,90,90,80,0,186,148
1,90,90,80,20,186,154
1,90,90,80,40,194,151
1,90,90,80,60,161,162
1,90,90,80,80,182,157
1,90,90,80,90,194,160
1,90,90,90,0,174,153
1,90,90,90,20,175,153
1,90,90,90,40,195,157
1,90,90,90,60,181,153
1,90,90,90,80,183,153
1,90,90,90,90,166,149
4,0,0,0,0,170,150
4,0,0,0,20,161,153
4,0,0,0,40,161,157
4,0,0,0,60,173,153
4,0,0,0,80,168,152
4,0,0,0,90,173,157
4,0,0,20,0,170,157
4,0,0,20,20,162,159
4,0,0,20,40,170,153
4,0,0,20,60,170,150
4,0,0,20,80,160,152
4,0,0,20,90,159,152
4,0,0,40,0,172,151
4,0,0,40,20,164,153
4,0,0,40,40,182,155
4,0,0,40,60,173,155
4,0,0,40,80,166,154
4,0,0,40,90,146,149
4,0,0,60,0,168,156
4,0,0,60,20,163,153
4,0,0,60,40,169,154
4,0,0,60,60,171,154
4,0,0,60,80,156,152
4,0,0,60,90,164,152
4,0,0,80,0,153,150
4,0,0,80,20,169,153
4,0,0,80,40,171,162
4,0,0,80,60,169,157
4,0,0,80,80,170,161
4,0,0,80,90,171,155
4,0,0,90,0,159,160
4,0,0,90,20,168,152
4,0,0,90,40,171,154
4,0,0,90,60,170,153
4,0,0,90,80,162,154
4,0,0,90,90,170,156
4,0,20,0,0,177,152
4,0,20,0,20,174,152
4,0,20,0,40,180,160
4,0,20,0,60,182,151
4,0,20,0,80,183,151
4,0,20,0,90,179,161
4,0,20,20,0,177,160
4,0,20,20,20,178,152
4,0,20,20,40,177,153
4,0,20,20,60,176,152
4,0,20,20,80,176,155
4,0,20,20,90,171,153
4,0,20,40,0,176,151
4,0,20,40,20,175,152
4,0,20,40,40,177,154
4,0,20,40,60,177,162
4,0,20,40,80,177,164
4,0,20,40,90,177,153
4,0,20,60,0,176,152
4,0,20,60,20,173,155
4,0,20,60,40,175,153
4,0,20,60,60,175,153
4,0,20,60,80,178,152
4,0,20,60,90,175,155
4,0,20,80,0,178,155
4,0,20,80,20,176,157
4,0,20,80,40,177,159
4,0,20,80,60,176,156
4,0,20,80,80,176,154
4,0,20,80,90,177,156
4,0,20,90,0,176,154
4,0,20,90,20,176,155
4,0,20,90,40,176,154
4,0,20,90,60,177,156
4,0,20,90,80,175,155
4,0,20,90,90,173,152
4,0,40,0,0,180,155
4,0,40,0,20,192,153
4,0,40,0,40,178,154
4,0,40,0,60,177,154
4,0,40,0,80,178,159
4,0,40,0,90,168,156
4,0,40,20,0,179,153
4,0,40,20,20,179,153
4,0,40,20,40,180,153
4,0,40,20,60,178,154
4,0,40,20,80,181,154
4,0,40,20,90,179,154
4,0,40,40,0,193,152
4,0,40,40,20,175,152
4,0,40,40,40,180,154
4,0,40,40,60,179,153
4,0,40,40,80,182,154
4,0,40,40,90,179,158
4,0,40,60,0,178,160
4,0,40,60,20,180,156
4,0,40,60,40,179,160
4,0,40,60,60,181,157
4,0,40,60,80,179,152
4,0,40,60,90,179,157
4,0,40,80,0,178,152
4,0,40,80,20,180,154
4,0,40,80,40,180,154
4,0,40,80,60,181,153
4,0,40,80,80,180,157
4,0,40,80,90,172,149
4,0,40,90,0,179,152
4,0,40,90,20,178,154
4,0,40,90,40,175,151
4,0,40,90,60,178,156
4,0,40,90,80,196,150
4,0,40,90,90,186,154
4,0,60,0,0,194,157
4,0,60,0,20,185,153
4,0,60,0,40,190,161
4,0,60,0,60,191,157
4,0,60,0,80,188,156
4,0,60,0,90,190,154
4,0,60,20,0,191,153
4,0,60,20,20,190,151
4,0,60,20,40,192,154
4,0,60,20,60,190,158
4,0,60,20,80,192,154
4,0,60,20,90,191,154
4,0,60,40,0,179,152
4,0,60,40,20,182,156
4,0,60,40,40,192,153
4,0,60,40,60,191,153
4,0,60,40,80,192,154
4,0,60,40,90,192,153
4,0,60,60,0,191,157
4,0,60,60,20,191,155
4,0,60,60,40,194,157
4,0,60,60,60,188,152
4,0,60,60,80,189,156
4,0,60,60,90,180,156
4,0,60,80,0,190,154
4,0,60,80,20,193,153
4,0,60,80,40,190,151
4,0,60,80,60,190,150
4,0,60,80,80,191,153
4,0,60,80,90,193,151
4,0,60,90,0,181,154
4,0,60,90,20,191,162
4,0,60,90,40,191,156
4,0,60,90,60,192,163
4,0,60,90,80,192,158
4,0,60,90,90,192,156
4,0,80,0,0,187,152
4,0,80,0,20,191,153
4,0,80,0,40,182,154
4,0,80,0,60,194,158
4,0,80,0,80,191,152
4,0,80,0,90,192,153
4,0,80,20,0,180,154
4,0,80,20,20,192,152
4,0,80,20,40,190,155
4,0,80,20,60,184,154
4,0,80,20,80,189,152
4,0,80,20,90,191,156
4,0,80,40,0,196,157
4,0,80,40,20,185,154
4,0,80,40,40,198,152
4,0,80,40,60,190,155
4,0,80,40,80,191,152
4,0,80,40,90,192,152
4,0,80,60,0,189,155
4,0,80,60,20,189,152
4,0,80,60,40,189,154
4,0,80,60,60,185,153
4,0,80,60,80,179,154
4,0,80,60,90,188,152
4,0,80,80,0,191,153
4,0,80,80,20,192,155
4,0,80,80,40,188,153
4,0,80,80,60,190,155
4,0,80,80,80,192,153
4,0,80,80,90,188,155
4,0,80,90,0,193,154
4,0,80,90,20,193,156
4,0,80,90,40,192,153
4,0,80,90,60,193,152
4,0,80,90,80,193,154
4,0,80,90,90,175,154
4,0,90,0,0,196,152
4,0,90,0,20,192,152
4,0,90,0,40,188,155
4,0,90,0,60,181,151
4,0,90,0,80,191,151
4,0,90,0,90,185,155
4,0,90,20,0,179,155
4,0,90,20,20,192,152
4,0,90,20,40,194,154
4,0,90,20,60,191,154
4,0,90,20,80,193,150
4,0,90,20,90,191,155
4,0,90,40,0,194,152
4,0,90,40,20,187,153
4,0,90,40,40,193,153
4,0,90,40,60,190,155
4,0,90,40,80,193,156
4,0,90,40,90,193,154
4,0,90,60,0,192,152
4,0,90,60,20,192,154
4,0,90,60,40,179,153
4,0,90,60,60,191,154
4,0,90,60,80,189,154
4,0,90,60,90,188,155
4,0,90,80,0,190,154
4,0,90,80,20,183,154
4,0,90,80,40,193,151
4,0,90,80,60,192,153
4,0,90,80,80,188,151
4,0,90,80,90,193,156
4,0,90,90,0,184,154
4,0,90,90,20,185,153
4,0,90,90,40,184,151
4,0,90,90,60,193,151
4,0,90,90,80,192,153
4,0,90,90,90,189,153
4,20,0,0,0,180,153
4,20,0,0,20,177,151
4,20,0,0,40,178,150
4,20,0,0,60,180,152
4,20,0,0,80,174,153
4,20,0,0,90,179,154
4,20,0,20,0,178,153
4,20,0,20,20,178,153
4,20,0,20,40,178,153
4,20,0,20,60,179,152
4,20,0,20,80,180,153
4,20,0,20,90,178,155
4,20,0,40,0,178,156
4,20,0,40,20,177,162
4,20,0,40,40,178,153
4,20,0,40,60,176,153
4,20,0,40,80,177,153
4,20,0,40,90,178,152
4,20,0,60,0,179,154
4,20,0,60,20,176,154
4,20,0,60,40,178,153
4,20,0,60,60,180,154
4,20,0,60,80,178,154
4,20,0,60,90,181,159
4,20,0,80,0,179,159
4,20,0,80,20,181,154
4,20,0,80,40,176,152
4,20,0,80,60,175,152
4,20,0,80,80,176,153
4,20,0,80,90,180,151
4,20,0,90,0,178,154
4,20,0,90,20,178,154
4,20,0,90,40,177,155
4,20,0,90,60,176,160
4,20,0,90,80,168,154
4,20,0,90,90,177,157
4,20,20,0,0,180,157
4,20,20,0,20,185,153
4,20,20,0,40,182,153
4,20,20,0,60,169,153
4,20,20,0,80,184,153
4,20,20,0,90,184,153
4,20,20,20,0,176,154
4,20,20,20,20,183,154
4,20,20,20,40,183,153
4,20,20,20,60,180,153
4,20,20,20,80,182,153
4,20,20,20,90,165,156
4,20,20,40,0,184,154
4,20,20,40,20,182,153
4,20,20,40,40,184,162
4,20,20,40,60,182,154
4,20,20,40,80,185,154
4,20,20,40,90,191,155
4,20,20,60,0,192,153
4,20,20,60,20,193,156
4,20,20,60,40,179,155
4,20,20,60,60,193,155
4,20,20,60,80,192,151
4,20,20,60,90,185,155
4,20,20,80,0,189,153
4,20,20,80,20,189,155
4,20,20,80,40,185,156
4,20,20,80,60,181,160
4,20,20,80,80,171,156
4,20,20,80,90,184,154
4,20,20,90,0,185,155
4,20,20,90,20,188,155
4,20,20,90,40,182,153
4,20,20,90,60,184,150
4,20,20,90,80,185,153
4,20,20,90,90,186,152
4,20,40,0,0,178,152
4,20,40,0,20,180,152
4,20,40,0,40,177,154
4,20,40,0,60,180,154
4,20,40,0,80,190,152
4,20,40,0,90,176,153
4,20,40,20,0,179,154
4,20,40,20,20,183,152
4,20,40,20,40,181,154
4,20,40,20,60,187,154
4,20,40,20,80,180,154
4,20,40,20,90,181,151
4,20,40,40,0,154,153
4,20,40,40,20,183,158
4,20,40,40,40,178,154
4,20,40,40,60,180,156
4,20,40,40,80,180,153
4,20,40,40,90,191,154
4,20,40,60,0,180,152
4,20,40,60,20,181,156
4,20,40,60,40,182,158
4,20,40,60,60,191,155
4,20,40,60,80,179,155
4,20,40,60,90,160,155
4,20,40,80,0,179,154
4,20,40,80,20,197,158
4,20,40,80,40,180,154
4,20,40,80,60,162,155
4,20,40,80,80,174,159
4,20,40,80,90,190,152
4,20,40,90,0,179,160
4,20,40,90,20,179,156
4,20,40,90,40,183,152
4,20,40,90,60,193,155
4,20,40,90,80,193,154
4,20,40,90,90,179,150
4,20,60,0,0,201,153
4,20,60,0,20,186,152
4,20,60,0,40,196,150
4,20,60,0,60,195,154
4,20,60,0,80,198,154
4,20,60,0,90,197,154
4,20,60,20,0,197,154
4,20,60,20,20,199,158
4,20,60,20,40,192,158
4,20,60,20,60,200,155
4,20,60,20,80,202,152
4,20,60,20,90,182,154
4,20,60,40,0,197,156
4,20,60,40,20,204,154
4,20,60,40,40,199,161
4,20,60,40,60,193,159
4,20,60,40,80,192,159
4,20,60,40,90,149,156
4,20,60,60,0,202,159
4,20,60,60,20,202,155
4,20,60,60,40,199,155
4,20,60,60,60,196,153
4,20,60,60,80,204,153
4,20,60,60,90,203,153
4,20,60,80,0,196,152
4,20,60,80,20,202,152
4,20,60,80,40,174,154
4,20,60,80,60,202,154
4,20,60,80,80,198,155
4,20,60,80,90,165,154
4,20,60,90,0,185,153
4,20,60,90,20,201,153
4,20,60,90,40,192,155
4,20,60,90,60,167,154
4,20,60,90,80,195,154
4,20,60,90,90,182,152
4,20,80,0,0,198,153
4,20,80,0,20,202,152
4,20,80,0,40,195,154
4,20,80,0,60,203,154
4,20,80,0,80,191,151
4,20,80,0,90,178,153
4,20,80,20,0,199,150
4,20,80,20,20,199,155
4,20,80,20,40,177,154
4,20,80,20,60,198,152
4,20,80,20,80,208,155
4,20,80,20,90,202,154
4,20,80,40,0,202,155
4,20,80,40,20,178,151
4,20,80,40,40,197,155
4,20,80,40,60,201,153
4,20,80,40,80,184,153
4,20,80,40,90,195,157
4,20,80,60,0,198,153
4,20,80,60,20,201,161
4,20,80,60,40,197,159
4,20,80,60,60,192,153
4,20,80,60,80,201,155
4,20,80,60,90,199,152
4,20,80,80,0,193,153
4,20,80,80,20,199,154
4,20,80,80,40,200,153
4,20,80,80,60,200,157
4,20,80,80,80,193,159
4,20,80,80,90,196,154
4,20,80,90,0,195,156
4,20,80,90,20,196,153
4,20,80,90,40,202,151
4,20,80,90,60,193,156
4,20,80,90,80,197,157
4,20,80,90,90,196,154
4,20,90,0,0,187,154
4,20,90,0,20,195,152
4,20,90,0,40,195,153
4,20,90,0,60,200,154
4,20,90,0,80,196,155
4,20,90,0,90,181,152
4,20,90,20,0,199,156
4,20,90,20,20,187,154
4,20,90,20,40,187,155
4,20,90,20,60,199,157
4,20,90,20,80,194,154
4,20,90,20,90,195,157
4,20,90,40,0,184,161
4,20,90,40,20,201,162
4,20,90,40,40,194,160
4,20,90,40,60,184,162
4,20,90,40,80,199,154
4,20,90,40,90,203,152
4,20,90,60,0,189,153
4,20,90,60,20,203,151
4,20,90,60,40,193,153
4,20,90,60,60,193,154
4,20,90,60,80,197,154
4,20,90,60,90,197,153
4,20,90,80,0,198,152
4,20,90,80,20,199,156
4,20,90,80,40,198,152
4,20,90,80,60,202,153
4,20,90,80,80,193,154
4,20,90,80,90,196,157
4,20,90,90,0,189,155
4,20,90,90,20,199,154
4,20,90,90,40,200,156
4,20,90,90,60,201,154
4,20,90,90,80,199,154
4,20,90,90,90,197,157
4,40,0,0,0,186,157
4,40,0,0,20,183,154
4,40,0,0,40,181,161
4,40,0,0,60,180,153
4,40,0,0,80,184,153
4,40,0,0,90,186,155
4,40,0,20,0,183,154
4,40,0,20,20,187,154
4,40,0,20,40,184,155
4,40,0,20,60,186,155
4,40,0,20,80,190,154
4,40,0,20,90,181,155
4,40,0,40,0,186,153
4,40,0,40,20,186,161
4,40,0,40,40,186,154
4,40,0,40,60,185,155
4,40,0,40,80,184,154
4,40,0,40,90,180,155
4,40,0,60,0,187,155
4,40,0,60,20,187,153
4,40,0,60,40,186,154
4,40,0,60,60,185,153
4,40,0,60,80,182,163
4,40,0,60,90,180,161
4,40,0,80,0,183,153
4,40,0,80,20,186,151
4,40,0,80,40,180,152
4,40,0,80,60,181,153
4,40,0,80,80,179,155
4,40,0,80,90,181,156
4,40,0,90,0,186,156
4,40,0,90,20,184,157
4,40,0,90,40,183,153
4,40,0,90,60,187,159
4,40,0,90,80,178,160
4,40,0,90,90,178,160
4,40,20,0,0,192,152
4,40,20,0,20,193,152
4,40,20,0,40,190,154
4,40,20,0,60,193,154
4,40,20,0,80,191,155
4,40,20,0,90,192,152
4,40,20,20,0,189,159
4,40,20,20,20,187,158
4,40,20,20,40,190,153
4,40,20,20,60,194,153
4,40,20,20,80,193,153
4,40,20,20,90,190,194
4,40,20,40,0,182,154
4,40,20,40,20,187,155
4,40,20,40,40,193,153
4,40,20,40,60,193,153
4,40,20,40,80,181,157
4,40,20,40,90,193,151
4,40,20,60,0,184,156
4,40,20,60,20,186,154
4,40,20,60,40,191,155
4,40,20,60,60,197,155
4,40,20,60,80,196,155
4,40,20,60,90,184,154
4,40,20,80,0,192,155
4,40,20,80,20,190,154
4,40,20,80,40,189,154
4,40,20,80,60,188,154
4,40,20,80,80,192,155
4,40,20,80,90,194,158
4,40,20,90,0,189,158
4,40,20,90,20,193,160
4,40,20,90,40,192,158
4,40,20,90,60,186,154
4,40,20,90,80,189,152
4,40,20,90,90,190,157
4,40,40,0,0,194,153
4,40,40,0,20,194,152
4,40,40,0,40,194,153
4,40,40,0,60,190,153
4,40,40,0,80,177,155
4,40,40,0,90,197,155
4,40,40,20,0,180,155
4,40,40,20,20,187,153
4,40,40,20,40,180,154
4,40,40,20,60,192,154
4,40,40,20,80,191,153
4,40,40,20,90,179,154
4,40,40,40,0,177,154
4,40,40,40,20,178,154
4,40,40,40,40,193,155
4,40,40,40,60,199,153
4,40,40,40,80,190,152
4,40,40,40,90,182,158
4,40,40,60,0,179,154
4,40,40,60,20,192,154
4,40,40,60,40,179,153
4,40,40,60,60,176,155
4,40,40,60,80,192,153
4,40,40,60,90,177,156
4,40,40,80,0,195,155
4,40,40,80,20,178,154
4,40,40,80,40,178,153
4,40,40,80,60,195,155
4,40,40,80,80,177,155
4,40,40,80,90,179,155
4,40,40,90,0,177,154
4,40,40,90,20,194,155
4,40,40,90,40,195,154
4,40,40,90,60,202,153
4,40,40,90,80,179,154
4,40,40,90,90,194,156
4,40,60,0,0,205,154
4,40,60,0,20,206,153
4,40,60,0,40,204,151
4,40,60,0,60,205,155
4,40,60,0,80,206,156
4,40,60,0,90,208,155
4,40,60,20,0,208,157
4,40,60,20,20,204,153
4,40,60,20,40,211,155
4,40,60,20,60,210,152
4,40,60,20,80,200,154
4,40,60,20,90,208,154
4,40,60,40,0,195,158
4,40,60,40,20,186,153
4,40,60,40,40,180,153
4,40,60,40,60,209,155
4,40,60,40,80,203,153
4,40,60,40,90,204,156
4,40,60,60,0,205,153
4,40,60,60,20,198,158
4,40,60,60,40,191,161
4,40,60,60,60,192,154
4,40,60,60,80,202,163
4,40,60,60,90,204,161
4,40,60,80,0,214,155
4,40,60,80,20,204,153
4,40,60,80,40,201,154
4,40,60,80,60,209,155
4,40,60,80,80,195,155
4,40,60,80,90,209,158
4,40,60,90,0,199,156
4,40,60,90,20,199,159
4,40,60,90,40,206,156
4,40,60,90,60,209,155
4,40,60,90,80,205,152
4,40,60,90,90,204,154
4,40,80,0,0,206,153
4,40,80,0,20,202,152
4,40,80,0,40,204,154
4,40,80,0,60,207,156
4,40,80,0,80,198,157
4,40,80,0,90,182,156
4,40,80,20,0,208,157
4,40,80,20,20,203,155
4,40,80,20,40,202,153
4,40,80,20,60,183,156
4,40,80,20,80,211,156
4,40,80,20,90,203,155
4,40,80,40,0,199,154
4,40,80,40,20,208,154
4,40,80,40,40,208,156
4,40,80,40,60,181,156
4,40,80,40,80,203,155
4,40,80,40,90,176,156
4,40,80,60,0,171,160
4,40,80,60,20,209,154
4,40,80,60,40,204,153
4,40,80,60,60,188,156
4,40,80,60,80,194,155
4,40,80,60,90,207,154
4,40,80,80,0,209,155
4,40,80,80,20,196,154
4,40,80,80,40,208,153
4,40,80,80,60,200,153
4,40,80,80,80,211,154
4,40,80,80,90,197,154
4,40,80,90,0,210,163
4,40,80,90,20,206,159
4,40,80,90,40,188,154
4,40,80,90,60,181,154
4,40,80,90,80,205,159
4,40,80,90,90,180,158
4,40,90,0,0,199,157
4,40,90,0,20,194,157
4,40,90,0,40,194,155
4,40,90,0,60,204,162
4,40,90,0,80,207,155
4,40,90,0,90,194,155
4,40,90,20,0,205,156
4,40,90,20,20,211,157
4,40,90,20,40,195,153
4,40,90,20,60,203,155
4,40,90,20,80,208,156
4,40,90,20,90,187,157
4,40,90,40,0,206,161
4,40,90,40,20,181,152
4,40,90,40,40,193,161
4,40,90,40,60,188,158
4,40,90,40,80,198,155
4,40,90,40,90,193,163
4,40,90,60,0,159,153
4,40,90,60,20,210,156
4,40,90,60,40,206,155
4,40,90,60,60,194,155
4,40,90,60,80,164,160
4,40,90,60,90,195,157
4,40,90,80,0,181,156
4,40,90,80,20,193,152
4,40,90,80,40,193,154
4,40,90,80,60,195,154
4,40,90,80,80,182,154
4,40,90,80,90,213,152
4,40,90,90,0,192,154
4,40,90,90,20,195,153
4,40,90,90,40,191,154
4,40,90,90,60,209,150
4,40,90,90,80,204,153
4,40,90,90,90,200,151
4,60,0,0,0,194,155
4,60,0,0,20,185,153
4,60,0,0,40,191,156
4,60,0,0,60,188,162
4,60,0,0,80,189,156
4,60,0,0,90,189,154
4,60,0,20,0,185,155
4,60,0,20,20,188,156
4,60,0,20,40,194,153
4,60,0,20,60,192,155
4,60,0,20,80,193,155
4,60,0,20,90,188,154
4,60,0,40,0,192,156
4,60,0,40,20,194,158
4,60,0,40,40,190,155
4,60,0,40,60,194,156
4,60,0,40,80,196,150
4,60,0,40,90,193,153
4,60,0,60,0,196,153
4,60,0,60,20,188,154
4,60,0,60,40,188,154
4,60,0,60,60,190,153
4,60,0,60,80,187,153
4,60,0,60,90,188,152
4,60,0,80,0,188,160
4,60,0,80,20,191,159
