CPU_Cores,CPU_Load,Memory_Usage,Disk_IO,Network_Bandwidth,Compute1_Watts,Compute3_Watts
4,60,0,80,40,193,154
4,60,0,80,60,196,154
4,60,0,80,80,193,154
4,60,0,80,90,191,154
4,60,0,90,0,176,156
4,60,0,90,20,195,156
4,60,0,90,40,188,154
4,60,0,90,60,183,157
4,60,0,90,80,192,153
4,60,0,90,90,187,160
4,60,20,0,0,195,157
4,60,20,0,20,196,153
4,60,20,0,40,200,154
4,60,20,0,60,200,151
4,60,20,0,80,196,153
4,60,20,0,90,197,152
4,60,20,20,0,193,155
4,60,20,20,20,195,154
4,60,20,20,40,201,153
4,60,20,20,60,188,162
4,60,20,20,80,202,154
4,60,20,20,90,195,155
4,60,20,40,0,201,151
4,60,20,40,20,187,159
4,60,20,40,40,195,156
4,60,20,40,60,189,153
4,60,20,40,80,195,153
4,60,20,40,90,195,152
4,60,20,60,0,198,153
4,60,20,60,20,182,158
4,60,20,60,40,201,155
4,60,20,60,60,193,153
4,60,20,60,80,200,153
4,60,20,60,90,192,153
4,60,20,80,0,178,160
4,60,20,80,20,194,155
4,60,20,80,40,179,155
4,60,20,80,60,200,155
4,60,20,80,80,200,153
4,60,20,80,90,193,152
4,60,20,90,0,202,153
4,60,20,90,20,195,154
4,60,20,90,40,174,153
4,60,20,90,60,191,156
4,60,20,90,80,194,156
4,60,20,90,90,198,156
4,60,40,0,0,200,156
4,60,40,0,20,201,155
4,60,40,0,40,185,155
4,60,40,0,60,207,153
4,60,40,0,80,209,150
4,60,40,0,90,197,156
4,60,40,20,0,192,156
4,60,40,20,20,206,152
4,60,40,20,40,179,155
4,60,40,20,60,180,156
4,60,40,20,80,206,154
4,60,40,20,90,202,156
4,60,40,40,0,204,153
4,60,40,40,20,188,154
4,60,40,40,40,206,155
4,60,40,40,60,201,154
4,60,40,40,80,179,154
4,60,40,40,90,205,154
4,60,40,60,0,203,155
4,60,40,60,20,181,154
4,60,40,60,40,205,153
4,60,40,60,60,180,160
4,60,40,60,80,205,153
4,60,40,60,90,203,161
4,60,40,80,0,180,155
4,60,40,80,20,201,160
4,60,40,80,40,198,155
4,60,40,80,60,165,155
4,60,40,80,80,201,155
4,60,40,80,90,196,157
4,60,40,90,0,201,154
4,60,40,90,20,203,153
4,60,40,90,40,200,161
4,60,40,90,60,198,159
4,60,40,90,80,205,157
4,60,40,90,90,207,154
4,60,60,0,0,214,157
4,60,60,0,20,206,156
4,60,60,0,40,211,157
4,60,60,0,60,196,154
4,60,60,0,80,180,155
4,60,60,0,90,205,153
4,60,60,20,0,215,153
4,60,60,20,20,210,151
4,60,60,20,40,215,160
4,60,60,20,60,199,153
4,60,60,20,80,217,154
4,60,60,20,90,217,154
4,60,60,40,0,214,154
4,60,60,40,20,213,154
4,60,60,40,40,212,153
4,60,60,40,60,211,155
4,60,60,40,80,179,153
4,60,60,40,90,198,154
4,60,60,60,0,209,155
4,60,60,60,20,201,151
4,60,60,60,40,203,156
4,60,60,60,60,217,160
4,60,60,60,80,227,163
4,60,60,60,90,221,158
4,60,60,80,0,211,154
4,60,60,80,20,213,154
4,60,60,80,40,211,153
4,60,60,80,60,199,153
4,60,60,80,80,212,154
4,60,60,80,90,206,153
4,60,60,90,0,208,155
4,60,60,90,20,216,157
4,60,60,90,40,214,156
4,60,60,90,60,205,156
4,60,60,90,80,218,154
4,60,60,90,90,208,152
4,60,80,0,0,207,156
4,60,80,0,20,211,157
4,60,80,0,40,200,155
4,60,80,0,60,191,153
4,60,80,0,80,205,155
4,60,80,0,90,194,159
4,60,80,20,0,206,160
4,60,80,20,20,177,158
4,60,80,20,40,208,159
4,60,80,20,60,208,161
4,60,80,20,80,208,159
4,60,80,20,90,215,154
4,60,80,40,0,211,154
4,60,80,40,20,210,156
4,60,80,40,40,213,156
4,60,80,40,60,216,154
4,60,80,40,80,217,155
4,60,80,40,90,198,152
4,60,80,60,0,218,154
4,60,80,60,20,208,153
4,60,80,60,40,210,157
4,60,80,60,60,197,156
4,60,80,60,80,211,154
4,60,80,60,90,208,155
4,60,80,80,0,213,155
4,60,80,80,20,185,154
4,60,80,80,40,212,155
4,60,80,80,60,208,157
4,60,80,80,80,197,154
4,60,80,80,90,212,155
4,60,80,90,0,198,155
4,60,80,90,20,180,156
4,60,80,90,40,192,157
4,60,80,90,60,205,155
4,60,80,90,80,204,156
4,60,80,90,90,194,156
4,60,90,0,0,190,153
4,60,90,0,20,207,156
4,60,90,0,40,179,156
4,60,90,0,60,209,155
4,60,90,0,80,199,156
4,60,90,0,90,205,156
4,60,90,20,0,216,154
4,60,90,20,20,192,153
4,60,90,20,40,200,155
4,60,90,20,60,184,153
4,60,90,20,80,180,159
4,60,90,20,90,209,160
4,60,90,40,0,181,156
4,60,90,40,20,212,160
4,60,90,40,40,174,159
4,60,90,40,60,205,157
4,60,90,40,80,208,159
4,60,90,40,90,188,159
4,60,90,60,0,202,153
4,60,90,60,20,210,154
4,60,90,60,40,196,159
4,60,90,60,60,210,161
4,60,90,60,80,195,161
4,60,90,60,90,208,160
4,60,90,80,0,200,155
4,60,90,80,20,205,155
4,60,90,80,40,214,153
4,60,90,80,60,209,153
4,60,90,80,80,217,154
4,60,90,80,90,198,153
4,60,90,90,0,197,154
4,60,90,90,20,205,155
4,60,90,90,40,213,152
4,60,90,90,60,196,153
4,60,90,90,80,211,154
4,60,90,90,90,200,154
4,80,0,0,0,194,154
4,80,0,0,20,202,153
4,80,0,0,40,202,153
4,80,0,0,60,188,154
4,80,0,0,80,202,152
4,80,0,0,90,201,154
4,80,0,20,0,196,162
4,80,0,20,20,195,155
4,80,0,20,40,202,156
4,80,0,20,60,197,155
4,80,0,20,80,203,157
4,80,0,20,90,212,156
4,80,0,40,0,208,154
4,80,0,40,20,202,154
4,80,0,40,40,193,156
4,80,0,40,60,198,153
4,80,0,40,80,201,160
4,80,0,40,90,199,159
4,80,0,60,0,195,153
4,80,0,60,20,195,154
4,80,0,60,40,196,153
4,80,0,60,60,202,154
4,80,0,60,80,195,153
4,80,0,60,90,203,155
4,80,0,80,0,200,157
4,80,0,80,20,197,156
4,80,0,80,40,205,155
4,80,0,80,60,204,158
4,80,0,80,80,202,156
4,80,0,80,90,203,152
4,80,0,90,0,193,155
4,80,0,90,20,204,154
4,80,0,90,40,198,157
4,80,0,90,60,175,157
4,80,0,90,80,194,156
4,80,0,90,90,192,154
4,80,20,0,0,207,153
4,80,20,0,20,201,154
4,80,20,0,40,209,162
4,80,20,0,60,208,153
4,80,20,0,80,209,154
4,80,20,0,90,202,160
4,80,20,20,0,202,155
4,80,20,20,20,200,153
4,80,20,20,40,198,152
4,80,20,20,60,208,156
4,80,20,20,80,203,154
4,80,20,20,90,201,161
4,80,20,40,0,212,156
4,80,20,40,20,207,155
4,80,20,40,40,207,154
4,80,20,40,60,200,154
4,80,20,40,80,202,156
4,80,20,40,90,198,158
4,80,20,60,0,209,156
4,80,20,60,20,207,155
4,80,20,60,40,200,158
4,80,20,60,60,200,152
4,80,20,60,80,210,159
4,80,20,60,90,203,159
4,80,20,80,0,203,161
4,80,20,80,20,198,158
4,80,20,80,40,207,155
4,80,20,80,60,198,153
4,80,20,80,80,183,151
4,80,20,80,90,204,155
4,80,20,90,0,200,154
4,80,20,90,20,206,152
4,80,20,90,40,207,153
4,80,20,90,60,207,155
4,80,20,90,80,201,153
4,80,20,90,90,200,155
4,80,40,0,0,216,155
4,80,40,0,20,177,153
4,80,40,0,40,201,152
4,80,40,0,60,177,154
4,80,40,0,80,206,155
4,80,40,0,90,213,159
4,80,40,20,0,208,160
4,80,40,20,20,203,153
4,80,40,20,40,213,155
4,80,40,20,60,213,154
4,80,40,20,80,194,155
4,80,40,20,90,213,152
4,80,40,40,0,180,153
4,80,40,40,20,197,150
4,80,40,40,40,203,154
4,80,40,40,60,206,152
4,80,40,40,80,215,154
4,80,40,40,90,188,153
4,80,40,60,0,181,154
4,80,40,60,20,201,155
4,80,40,60,40,185,154
4,80,40,60,60,179,152
4,80,40,60,80,197,156
4,80,40,60,90,212,153
4,80,40,80,0,185,153
4,80,40,80,20,213,154
4,80,40,80,40,207,151
4,80,40,80,60,213,153
4,80,40,80,80,214,153
4,80,40,80,90,212,151
4,80,40,90,0,177,152
4,80,40,90,20,215,153
4,80,40,90,40,213,156
4,80,40,90,60,205,152
4,80,40,90,80,214,152
4,80,40,90,90,201,154
4,80,60,0,0,224,153
4,80,60,0,20,201,159
4,80,60,0,40,225,160
4,80,60,0,60,215,153
4,80,60,0,80,223,155
4,80,60,0,90,220,153
4,80,60,20,0,223,153
4,80,60,20,20,186,153
4,80,60,20,40,177,155
4,80,60,20,60,220,155
4,80,60,20,80,179,154
4,80,60,20,90,182,153
4,80,60,40,0,220,155
4,80,60,40,20,219,153
4,80,60,40,40,220,152
4,80,60,40,60,217,154
4,80,60,40,80,173,150
4,80,60,40,90,225,157
4,80,60,60,0,216,156
4,80,60,60,20,194,156
4,80,60,60,40,219,153
4,80,60,60,60,212,155
4,80,60,60,80,219,153
4,80,60,60,90,227,155
4,80,60,80,0,142,156
4,80,60,80,20,230,155
4,80,60,80,40,206,152
4,80,60,80,60,213,155
4,80,60,80,80,211,156
4,80,60,80,90,225,153
4,80,60,90,0,182,156
4,80,60,90,20,224,151
4,80,60,90,40,206,155
4,80,60,90,60,203,156
4,80,60,90,80,221,154
4,80,60,90,90,165,154
4,80,80,0,0,212,154
4,80,80,0,20,208,156
4,80,80,0,40,181,158
4,80,80,0,60,181,154
4,80,80,0,80,222,156
4,80,80,0,90,219,154
4,80,80,20,0,213,154
4,80,80,20,20,199,153
4,80,80,20,40,220,155
4,80,80,20,60,218,154
4,80,80,20,80,219,160
4,80,80,20,90,217,159
4,80,80,40,0,217,153
4,80,80,40,20,204,154
4,80,80,40,40,221,156
4,80,80,40,60,215,153
4,80,80,40,80,223,151
4,80,80,40,90,213,156
4,80,80,60,0,201,159
4,80,80,60,20,179,152
4,80,80,60,40,202,154
4,80,80,60,60,219,155
4,80,80,60,80,221,154
4,80,80,60,90,206,153
4,80,80,80,0,184,154
4,80,80,80,20,203,150
4,80,80,80,40,218,154
4,80,80,80,60,203,151
4,80,80,80,80,208,155
4,80,80,80,90,204,153
4,80,80,90,0,223,157
4,80,80,90,20,214,155
4,80,80,90,40,211,154
4,80,80,90,60,209,152
4,80,80,90,80,221,156
4,80,80,90,90,207,153
4,80,90,0,0,200,155
4,80,90,0,20,219,154
4,80,90,0,40,181,152
4,80,90,0,60,205,156
4,80,90,0,80,182,152
4,80,90,0,90,200,156
4,80,90,20,0,203,153
4,80,90,20,20,200,152
4,80,90,20,40,203,155
4,80,90,20,60,204,155
4,80,90,20,80,209,153
4,80,90,20,90,199,155
4,80,90,40,0,224,158
4,80,90,40,20,196,158
4,80,90,40,40,211,155
4,80,90,40,60,168,156
4,80,90,40,80,195,153
4,80,90,40,90,210,155
4,80,90,60,0,199,154
4,80,90,60,20,212,154
4,80,90,60,40,198,152
4,80,90,60,60,205,155
4,80,90,60,80,214,156
4,80,90,60,90,206,153
4,80,90,80,0,206,154
4,80,90,80,20,209,154
4,80,90,80,40,216,155
4,80,90,80,60,219,152
4,80,90,80,80,184,152
4,80,90,80,90,203,154
4,80,90,90,0,185,153
4,80,90,90,20,209,151
4,80,90,90,40,207,152
4,80,90,90,60,218,154
4,80,90,90,80,184,157
4,80,90,90,90,213,154
4,90,0,0,0,204,153
4,90,0,0,20,207,157
4,90,0,0,40,202,154
4,90,0,0,60,203,161
4,90,0,0,80,203,156
4,90,0,0,90,204,155
4,90,0,20,0,205,155
4,90,0,20,20,202,156
4,90,0,20,40,198,153
4,90,0,20,60,210,152
4,90,0,20,80,201,153
4,90,0,20,90,213,153
4,90,0,40,0,211,156
4,90,0,40,20,193,156
4,90,0,40,40,227,159
4,90,0,40,60,208,157
4,90,0,40,80,206,155
4,90,0,40,90,200,155
4,90,0,60,0,205,153
4,90,0,60,20,206,154
4,90,0,60,40,208,155
4,90,0,60,60,207,154
4,90,0,60,80,207,157
4,90,0,60,90,206,161
4,90,0,80,0,206,162
4,90,0,80,20,206,154
4,90,0,80,40,198,154
4,90,0,80,60,208,152
4,90,0,80,80,228,155
4,90,0,80,90,199,155
4,90,0,90,0,205,153
4,90,0,90,20,200,154
4,90,0,90,40,205,156
4,90,0,90,60,205,155
4,90,0,90,80,206,153
4,90,0,90,90,208,159
4,90,20,0,0,212,155
4,90,20,0,20,203,153
4,90,20,0,40,207,153
4,90,20,0,60,220,153
4,90,20,0,80,206,157
4,90,20,0,90,203,152
4,90,20,20,0,204,155
4,90,20,20,20,198,151
4,90,20,20,40,204,158
4,90,20,20,60,208,152
4,90,20,20,80,209,164
4,90,20,20,90,211,156
4,90,20,40,0,226,153
4,90,20,40,20,206,155
4,90,20,40,40,202,153
4,90,20,40,60,202,152
4,90,20,40,80,206,155
4,90,20,40,90,201,155
4,90,20,60,0,213,154
4,90,20,60,20,201,154
4,90,20,60,40,214,153
4,90,20,60,60,212,154
4,90,20,60,80,212,158
4,90,20,60,90,212,156
4,90,20,80,0,210,154
4,90,20,80,20,206,155
4,90,20,80,40,218,154
4,90,20,80,60,212,156
4,90,20,80,80,205,154
4,90,20,80,90,203,155
4,90,20,90,0,214,155
4,90,20,90,20,205,155
4,90,20,90,40,204,154
4,90,20,90,60,208,158
4,90,20,90,80,212,156
4,90,20,90,90,206,160
4,90,40,0,0,211,153
4,90,40,0,20,177,154
4,90,40,0,40,178,156
4,90,40,0,60,209,153
4,90,40,0,80,166,153
4,90,40,0,90,218,155
4,90,40,20,0,217,156
4,90,40,20,20,180,152
4,90,40,20,40,180,153
4,90,40,20,60,217,155
4,90,40,20,80,220,152
4,90,40,20,90,219,151
4,90,40,40,0,219,155
4,90,40,40,20,219,157
4,90,40,40,40,181,153
4,90,40,40,60,182,154
4,90,40,40,80,215,154
4,90,40,40,90,211,154
4,90,40,60,0,216,153
4,90,40,60,20,178,162
4,90,40,60,40,172,153
4,90,40,60,60,214,153
4,90,40,60,80,216,155
4,90,40,60,90,207,156
4,90,40,80,0,180,154
4,90,40,80,20,180,153
4,90,40,80,40,197,151
4,90,40,80,60,212,154
4,90,40,80,80,210,154
4,90,40,80,90,215,155
4,90,40,90,0,179,155
4,90,40,90,20,214,153
4,90,40,90,40,216,153
4,90,40,90,60,209,155
4,90,40,90,80,212,154
4,90,40,90,90,215,156
4,90,60,0,0,217,157
4,90,60,0,20,228,156
4,90,60,0,40,223,155
4,90,60,0,60,220,153
4,90,60,0,80,220,160
4,90,60,0,90,227,157
4,90,60,20,0,223,159
4,90,60,20,20,223,157
4,90,60,20,40,227,160
4,90,60,20,60,228,157
4,90,60,20,80,219,153
4,90,60,20,90,229,154
4,90,60,40,0,229,152
4,90,60,40,20,222,155
4,90,60,40,40,221,154
4,90,60,40,60,226,153
4,90,60,40,80,228,155
4,90,60,40,90,214,156
4,90,60,60,0,244,155
4,90,60,60,20,215,155
4,90,60,60,40,186,154
4,90,60,60,60,220,159
4,90,60,60,80,248,157
4,90,60,60,90,216,150
4,90,60,80,0,221,152
4,90,60,80,20,221,155
4,90,60,80,40,225,160
4,90,60,80,60,213,154
4,90,60,80,80,223,165
4,90,60,80,90,219,154
4,90,60,90,0,218,157
4,90,60,90,20,231,155
4,90,60,90,40,187,154
4,90,60,90,60,222,153
4,90,60,90,80,228,156
4,90,60,90,90,222,153
4,90,80,0,0,215,157
4,90,80,0,20,221,154
4,90,80,0,40,207,151
4,90,80,0,60,196,152
4,90,80,0,80,218,155
4,90,80,0,90,206,154
4,90,80,20,0,218,154
4,90,80,20,20,215,155
4,90,80,20,40,222,156
4,90,80,20,60,224,154
4,90,80,20,80,219,153
4,90,80,20,90,215,154
4,90,80,40,0,223,155
4,90,80,40,20,219,154
4,90,80,40,40,220,155
4,90,80,40,60,210,152
4,90,80,40,80,202,155
4,90,80,40,90,214,157
4,90,80,60,0,199,154
4,90,80,60,20,204,150
4,90,80,60,40,188,154
4,90,80,60,60,183,155
4,90,80,60,80,216,153
4,90,80,60,90,174,156
4,90,80,80,0,213,155
4,90,80,80,20,218,152
4,90,80,80,40,225,159
4,90,80,80,60,223,161
4,90,80,80,80,222,161
4,90,80,80,90,211,164
4,90,80,90,0,219,160
4,90,80,90,20,236,155
4,90,80,90,40,221,156
4,90,80,90,60,234,153
4,90,80,90,80,218,154
4,90,80,90,90,209,151
4,90,90,0,0,228,152
4,90,90,0,20,214,157
4,90,90,0,40,207,154
4,90,90,0,60,238,154
4,90,90,0,80,215,152
4,90,90,0,90,217,154
4,90,90,20,0,213,151
4,90,90,20,20,223,153
4,90,90,20,40,217,153
4,90,90,20,60,217,155
4,90,90,20,80,228,149
4,90,90,20,90,225,151
4,90,90,40,0,223,157
4,90,90,40,20,208,154
4,90,90,40,40,214,154
4,90,90,40,60,203,158
4,90,90,40,80,211,153
4,90,90,40,90,213,154
4,90,90,60,0,222,159
4,90,90,60,20,224,158
4,90,90,60,40,212,162
4,90,90,60,60,216,164
4,90,90,60,80,205,154
4,90,90,60,90,218,154
4,90,90,80,0,222,154
4,90,90,80,20,184,158
4,90,90,80,40,226,160
4,90,90,80,60,192,154
4,90,90,80,80,223,161
4,90,90,80,90,220,161
4,90,90,90,0,184,156
4,90,90,90,20,215,151
4,90,90,90,40,232,156
4,90,90,90,60,219,154
4,90,90,90,80,223,156
4,90,90,90,90,207,153
8,0,0,0,0,173,154
8,0,0,0,20,170,154
8,0,0,0,40,172,154
8,0,0,0,60,170,158
8,0,0,0,80,170,155
8,0,0,0,90,171,155
8,0,0,20,0,170,157
8,0,0,20,20,171,162
8,0,0,20,40,173,157
8,0,0,20,60,170,153
8,0,0,20,80,170,154
8,0,0,20,90,170,153
8,0,0,40,0,170,154
8,0,0,40,20,169,154
8,0,0,40,40,170,156
8,0,0,40,60,169,153
8,0,0,40,80,171,165
8,0,0,40,90,170,154
8,0,0,60,0,169,154
8,0,0,60,20,169,156
8,0,0,60,40,170,156
8,0,0,60,60,171,154
8,0,0,60,80,169,153
8,0,0,60,90,173,155
8,0,0,80,0,181,153
8,0,0,80,20,184,157
8,0,0,80,40,181,160
8,0,0,80,60,184,155
8,0,0,80,80,176,152
8,0,0,80,90,177,155
8,0,0,90,0,174,156
8,0,0,90,20,171,154
8,0,0,90,40,167,154
8,0,0,90,60,169,155
8,0,0,90,80,169,154
8,0,0,90,90,173,166
8,0,20,0,0,176,156
8,0,20,0,20,178,155
8,0,20,0,40,176,153
8,0,20,0,60,179,155
8,0,20,0,80,177,152
8,0,20,0,90,179,155
8,0,20,20,0,178,154
8,0,20,20,20,180,155
8,0,20,20,40,176,155
8,0,20,20,60,177,155
8,0,20,20,80,179,158
8,0,20,20,90,179,158
8,0,20,40,0,177,156
8,0,20,40,20,178,158
8,0,20,40,40,177,156
8,0,20,40,60,175,154
8,0,20,40,80,175,154
8,0,20,40,90,176,154
8,0,20,60,0,176,153
8,0,20,60,20,178,155
8,0,20,60,40,176,157
8,0,20,60,60,179,155
8,0,20,60,80,178,156
8,0,20,60,90,180,157
8,0,20,80,0,177,156
8,0,20,80,20,177,156
8,0,20,80,40,176,156
8,0,20,80,60,175,153
8,0,20,80,80,175,154
8,0,20,80,90,178,152
8,0,20,90,0,179,160
8,0,20,90,20,179,158
8,0,20,90,40,179,158
8,0,20,90,60,179,157
8,0,20,90,80,177,159
8,0,20,90,90,176,160
8,0,40,0,0,178,157
8,0,40,0,20,180,154
8,0,40,0,40,179,154
8,0,40,0,60,181,155
8,0,40,0,80,181,152
8,0,40,0,90,177,154
8,0,40,20,0,181,161
8,0,40,20,20,179,153
8,0,40,20,40,179,154
8,0,40,20,60,182,154
8,0,40,20,80,181,157
8,0,40,20,90,180,159
8,0,40,40,0,178,162
8,0,40,40,20,180,155
8,0,40,40,40,180,155
8,0,40,40,60,180,154
8,0,40,40,80,179,157
8,0,40,40,90,185,154
8,0,40,60,0,181,156
8,0,40,60,20,180,159
8,0,40,60,40,195,152
8,0,40,60,60,182,155
8,0,40,60,80,180,154
8,0,40,60,90,180,154
8,0,40,80,0,178,157
8,0,40,80,20,180,154
8,0,40,80,40,178,155
8,0,40,80,60,178,161
8,0,40,80,80,183,157
8,0,40,80,90,187,156
8,0,40,90,0,183,163
8,0,40,90,20,188,156
8,0,40,90,40,180,157
8,0,40,90,60,176,154
8,0,40,90,80,181,154
8,0,40,90,90,179,161
8,0,60,0,0,192,159
8,0,60,0,20,192,153
8,0,60,0,40,192,153
8,0,60,0,60,190,155
8,0,60,0,80,193,155
8,0,60,0,90,196,153
8,0,60,20,0,193,153
8,0,60,20,20,192,152
8,0,60,20,40,192,156
8,0,60,20,60,191,155
8,0,60,20,80,192,156
8,0,60,20,90,191,159
8,0,60,40,0,194,159
8,0,60,40,20,193,155
8,0,60,40,40,195,158
8,0,60,40,60,194,160
8,0,60,40,80,186,155
8,0,60,40,90,192,158
8,0,60,60,0,192,154
8,0,60,60,20,188,152
8,0,60,60,40,191,151
8,0,60,60,60,192,154
8,0,60,60,80,193,158
8,0,60,60,90,193,155
8,0,60,80,0,193,157
8,0,60,80,20,190,154
8,0,60,80,40,191,153
8,0,60,80,60,193,155
8,0,60,80,80,190,156
8,0,60,80,90,192,157
8,0,60,90,0,194,156
8,0,60,90,20,191,155
8,0,60,90,40,190,152
8,0,60,90,60,190,161
8,0,60,90,80,193,154
8,0,60,90,90,191,153
8,0,80,0,0,191,155
8,0,80,0,20,184,153
8,0,80,0,40,188,159
8,0,80,0,60,193,156
8,0,80,0,80,185,155
8,0,80,0,90,194,158
8,0,80,20,0,193,155
8,0,80,20,20,191,158
8,0,80,20,40,192,157
8,0,80,20,60,193,156
8,0,80,20,80,192,154
8,0,80,20,90,182,157
8,0,80,40,0,193,157
8,0,80,40,20,185,159
8,0,80,40,40,192,156
8,0,80,40,60,192,157
8,0,80,40,80,189,159
8,0,80,40,90,188,157
8,0,80,60,0,195,157
8,0,80,60,20,194,156
8,0,80,60,40,195,158
8,0,80,60,60,187,158
8,0,80,60,80,191,157
8,0,80,60,90,192,159
8,0,80,80,0,195,161
8,0,80,80,20,193,164
8,0,80,80,40,193,156
8,0,80,80,60,185,154
8,0,80,80,80,181,155
8,0,80,80,90,192,159
8,0,80,90,0,191,156
8,0,80,90,20,191,156
8,0,80,90,40,193,154
8,0,80,90,60,194,153
8,0,80,90,80,191,152
8,0,80,90,90,195,155
8,0,90,0,0,175,154
8,0,90,0,20,183,154
8,0,90,0,40,191,152
8,0,90,0,60,192,153
8,0,90,0,80,192,153
8,0,90,0,90,182,154
8,0,90,20,0,185,152
8,0,90,20,20,189,156
8,0,90,20,40,193,153
8,0,90,20,60,191,154
8,0,90,20,80,188,154
8,0,90,20,90,194,156
8,0,90,40,0,196,155
8,0,90,40,20,190,156
8,0,90,40,40,189,155
8,0,90,40,60,192,155
8,0,90,40,80,188,156
8,0,90,40,90,192,159
8,0,90,60,0,181,156
8,0,90,60,20,183,154
8,0,90,60,40,192,159
8,0,90,60,60,191,156
8,0,90,60,80,174,155
8,0,90,60,90,195,154
8,0,90,80,0,200,156
8,0,90,80,20,201,156
8,0,90,80,40,192,157
8,0,90,80,60,187,156
8,0,90,80,80,195,156
8,0,90,80,90,191,157
8,0,90,90,0,186,157
8,0,90,90,20,194,157
8,0,90,90,40,191,157
8,0,90,90,60,192,158
8,0,90,90,80,192,162
8,0,90,90,90,180,158
8,20,0,0,0,185,153
8,20,0,0,20,190,159
8,20,0,0,40,184,158
8,20,0,0,60,187,155
8,20,0,0,80,188,154
8,20,0,0,90,185,150
8,20,0,20,0,186,153
8,20,0,20,20,180,157
8,20,0,20,40,179,155
8,20,0,20,60,189,157
8,20,0,20,80,186,157
8,20,0,20,90,182,156
8,20,0,40,0,189,161
8,20,0,40,20,188,157
8,20,0,40,40,184,155
8,20,0,40,60,186,152
8,20,0,40,80,184,156
8,20,0,40,90,187,152
8,20,0,60,0,185,156
8,20,0,60,20,187,158
8,20,0,60,40,188,156
8,20,0,60,60,187,157
8,20,0,60,80,183,157
8,20,0,60,90,180,154
8,20,0,80,0,184,160
8,20,0,80,20,185,154
8,20,0,80,40,187,156
8,20,0,80,60,186,152
8,20,0,80,80,185,153
8,20,0,80,90,178,157
8,20,0,90,0,191,154
8,20,0,90,20,187,155
8,20,0,90,40,187,155
8,20,0,90,60,185,156
8,20,0,90,80,177,157
8,20,0,90,90,188,161
8,20,20,0,0,190,156
8,20,20,0,20,193,156
8,20,20,0,40,189,153
8,20,20,0,60,196,154
8,20,20,0,80,189,157
8,20,20,0,90,201,154
8,20,20,20,0,192,156
8,20,20,20,20,223,194
8,20,20,20,40,190,157
8,20,20,20,60,190,161
8,20,20,20,80,192,156
8,20,20,20,90,190,156
8,20,20,40,0,185,156
8,20,20,40,20,193,153
8,20,20,40,40,193,156
8,20,20,40,60,192,153
8,20,20,40,80,194,157
8,20,20,40,90,193,160
8,20,20,60,0,188,154
8,20,20,60,20,194,153
8,20,20,60,40,191,164
8,20,20,60,60,192,155
8,20,20,60,80,187,153
8,20,20,60,90,186,154
8,20,20,80,0,189,155
8,20,20,80,20,188,152
8,20,20,80,40,187,156
8,20,20,80,60,189,158
8,20,20,80,80,192,156
8,20,20,80,90,194,157
8,20,20,90,0,189,157
8,20,20,90,20,188,161
8,20,20,90,40,181,159
8,20,20,90,60,190,158
8,20,20,90,80,191,154
8,20,20,90,90,190,152
8,20,40,0,0,190,163
8,20,40,0,20,206,153
8,20,40,0,40,200,153
8,20,40,0,60,196,155
8,20,40,0,80,194,156
8,20,40,0,90,190,152
8,20,40,20,0,193,154
8,20,40,20,20,195,154
8,20,40,20,40,197,155
8,20,40,20,60,195,155
8,20,40,20,80,174,154
8,20,40,20,90,198,153
8,20,40,40,0,193,154
8,20,40,40,20,180,154
8,20,40,40,40,185,154
8,20,40,40,60,186,154
8,20,40,40,80,193,154
8,20,40,40,90,184,155
8,20,40,60,0,180,155
8,20,40,60,20,197,162
8,20,40,60,40,194,158
8,20,40,60,60,196,157
8,20,40,60,80,177,155
8,20,40,60,90,193,155
8,20,40,80,0,196,158
8,20,40,80,20,198,157
8,20,40,80,40,197,154
8,20,40,80,60,198,155
8,20,40,80,80,207,157
8,20,40,80,90,186,153
8,20,40,90,0,206,153
8,20,40,90,20,196,154
8,20,40,90,40,190,160
8,20,40,90,60,193,159
8,20,40,90,80,189,154
8,20,40,90,90,178,156
8,20,60,0,0,202,158
8,20,60,0,20,200,157
8,20,60,0,40,208,158
8,20,60,0,60,208,154
8,20,60,0,80,206,154
8,20,60,0,90,213,155
8,20,60,20,0,215,154
8,20,60,20,20,205,152
8,20,60,20,40,198,154
8,20,60,20,60,205,153
8,20,60,20,80,205,154
8,20,60,20,90,202,156
8,20,60,40,0,205,162
8,20,60,40,20,208,153
8,20,60,40,40,203,154
8,20,60,40,60,203,152
8,20,60,40,80,209,153
8,20,60,40,90,205,153
8,20,60,60,0,205,154
8,20,60,60,20,203,156
8,20,60,60,40,202,161
8,20,60,60,60,199,153
8,20,60,60,80,205,151
8,20,60,60,90,198,152
8,20,60,80,0,183,153
8,20,60,80,20,190,154
8,20,60,80,40,204,154
8,20,60,80,60,200,155
8,20,60,80,80,205,152
8,20,60,80,90,192,152
8,20,60,90,0,207,151
8,20,60,90,20,206,154
8,20,60,90,40,208,151
8,20,60,90,60,203,153
8,20,60,90,80,205,153
8,20,60,90,90,204,153
8,20,80,0,0,204,154
8,20,80,0,20,199,152
8,20,80,0,40,204,154
8,20,80,0,60,206,153
8,20,80,0,80,203,154
8,20,80,0,90,198,161
8,20,80,20,0,213,160
8,20,80,20,20,188,159
8,20,80,20,40,202,159
8,20,80,20,60,195,158
8,20,80,20,80,208,153
8,20,80,20,90,186,153
8,20,80,40,0,203,155
