Value,Iteration,Seed,Scheduler
0.0,1,0,1D
0.0,2,0,1D
0.0,3,0,1D
0.0,4,0,1D
0.0,5,0,1D
0.0,6,0,1D
0.0,7,0,1D
0.0,8,0,1D
0.0,9,0,1D
471.85023812938334,10,0,1D
471.85023812938334,11,0,1D
471.85023812938334,12,0,1D
471.85023812938334,13,0,1D
471.85023812938334,14,0,1D
0.0,15,0,1D
0.0,16,0,1D
0.0,17,0,1D
0.0,18,0,1D
0.0,19,0,1D
428.05131745013495,20,0,1D
428.05131745013495,21,0,1D
428.05131745013495,22,0,1D
428.05131745013495,23,0,1D
428.05131745013495,24,0,1D
0.0,25,0,1D
0.0,26,0,1D
0.0,27,0,1D
0.0,28,0,1D
0.0,29,0,1D
312.0862905899136,30,0,1D
312.0862905899136,31,0,1D
312.0862905899136,32,0,1D
312.0862905899136,33,0,1D
312.0862905899136,34,0,1D
0.0,35,0,1D
0.0,36,0,1D
0.0,37,0,1D
0.0,38,0,1D
0.0,39,0,1D
441.42746975024295,40,0,1D
441.42746975024295,41,0,1D
441.42746975024295,42,0,1D
441.42746975024295,43,0,1D
441.42746975024295,44,0,1D
0.0,45,0,1D
0.0,46,0,1D
0.0,47,0,1D
0.0,48,0,1D
0.0,49,0,1D
480.52504176291353,50,0,1D
480.52504176291353,51,0,1D
480.52504176291353,52,0,1D
480.52504176291353,53,0,1D
480.52504176291353,54,0,1D
0.0,55,0,1D
0.0,56,0,1D
0.0,57,0,1D
0.0,58,0,1D
0.0,59,0,1D
300.5346446112134,60,0,1D
300.5346446112134,61,0,1D
300.5346446112134,62,0,1D
300.5346446112134,63,0,1D
300.5346446112134,64,0,1D
0.0,65,0,1D
0.0,66,0,1D
0.0,67,0,1D
0.0,68,0,1D
0.0,69,0,1D
417.69953657601025,70,0,1D
417.69953657601025,71,0,1D
417.69953657601025,72,0,1D
417.69953657601025,73,0,1D
417.69953657601025,74,0,1D
0.0,75,0,1D
0.0,76,0,1D
0.0,77,0,1D
0.0,78,0,1D
0.0,79,0,1D
331.19740511975795,80,0,1D
331.19740511975795,81,0,1D
331.19740511975795,82,0,1D
331.19740511975795,83,0,1D
331.19740511975795,84,0,1D
0.0,85,0,1D
0.0,86,0,1D
0.0,87,0,1D
0.0,88,0,1D
0.0,89,0,1D
