Value,Iteration,Seed,Scheduler
3,1,6,1D
7,2,6,1D
8,3,6,1D
11,4,6,1D
15,5,6,1D
16,6,6,1D
20,7,6,1D
22,8,6,1D
22,9,6,1D
0,10,6,1D
1,11,6,1D
2,12,6,1D
4,13,6,1D
4,14,6,1D
5,15,6,1D
6,16,6,1D
9,17,6,1D
10,18,6,1D
11,19,6,1D
0,20,6,1D
3,21,6,1D
4,22,6,1D
7,23,6,1D
9,24,6,1D
13,25,6,1D
16,26,6,1D
18,27,6,1D
18,28,6,1D
20,29,6,1D
0,30,6,1D
3,31,6,1D
3,32,6,1D
9,33,6,1D
9,34,6,1D
11,35,6,1D
13,36,6,1D
14,37,6,1D
14,38,6,1D
14,39,6,1D
0,40,6,1D
7,41,6,1D
7,42,6,1D
9,43,6,1D
12,44,6,1D
15,45,6,1D
15,46,6,1D
16,47,6,1D
17,48,6,1D
19,49,6,1D
0,50,6,1D
3,51,6,1D
4,52,6,1D
4,53,6,1D
7,54,6,1D
9,55,6,1D
12,56,6,1D
12,57,6,1D
17,58,6,1D
19,59,6,1D
0,60,6,1D
2,61,6,1D
4,62,6,1D
6,63,6,1D
8,64,6,1D
13,65,6,1D
16,66,6,1D
19,67,6,1D
22,68,6,1D
24,69,6,1D
0,70,6,1D
1,71,6,1D
4,72,6,1D
6,73,6,1D
6,74,6,1D
9,75,6,1D
12,76,6,1D
13,77,6,1D
15,78,6,1D
20,79,6,1D
0,80,6,1D
2,81,6,1D
3,82,6,1D
5,83,6,1D
9,84,6,1D
13,85,6,1D
13,86,6,1D
15,87,6,1D
19,88,6,1D
22,89,6,1D
0,90,6,1D
3,91,6,1D
6,92,6,1D
7,93,6,1D
11,94,6,1D
12,95,6,1D
17,96,6,1D
20,97,6,1D
21,98,6,1D
24,99,6,1D
0,100,6,1D
0,101,6,1D
1,102,6,1D
6,103,6,1D
8,104,6,1D
9,105,6,1D
9,106,6,1D
14,107,6,1D
14,108,6,1D
15,109,6,1D
0,110,6,1D
1,111,6,1D
4,112,6,1D
6,113,6,1D
7,114,6,1D
9,115,6,1D
11,116,6,1D
12,117,6,1D
13,118,6,1D
14,119,6,1D
0,120,6,1D
0,121,6,1D
1,122,6,1D
3,123,6,1D
8,124,6,1D
8,125,6,1D
10,126,6,1D
13,127,6,1D
16,128,6,1D
17,129,6,1D
0,130,6,1D
0,131,6,1D
1,132,6,1D
9,133,6,1D
12,134,6,1D
13,135,6,1D
17,136,6,1D
19,137,6,1D
21,138,6,1D
22,139,6,1D
0,140,6,1D
2,141,6,1D
4,142,6,1D
4,143,6,1D
4,144,6,1D
5,145,6,1D
9,146,6,1D
13,147,6,1D
15,148,6,1D
17,149,6,1D
0,150,6,1D
5,151,6,1D
9,152,6,1D
10,153,6,1D
12,154,6,1D
13,155,6,1D
13,156,6,1D
15,157,6,1D
16,158,6,1D
19,159,6,1D
0,160,6,1D
1,161,6,1D
3,162,6,1D
5,163,6,1D
8,164,6,1D
9,165,6,1D
10,166,6,1D
11,167,6,1D
15,168,6,1D
19,169,6,1D
0,170,6,1D
2,171,6,1D
6,172,6,1D
8,173,6,1D
13,174,6,1D
16,175,6,1D
17,176,6,1D
17,177,6,1D
19,178,6,1D
19,179,6,1D
0,180,6,1D
1,181,6,1D
3,182,6,1D
5,183,6,1D
7,184,6,1D
9,185,6,1D
12,186,6,1D
12,187,6,1D
12,188,6,1D
13,189,6,1D
0,190,6,1D
0,191,6,1D
3,192,6,1D
4,193,6,1D
7,194,6,1D
9,195,6,1D
14,196,6,1D
15,197,6,1D
18,198,6,1D
23,199,6,1D
0,200,6,1D
3,1,6,4D
7,2,6,4D
8,3,6,4D
11,4,6,4D
15,5,6,4D
16,6,6,4D
20,7,6,4D
22,8,6,4D
22,9,6,4D
0,10,6,4D
1,11,6,4D
2,12,6,4D
4,13,6,4D
4,14,6,4D
5,15,6,4D
6,16,6,4D
9,17,6,4D
10,18,6,4D
11,19,6,4D
0,20,6,4D
3,21,6,4D
4,22,6,4D
7,23,6,4D
9,24,6,4D
13,25,6,4D
16,26,6,4D
18,27,6,4D
18,28,6,4D
20,29,6,4D
0,30,6,4D
3,31,6,4D
3,32,6,4D
9,33,6,4D
9,34,6,4D
11,35,6,4D
13,36,6,4D
14,37,6,4D
14,38,6,4D
14,39,6,4D
0,40,6,4D
7,41,6,4D
7,42,6,4D
9,43,6,4D
12,44,6,4D
15,45,6,4D
15,46,6,4D
16,47,6,4D
17,48,6,4D
19,49,6,4D
0,50,6,4D
3,51,6,4D
4,52,6,4D
4,53,6,4D
7,54,6,4D
9,55,6,4D
12,56,6,4D
12,57,6,4D
17,58,6,4D
19,59,6,4D
0,60,6,4D
2,61,6,4D
4,62,6,4D
6,63,6,4D
8,64,6,4D
13,65,6,4D
16,66,6,4D
19,67,6,4D
22,68,6,4D
24,69,6,4D
0,70,6,4D
1,71,6,4D
4,72,6,4D
6,73,6,4D
6,74,6,4D
9,75,6,4D
12,76,6,4D
13,77,6,4D
15,78,6,4D
20,79,6,4D
0,80,6,4D
2,81,6,4D
3,82,6,4D
5,83,6,4D
9,84,6,4D
13,85,6,4D
13,86,6,4D
15,87,6,4D
19,88,6,4D
22,89,6,4D
0,90,6,4D
3,91,6,4D
6,92,6,4D
7,93,6,4D
11,94,6,4D
12,95,6,4D
17,96,6,4D
20,97,6,4D
21,98,6,4D
24,99,6,4D
0,100,6,4D
0,101,6,4D
1,102,6,4D
6,103,6,4D
8,104,6,4D
9,105,6,4D
9,106,6,4D
14,107,6,4D
14,108,6,4D
15,109,6,4D
0,110,6,4D
1,111,6,4D
4,112,6,4D
6,113,6,4D
7,114,6,4D
9,115,6,4D
11,116,6,4D
12,117,6,4D
13,118,6,4D
14,119,6,4D
0,120,6,4D
0,121,6,4D
1,122,6,4D
3,123,6,4D
8,124,6,4D
8,125,6,4D
10,126,6,4D
13,127,6,4D
16,128,6,4D
17,129,6,4D
0,130,6,4D
0,131,6,4D
1,132,6,4D
9,133,6,4D
12,134,6,4D
13,135,6,4D
17,136,6,4D
19,137,6,4D
21,138,6,4D
22,139,6,4D
0,140,6,4D
2,141,6,4D
4,142,6,4D
4,143,6,4D
4,144,6,4D
5,145,6,4D
9,146,6,4D
13,147,6,4D
15,148,6,4D
17,149,6,4D
0,150,6,4D
5,151,6,4D
9,152,6,4D
10,153,6,4D
12,154,6,4D
13,155,6,4D
13,156,6,4D
15,157,6,4D
16,158,6,4D
19,159,6,4D
0,160,6,4D
1,161,6,4D
3,162,6,4D
5,163,6,4D
8,164,6,4D
9,165,6,4D
10,166,6,4D
11,167,6,4D
15,168,6,4D
19,169,6,4D
0,170,6,4D
2,171,6,4D
6,172,6,4D
8,173,6,4D
13,174,6,4D
16,175,6,4D
17,176,6,4D
17,177,6,4D
19,178,6,4D
19,179,6,4D
0,180,6,4D
1,181,6,4D
3,182,6,4D
5,183,6,4D
7,184,6,4D
9,185,6,4D
12,186,6,4D
12,187,6,4D
12,188,6,4D
13,189,6,4D
0,190,6,4D
0,191,6,4D
3,192,6,4D
4,193,6,4D
7,194,6,4D
9,195,6,4D
14,196,6,4D
15,197,6,4D
18,198,6,4D
23,199,6,4D
0,200,6,4D
0,1,6,Defult
0,2,6,Defult
0,3,6,Defult
0,4,6,Defult
0,5,6,Defult
0,6,6,Defult
0,7,6,Defult
0,8,6,Defult
0,9,6,Defult
0,10,6,Defult
0,11,6,Defult
0,12,6,Defult
0,13,6,Defult
0,14,6,Defult
0,15,6,Defult
0,16,6,Defult
0,17,6,Defult
0,18,6,Defult
0,19,6,Defult
0,20,6,Defult
0,21,6,Defult
0,22,6,Defult
0,23,6,Defult
0,24,6,Defult
0,25,6,Defult
0,26,6,Defult
0,27,6,Defult
0,28,6,Defult
0,29,6,Defult
0,30,6,Defult
0,31,6,Defult
0,32,6,Defult
0,33,6,Defult
0,34,6,Defult
0,35,6,Defult
0,36,6,Defult
0,37,6,Defult
0,38,6,Defult
0,39,6,Defult
0,40,6,Defult
0,41,6,Defult
0,42,6,Defult
0,43,6,Defult
0,44,6,Defult
0,45,6,Defult
0,46,6,Defult
0,47,6,Defult
0,48,6,Defult
0,49,6,Defult
0,50,6,Defult
0,51,6,Defult
0,52,6,Defult
0,53,6,Defult
0,54,6,Defult
0,55,6,Defult
0,56,6,Defult
0,57,6,Defult
0,58,6,Defult
0,59,6,Defult
0,60,6,Defult
0,61,6,Defult
0,62,6,Defult
0,63,6,Defult
0,64,6,Defult
0,65,6,Defult
0,66,6,Defult
0,67,6,Defult
0,68,6,Defult
0,69,6,Defult
0,70,6,Defult
0,71,6,Defult
0,72,6,Defult
0,73,6,Defult
0,74,6,Defult
0,75,6,Defult
0,76,6,Defult
0,77,6,Defult
0,78,6,Defult
0,79,6,Defult
0,80,6,Defult
0,81,6,Defult
0,82,6,Defult
0,83,6,Defult
0,84,6,Defult
0,85,6,Defult
0,86,6,Defult
0,87,6,Defult
0,88,6,Defult
0,89,6,Defult
0,90,6,Defult
0,91,6,Defult
0,92,6,Defult
0,93,6,Defult
0,94,6,Defult
0,95,6,Defult
0,96,6,Defult
0,97,6,Defult
0,98,6,Defult
0,99,6,Defult
0,100,6,Defult
0,101,6,Defult
0,102,6,Defult
0,103,6,Defult
0,104,6,Defult
0,105,6,Defult
0,106,6,Defult
0,107,6,Defult
0,108,6,Defult
0,109,6,Defult
0,110,6,Defult
0,111,6,Defult
0,112,6,Defult
0,113,6,Defult
0,114,6,Defult
0,115,6,Defult
0,116,6,Defult
0,117,6,Defult
0,118,6,Defult
0,119,6,Defult
0,120,6,Defult
0,121,6,Defult
0,122,6,Defult
0,123,6,Defult
0,124,6,Defult
0,125,6,Defult
0,126,6,Defult
0,127,6,Defult
0,128,6,Defult
0,129,6,Defult
0,130,6,Defult
0,131,6,Defult
0,132,6,Defult
0,133,6,Defult
0,134,6,Defult
0,135,6,Defult
0,136,6,Defult
0,137,6,Defult
0,138,6,Defult
0,139,6,Defult
0,140,6,Defult
0,141,6,Defult
0,142,6,Defult
0,143,6,Defult
0,144,6,Defult
0,145,6,Defult
0,146,6,Defult
0,147,6,Defult
0,148,6,Defult
0,149,6,Defult
0,150,6,Defult
0,151,6,Defult
0,152,6,Defult
0,153,6,Defult
0,154,6,Defult
0,155,6,Defult
0,156,6,Defult
0,157,6,Defult
0,158,6,Defult
0,159,6,Defult
0,160,6,Defult
0,161,6,Defult
0,162,6,Defult
0,163,6,Defult
0,164,6,Defult
0,165,6,Defult
0,166,6,Defult
0,167,6,Defult
0,168,6,Defult
0,169,6,Defult
0,170,6,Defult
0,171,6,Defult
0,172,6,Defult
0,173,6,Defult
0,174,6,Defult
0,175,6,Defult
0,176,6,Defult
0,177,6,Defult
0,178,6,Defult
0,179,6,Defult
0,180,6,Defult
0,181,6,Defult
0,182,6,Defult
0,183,6,Defult
0,184,6,Defult
0,185,6,Defult
0,186,6,Defult
0,187,6,Defult
0,188,6,Defult
0,189,6,Defult
0,190,6,Defult
0,191,6,Defult
0,192,6,Defult
0,193,6,Defult
0,194,6,Defult
0,195,6,Defult
0,196,6,Defult
0,197,6,Defult
0,198,6,Defult
0,199,6,Defult
0,200,6,Defult
