Value,Iteration,Seed,Scheduler
2,1,29,1D
3,2,29,1D
6,3,29,1D
7,4,29,1D
10,5,29,1D
10,6,29,1D
14,7,29,1D
15,8,29,1D
18,9,29,1D
0,10,29,1D
0,11,29,1D
3,12,29,1D
3,13,29,1D
7,14,29,1D
9,15,29,1D
10,16,29,1D
11,17,29,1D
13,18,29,1D
13,19,29,1D
0,20,29,1D
0,21,29,1D
3,22,29,1D
6,23,29,1D
7,24,29,1D
13,25,29,1D
15,26,29,1D
19,27,29,1D
22,28,29,1D
24,29,29,1D
0,30,29,1D
2,31,29,1D
4,32,29,1D
7,33,29,1D
8,34,29,1D
9,35,29,1D
10,36,29,1D
11,37,29,1D
12,38,29,1D
12,39,29,1D
0,40,29,1D
1,41,29,1D
4,42,29,1D
9,43,29,1D
11,44,29,1D
14,45,29,1D
16,46,29,1D
17,47,29,1D
18,48,29,1D
20,49,29,1D
0,50,29,1D
0,51,29,1D
2,52,29,1D
2,53,29,1D
4,54,29,1D
6,55,29,1D
9,56,29,1D
11,57,29,1D
13,58,29,1D
17,59,29,1D
0,60,29,1D
1,61,29,1D
7,62,29,1D
9,63,29,1D
11,64,29,1D
17,65,29,1D
17,66,29,1D
19,67,29,1D
20,68,29,1D
24,69,29,1D
0,70,29,1D
0,71,29,1D
4,72,29,1D
6,73,29,1D
6,74,29,1D
7,75,29,1D
11,76,29,1D
12,77,29,1D
12,78,29,1D
14,79,29,1D
0,80,29,1D
2,81,29,1D
7,82,29,1D
10,83,29,1D
12,84,29,1D
13,85,29,1D
15,86,29,1D
23,87,29,1D
24,88,29,1D
27,89,29,1D
0,90,29,1D
2,91,29,1D
4,92,29,1D
7,93,29,1D
11,94,29,1D
13,95,29,1D
15,96,29,1D
18,97,29,1D
23,98,29,1D
26,99,29,1D
0,100,29,1D
2,101,29,1D
3,102,29,1D
7,103,29,1D
7,104,29,1D
11,105,29,1D
13,106,29,1D
13,107,29,1D
15,108,29,1D
18,109,29,1D
0,110,29,1D
5,111,29,1D
7,112,29,1D
9,113,29,1D
9,114,29,1D
11,115,29,1D
11,116,29,1D
13,117,29,1D
14,118,29,1D
14,119,29,1D
0,120,29,1D
0,121,29,1D
4,122,29,1D
9,123,29,1D
9,124,29,1D
11,125,29,1D
13,126,29,1D
15,127,29,1D
15,128,29,1D
18,129,29,1D
0,130,29,1D
1,131,29,1D
2,132,29,1D
2,133,29,1D
4,134,29,1D
6,135,29,1D
9,136,29,1D
10,137,29,1D
11,138,29,1D
16,139,29,1D
0,140,29,1D
0,141,29,1D
4,142,29,1D
8,143,29,1D
9,144,29,1D
12,145,29,1D
13,146,29,1D
13,147,29,1D
14,148,29,1D
15,149,29,1D
0,150,29,1D
3,151,29,1D
3,152,29,1D
5,153,29,1D
7,154,29,1D
8,155,29,1D
12,156,29,1D
13,157,29,1D
16,158,29,1D
17,159,29,1D
0,160,29,1D
0,161,29,1D
2,162,29,1D
3,163,29,1D
3,164,29,1D
3,165,29,1D
6,166,29,1D
7,167,29,1D
10,168,29,1D
10,169,29,1D
0,170,29,1D
2,171,29,1D
4,172,29,1D
5,173,29,1D
7,174,29,1D
8,175,29,1D
9,176,29,1D
11,177,29,1D
14,178,29,1D
15,179,29,1D
0,180,29,1D
2,181,29,1D
2,182,29,1D
3,183,29,1D
6,184,29,1D
8,185,29,1D
11,186,29,1D
15,187,29,1D
16,188,29,1D
24,189,29,1D
0,190,29,1D
2,191,29,1D
2,192,29,1D
5,193,29,1D
5,194,29,1D
6,195,29,1D
9,196,29,1D
12,197,29,1D
17,198,29,1D
18,199,29,1D
0,200,29,1D
2,1,29,4D
3,2,29,4D
6,3,29,4D
7,4,29,4D
10,5,29,4D
10,6,29,4D
14,7,29,4D
15,8,29,4D
18,9,29,4D
0,10,29,4D
0,11,29,4D
3,12,29,4D
3,13,29,4D
7,14,29,4D
9,15,29,4D
10,16,29,4D
11,17,29,4D
13,18,29,4D
13,19,29,4D
0,20,29,4D
0,21,29,4D
3,22,29,4D
6,23,29,4D
7,24,29,4D
13,25,29,4D
15,26,29,4D
19,27,29,4D
22,28,29,4D
24,29,29,4D
0,30,29,4D
2,31,29,4D
4,32,29,4D
7,33,29,4D
8,34,29,4D
9,35,29,4D
10,36,29,4D
11,37,29,4D
12,38,29,4D
12,39,29,4D
0,40,29,4D
1,41,29,4D
4,42,29,4D
9,43,29,4D
11,44,29,4D
14,45,29,4D
16,46,29,4D
17,47,29,4D
18,48,29,4D
20,49,29,4D
0,50,29,4D
0,51,29,4D
2,52,29,4D
2,53,29,4D
4,54,29,4D
6,55,29,4D
9,56,29,4D
11,57,29,4D
13,58,29,4D
17,59,29,4D
0,60,29,4D
1,61,29,4D
7,62,29,4D
9,63,29,4D
11,64,29,4D
17,65,29,4D
17,66,29,4D
19,67,29,4D
20,68,29,4D
24,69,29,4D
0,70,29,4D
0,71,29,4D
4,72,29,4D
6,73,29,4D
6,74,29,4D
7,75,29,4D
11,76,29,4D
12,77,29,4D
12,78,29,4D
14,79,29,4D
0,80,29,4D
2,81,29,4D
7,82,29,4D
10,83,29,4D
12,84,29,4D
13,85,29,4D
15,86,29,4D
23,87,29,4D
24,88,29,4D
27,89,29,4D
0,90,29,4D
2,91,29,4D
4,92,29,4D
7,93,29,4D
11,94,29,4D
13,95,29,4D
15,96,29,4D
18,97,29,4D
23,98,29,4D
26,99,29,4D
0,100,29,4D
2,101,29,4D
3,102,29,4D
7,103,29,4D
7,104,29,4D
11,105,29,4D
13,106,29,4D
13,107,29,4D
15,108,29,4D
18,109,29,4D
0,110,29,4D
5,111,29,4D
7,112,29,4D
9,113,29,4D
9,114,29,4D
11,115,29,4D
11,116,29,4D
13,117,29,4D
14,118,29,4D
14,119,29,4D
0,120,29,4D
0,121,29,4D
4,122,29,4D
9,123,29,4D
9,124,29,4D
11,125,29,4D
13,126,29,4D
15,127,29,4D
15,128,29,4D
18,129,29,4D
0,130,29,4D
1,131,29,4D
2,132,29,4D
2,133,29,4D
4,134,29,4D
6,135,29,4D
9,136,29,4D
10,137,29,4D
11,138,29,4D
16,139,29,4D
0,140,29,4D
0,141,29,4D
4,142,29,4D
8,143,29,4D
9,144,29,4D
12,145,29,4D
13,146,29,4D
