Iteration,Average_Value
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,1456.5333333333333
11,1456.5333333333333
12,1456.5333333333333
13,1456.5333333333333
14,1456.5333333333333
15,960.3333333333334
16,960.3333333333334
17,960.3333333333334
18,960.3333333333334
19,960.3333333333334
20,1530.3
21,1530.3
22,1530.3
23,1530.3
24,1530.3
25,1058.6
26,1058.6
27,1058.6
28,1058.6
29,1058.6
30,1605.7
31,1605.7
32,1605.7
33,1605.7
34,1605.7
35,1125.6
36,1125.6
37,1125.6
38,1125.6
39,1125.6
40,1608.7666666666667
41,1608.7666666666667
42,1608.7666666666667
43,1608.7666666666667
44,1608.7666666666667
45,1147.9333333333334
46,1147.9333333333334
47,1147.9333333333334
48,1147.9333333333334
49,1147.9333333333334
50,1647.9
51,1647.9
52,1647.9
53,1647.9
54,1647.9
55,1188.1333333333334
56,1188.1333333333334
57,1188.1333333333334
58,1188.1333333333334
59,1188.1333333333334
60,1615.8
61,1615.8
62,1615.8
63,1615.8
64,1615.8
65,1197.0666666666666
66,1197.0666666666666
67,1197.0666666666666
68,1197.0666666666666
69,1197.0666666666666
70,1706.1
71,1706.1
72,1706.1
73,1706.1
74,1706.1
75,1219.4
76,1219.4
77,1219.4
78,1219.4
79,1219.4
80,1769.8
81,1769.8
82,1769.8
83,1769.8
84,1769.8
85,1250.6666666666667
86,1250.6666666666667
87,1250.6666666666667
88,1250.6666666666667
89,1250.6666666666667
90,1706.8666666666666
91,1706.8666666666666
92,1706.8666666666666
93,1706.8666666666666
94,1706.8666666666666
95,1259.6
96,1259.6
97,1259.6
98,1259.6
99,1259.6
100,1761.6333333333334
101,1761.6333333333334
102,1761.6333333333334
103,1761.6333333333334
104,1761.6333333333334
105,1268.5333333333333
106,1268.5333333333333
107,1268.5333333333333
108,1268.5333333333333
109,1268.5333333333333
110,1782.2666666666667
111,1782.2666666666667
112,1782.2666666666667
113,1782.2666666666667
114,1782.2666666666667
115,1299.8
116,1299.8
117,1299.8
118,1299.8
119,1299.8
120,1794.1666666666667
121,1794.1666666666667
122,1794.1666666666667
123,1794.1666666666667
124,1794.1666666666667
125,1313.2
126,1313.2
127,1313.2
128,1313.2
129,1313.2
130,1768.7666666666667
131,1768.7666666666667
132,1768.7666666666667
133,1768.7666666666667
134,1768.7666666666667
135,1313.2
136,1313.2
137,1313.2
138,1313.2
139,1313.2
140,1805.2
141,1805.2
142,1805.2
143,1805.2
144,1805.2
145,1313.2
146,1313.2
147,1313.2
148,1313.2
149,1313.2
150,1811.3333333333333
151,1811.3333333333333
152,1811.3333333333333
153,1811.3333333333333
154,1811.3333333333333
155,1322.1333333333334
156,1322.1333333333334
157,1322.1333333333334
158,1322.1333333333334
159,1322.1333333333334
160,1800.2666666666667
161,1800.2666666666667
162,1800.2666666666667
163,1800.2666666666667
164,1800.2666666666667
165,1331.0666666666666
166,1331.0666666666666
167,1331.0666666666666
168,1331.0666666666666
169,1331.0666666666666
170,1835.4666666666667
171,1835.4666666666667
172,1835.4666666666667
173,1835.4666666666667
174,1835.4666666666667
175,1340.0
176,1340.0
177,1340.0
178,1340.0
179,1340.0
180,1784.7333333333333
181,1784.7333333333333
182,1784.7333333333333
183,1784.7333333333333
184,1784.7333333333333
185,1340.0
186,1340.0
187,1340.0
188,1340.0
189,1340.0
190,1807.5333333333333
191,1807.5333333333333
192,1807.5333333333333
193,1807.5333333333333
194,1807.5333333333333
195,1344.4666666666667
196,1344.4666666666667
197,1344.4666666666667
198,1344.4666666666667
199,1344.4666666666667
200,1794.3666666666666
