Iteration,Average_Value
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,1522.8666666666666
11,1522.8666666666666
12,1522.8666666666666
13,1522.8666666666666
14,1522.8666666666666
15,1018.4
16,1018.4
17,1018.4
18,1018.4
19,1018.4
20,1626.0333333333333
21,1626.0333333333333
22,1626.0333333333333
23,1626.0333333333333
24,1626.0333333333333
25,1134.5333333333333
26,1134.5333333333333
27,1134.5333333333333
28,1134.5333333333333
29,1134.5333333333333
30,1687.7666666666667
31,1687.7666666666667
32,1687.7666666666667
33,1687.7666666666667
34,1687.7666666666667
35,1201.5333333333333
36,1201.5333333333333
37,1201.5333333333333
38,1201.5333333333333
39,1201.5333333333333
40,1724.2
41,1724.2
42,1724.2
43,1724.2
44,1724.2
45,1241.7333333333333
46,1241.7333333333333
47,1241.7333333333333
48,1241.7333333333333
49,1241.7333333333333
50,1732.7333333333333
51,1732.7333333333333
52,1732.7333333333333
53,1732.7333333333333
54,1732.7333333333333
55,1268.5333333333333
56,1268.5333333333333
57,1268.5333333333333
58,1268.5333333333333
59,1268.5333333333333
60,1715.3
61,1715.3
62,1715.3
63,1715.3
64,1715.3
65,1277.4666666666667
66,1277.4666666666667
67,1277.4666666666667
68,1277.4666666666667
69,1277.4666666666667
70,1824.6
71,1824.6
72,1824.6
73,1824.6
74,1824.6
75,1304.2666666666667
76,1304.2666666666667
77,1304.2666666666667
78,1304.2666666666667
79,1304.2666666666667
80,1832.9333333333334
81,1832.9333333333334
82,1832.9333333333334
83,1832.9333333333334
84,1832.9333333333334
85,1317.6666666666667
86,1317.6666666666667
87,1317.6666666666667
88,1317.6666666666667
89,1317.6666666666667
90,1809.8
91,1809.8
92,1809.8
93,1809.8
94,1809.8
95,1340.0
96,1340.0
97,1340.0
98,1340.0
99,1340.0
100,1849.6333333333334
101,1849.6333333333334
102,1849.6333333333334
103,1849.6333333333334
104,1849.6333333333334
105,1348.9333333333334
106,1348.9333333333334
107,1348.9333333333334
108,1348.9333333333334
109,1348.9333333333334
110,1868.8
111,1868.8
112,1868.8
113,1868.8
114,1868.8
115,1375.7333333333333
116,1375.7333333333333
117,1375.7333333333333
118,1375.7333333333333
119,1375.7333333333333
120,1879.2333333333333
121,1879.2333333333333
122,1879.2333333333333
123,1879.2333333333333
124,1879.2333333333333
125,1384.6666666666667
126,1384.6666666666667
127,1384.6666666666667
128,1384.6666666666667
129,1384.6666666666667
130,1864.5333333333333
131,1864.5333333333333
132,1864.5333333333333
133,1864.5333333333333
134,1864.5333333333333
135,1393.6
136,1393.6
137,1393.6
138,1393.6
139,1393.6
140,1885.9666666666667
141,1885.9666666666667
142,1885.9666666666667
143,1885.9666666666667
144,1885.9666666666667
145,1393.6
146,1393.6
147,1393.6
148,1393.6
149,1393.6
150,1916.6666666666667
151,1916.6666666666667
152,1916.6666666666667
153,1916.6666666666667
154,1916.6666666666667
155,1407.0
156,1407.0
157,1407.0
158,1407.0
159,1407.0
160,1901.5333333333333
161,1901.5333333333333
162,1901.5333333333333
163,1901.5333333333333
164,1901.5333333333333
165,1420.4
166,1420.4
167,1420.4
168,1420.4
169,1420.4
170,1939.0333333333333
171,1939.0333333333333
172,1939.0333333333333
173,1939.0333333333333
174,1939.0333333333333
175,1420.4
176,1420.4
177,1420.4
178,1420.4
179,1420.4
180,1876.3
181,1876.3
182,1876.3
183,1876.3
184,1876.3
185,1420.4
186,1420.4
187,1420.4
188,1420.4
189,1420.4
190,1903.4
191,1903.4
192,1903.4
193,1903.4
194,1903.4
195,1429.3333333333333
196,1429.3333333333333
197,1429.3333333333333
198,1429.3333333333333
199,1429.3333333333333
200,1891.5
