Iteration,Average_Value
1,2.2
2,4.033333333333333
3,6.233333333333333
4,7.866666666666666
5,10.0
6,11.666666666666666
7,13.733333333333333
8,16.066666666666666
9,18.333333333333332
10,0.0
11,1.9
12,4.3
13,6.166666666666667
14,8.466666666666667
15,10.233333333333333
16,12.566666666666666
17,14.533333333333333
18,16.833333333333332
19,18.566666666666666
20,0.0
21,2.066666666666667
22,4.166666666666667
23,5.633333333333334
24,7.766666666666667
25,9.833333333333334
26,11.933333333333334
27,14.033333333333333
28,15.766666666666667
29,17.833333333333332
30,0.0
31,1.9666666666666666
32,4.033333333333333
33,6.166666666666667
34,8.0
35,10.133333333333333
36,12.366666666666667
37,14.133333333333333
38,15.933333333333334
39,17.866666666666667
40,0.0
41,2.066666666666667
42,3.7
43,5.633333333333334
44,7.766666666666667
45,9.433333333333334
46,11.166666666666666
47,13.233333333333333
48,15.366666666666667
49,16.966666666666665
50,0.0
51,2.2
52,3.6
53,5.3
54,7.466666666666667
55,9.1
56,11.033333333333333
57,12.533333333333333
58,14.633333333333333
59,16.2
60,0.0
61,1.7333333333333334
62,3.933333333333333
63,6.0
64,7.966666666666667
65,10.533333333333333
66,12.633333333333333
67,14.9
68,16.966666666666665
69,18.733333333333334
70,0.0
71,1.9
72,4.2
73,6.4
74,8.533333333333333
75,10.6
76,12.933333333333334
77,15.1
78,17.466666666666665
79,19.833333333333332
80,0.0
81,2.3
82,4.233333333333333
83,6.4
84,8.1
85,10.0
86,11.8
87,13.966666666666667
88,15.666666666666666
89,17.866666666666667
90,0.0
91,1.9333333333333333
92,4.2
93,6.2
94,8.4
95,10.033333333333333
96,12.266666666666667
97,14.066666666666666
98,16.233333333333334
99,18.666666666666668
100,0.0
101,2.0
102,3.966666666666667
103,6.433333333333334
104,8.366666666666667
105,10.6
106,13.066666666666666
107,15.066666666666666
108,17.2
109,19.0
110,0.0
111,2.0
112,3.933333333333333
113,5.966666666666667
114,8.1
115,10.166666666666666
116,12.133333333333333
117,14.133333333333333
118,16.166666666666668
119,18.3
120,0.0
121,1.7333333333333334
122,3.7333333333333334
123,5.733333333333333
124,7.533333333333333
125,9.4
126,10.933333333333334
127,12.9
128,14.6
129,16.6
130,0.0
131,1.9333333333333333
132,3.7
133,5.7
134,7.9
135,9.833333333333334
136,12.166666666666666
137,14.066666666666666
138,15.733333333333333
139,17.466666666666665
140,0.0
141,1.8333333333333333
142,3.933333333333333
143,5.6
144,7.866666666666666
145,10.433333333333334
146,12.133333333333333
147,14.033333333333333
148,16.4
149,18.866666666666667
150,0.0
151,2.4
152,4.3
153,6.5
154,8.366666666666667
155,10.366666666666667
156,11.933333333333334
157,13.766666666666667
158,15.833333333333334
159,17.566666666666666
160,0.0
161,1.8666666666666667
162,4.133333333333334
163,5.933333333333334
164,8.2
165,9.966666666666667
166,12.333333333333334
167,14.366666666666667
168,16.866666666666667
169,18.733333333333334
170,0.0
171,2.466666666666667
172,4.4
173,6.766666666666667
174,8.433333333333334
175,9.9
176,11.833333333333334
177,13.366666666666667
178,15.1
179,16.733333333333334
180,0.0
181,1.8
182,3.7333333333333334
183,5.766666666666667
184,7.966666666666667
185,10.0
186,12.1
187,13.866666666666667
188,15.7
189,17.533333333333335
190,0.0
191,1.3666666666666667
192,2.966666666666667
193,4.833333333333333
194,7.066666666666666
195,9.433333333333334
196,11.6
197,13.533333333333333
198,15.733333333333333
199,17.466666666666665
200,0.0
