Iteration,Average_Value
1,399.6
2,731.9333333333333
3,1129.6666666666667
4,1423.1666666666667
5,1810.1666666666667
6,1874.0333333333333
7,1956.4
8,2036.4333333333334
9,2142.4
10,2216.133333333333
11,2274.766666666667
12,2364.133333333333
13,2391.766666666667
14,2428.4333333333334
15,2411.4666666666667
16,2453.9333333333334
17,2446.6666666666665
18,2470.5333333333333
19,2442.9666666666667
20,2437.7
21,2437.633333333333
22,2450.1
23,2423.133333333333
24,2455.133333333333
25,2485.5333333333333
26,2516.133333333333
27,2534.233333333333
28,2544.9333333333334
29,2551.4333333333334
30,2546.3333333333335
31,2543.1666666666665
32,2542.9666666666667
33,2568.366666666667
34,2562.9333333333334
35,2571.0333333333333
36,2593.7
37,2591.633333333333
38,2591.1666666666665
39,2603.0666666666666
40,2603.7
41,2598.133333333333
42,2590.9666666666667
43,2601.4666666666667
44,2633.3
45,2628.6666666666665
46,2619.4
47,2646.8
48,2652.8
49,2625.9333333333334
50,2644.766666666667
51,2666.6
52,2633.3
53,2613.1
54,2636.6666666666665
55,2618.733333333333
56,2605.7
57,2614.4666666666667
58,2639.1
59,2614.2
60,2625.5333333333333
61,2621.3333333333335
62,2655.1
63,2652.0333333333333
64,2671.4
65,2706.0333333333333
66,2748.266666666667
67,2766.5
68,2776.8333333333335
69,2766.733333333333
70,2746.8333333333335
71,2741.4
72,2739.5666666666666
73,2743.9
74,2760.5
75,2754.7
76,2771.4
77,2775.8
78,2785.4666666666667
79,2797.7
80,2797.5
81,2799.4666666666667
82,2825.233333333333
83,2833.6
84,2798.4
85,2795.366666666667
86,2771.0
87,2793.0333333333333
88,2770.0333333333333
89,2798.133333333333
90,2794.266666666667
91,2803.866666666667
92,2811.4666666666667
93,2824.733333333333
94,2825.5333333333333
95,2817.6666666666665
96,2836.0666666666666
97,2815.9
98,2843.6
99,2855.9666666666667
100,2865.9666666666667
101,2855.266666666667
102,2864.5666666666666
103,2888.9
104,2862.6666666666665
105,2879.3
106,2899.6666666666665
107,2906.3
108,2893.3
109,2885.633333333333
110,2865.4333333333334
111,2848.1666666666665
112,2842.3333333333335
113,2848.5666666666666
114,2863.8333333333335
115,2882.9666666666667
116,2884.9666666666667
117,2893.366666666667
118,2895.9666666666667
119,2898.1
120,2890.766666666667
121,2882.8333333333335
122,2882.9333333333334
123,2880.6
124,2862.366666666667
125,2864.7
126,2856.4666666666667
127,2855.0
128,2842.4
129,2854.1666666666665
130,2880.4666666666667
131,2902.6
132,2892.133333333333
133,2907.4
134,2916.9666666666667
135,2892.5666666666666
136,2913.0
137,2925.8333333333335
138,2909.4333333333334
139,2885.266666666667
140,2904.233333333333
141,2881.4666666666667
142,2886.5333333333333
143,2887.233333333333
144,2915.233333333333
145,2928.6
146,2921.133333333333
147,2926.866666666667
148,2962.9
149,2973.0
150,2957.6666666666665
151,3019.633333333333
152,3033.5333333333333
153,3030.0666666666666
154,3008.0
155,3001.8
156,2961.6666666666665
157,2958.6
158,2952.0333333333333
159,2946.1666666666665
160,2951.4666666666667
161,2965.2
162,2984.9666666666667
163,2974.4
164,2998.1
165,2979.633333333333
166,3003.5333333333333
167,3004.1
168,3039.4666666666667
169,3022.233333333333
170,3045.633333333333
171,3064.5
172,3058.733333333333
173,3052.4
174,3045.133333333333
175,3007.266666666667
176,2983.766666666667
177,2963.9333333333334
178,2930.733333333333
179,2926.9333333333334
180,2953.5333333333333
181,2947.5666666666666
182,2966.1666666666665
183,2982.233333333333
184,3009.7
185,3010.766666666667
186,3022.8
187,3014.1
188,3004.3333333333335
189,2988.6666666666665
190,3004.766666666667
191,2971.7
192,2965.3333333333335
193,2969.866666666667
194,2988.0333333333333
195,2988.0333333333333
196,3021.4
197,3033.5666666666666
198,3049.866666666667
199,3034.8333333333335
200,2999.8333333333335
