Time_Step,Energy_Consumed
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,1355
11,1355
12,1355
13,1355
14,1355
15,938
16,938
17,938
18,938
19,938
20,1962
21,1962
22,1962
23,1962
24,1962
25,1340
26,1340
27,1340
28,1340
29,1340
30,1793
31,1793
32,1793
33,1793
34,1793
35,1340
36,1340
37,1340
38,1340
39,1340
40,1818
41,1818
42,1818
43,1818
44,1818
45,1340
46,1340
47,1340
48,1340
49,1340
50,1701
51,1701
52,1701
53,1701
54,1701
55,1340
56,1340
57,1340
58,1340
59,1340
60,1689
61,1689
62,1689
63,1689
64,1689
65,1340
66,1340
67,1340
68,1340
69,1340
70,2013
71,2013
72,2013
73,2013
74,2013
75,1340
76,1340
77,1340
78,1340
79,1340
80,1939
81,1939
82,1939
83,1939
84,1939
85,1340
86,1340
87,1340
88,1340
89,1340
90,1683
91,1683
92,1683
93,1683
94,1683
95,1340
96,1340
97,1340
98,1340
99,1340
100,1805
101,1805
102,1805
103,1805
104,1805
105,1340
106,1340
107,1340
108,1340
109,1340
110,1830
111,1830
112,1830
113,1830
114,1830
115,1340
116,1340
117,1340
118,1340
119,1340
120,1726
121,1726
122,1726
123,1726
124,1726
125,1340
126,1340
127,1340
128,1340
129,1340
130,1849
131,1849
132,1849
133,1849
134,1849
135,1340
136,1340
137,1340
138,1340
139,1340
140,1894
141,1894
142,1894
143,1894
144,1894
145,1340
146,1340
147,1340
148,1340
149,1340
150,1714
151,1714
152,1714
153,1714
154,1714
155,1340
156,1340
157,1340
158,1340
159,1340
160,1763
161,1763
162,1763
163,1763
164,1763
165,1340
166,1340
167,1340
168,1340
169,1340
170,1790
171,1790
172,1790
173,1790
174,1790
175,1340
176,1340
177,1340
178,1340
179,1340
180,1755
181,1755
182,1755
183,1755
184,1755
185,1340
186,1340
187,1340
188,1340
189,1340
190,1729
191,1729
192,1729
193,1729
194,1729
195,1340
196,1340
197,1340
198,1340
199,1340
200,1985
