Value,Iteration,Seed,Scheduler
1,1,10,1D
3,2,10,1D
6,3,10,1D
7,4,10,1D
10,5,10,1D
14,6,10,1D
19,7,10,1D
19,8,10,1D
23,9,10,1D
0,10,10,1D
3,11,10,1D
4,12,10,1D
5,13,10,1D
8,14,10,1D
11,15,10,1D
14,16,10,1D
18,17,10,1D
21,18,10,1D
24,19,10,1D
0,20,10,1D
3,21,10,1D
4,22,10,1D
8,23,10,1D
8,24,10,1D
11,25,10,1D
12,26,10,1D
13,27,10,1D
16,28,10,1D
18,29,10,1D
0,30,10,1D
1,31,10,1D
1,32,10,1D
1,33,10,1D
2,34,10,1D
2,35,10,1D
5,36,10,1D
6,37,10,1D
8,38,10,1D
14,39,10,1D
0,40,10,1D
1,41,10,1D
3,42,10,1D
4,43,10,1D
6,44,10,1D
7,45,10,1D
9,46,10,1D
12,47,10,1D
13,48,10,1D
15,49,10,1D
0,50,10,1D
3,51,10,1D
4,52,10,1D
6,53,10,1D
7,54,10,1D
9,55,10,1D
11,56,10,1D
12,57,10,1D
16,58,10,1D
16,59,10,1D
0,60,10,1D
0,61,10,1D
2,62,10,1D
3,63,10,1D
6,64,10,1D
11,65,10,1D
14,66,10,1D
16,67,10,1D
20,68,10,1D
21,69,10,1D
0,70,10,1D
2,71,10,1D
6,72,10,1D
10,73,10,1D
11,74,10,1D
12,75,10,1D
14,76,10,1D
18,77,10,1D
24,78,10,1D
27,79,10,1D
0,80,10,1D
3,81,10,1D
4,82,10,1D
6,83,10,1D
8,84,10,1D
10,85,10,1D
11,86,10,1D
12,87,10,1D
14,88,10,1D
15,89,10,1D
0,90,10,1D
1,91,10,1D
2,92,10,1D
3,93,10,1D
5,94,10,1D
7,95,10,1D
9,96,10,1D
9,97,10,1D
11,98,10,1D
11,99,10,1D
0,100,10,1D
2,101,10,1D
4,102,10,1D
4,103,10,1D
5,104,10,1D
7,105,10,1D
8,106,10,1D
10,107,10,1D
15,108,10,1D
17,109,10,1D
0,110,10,1D
0,111,10,1D
0,112,10,1D
3,113,10,1D
3,114,10,1D
5,115,10,1D
7,116,10,1D
9,117,10,1D
11,118,10,1D
14,119,10,1D
0,120,10,1D
2,121,10,1D
5,122,10,1D
6,123,10,1D
7,124,10,1D
11,125,10,1D
14,126,10,1D
15,127,10,1D
16,128,10,1D
20,129,10,1D
0,130,10,1D
3,131,10,1D
6,132,10,1D
7,133,10,1D
9,134,10,1D
16,135,10,1D
18,136,10,1D
19,137,10,1D
20,138,10,1D
20,139,10,1D
0,140,10,1D
0,141,10,1D
2,142,10,1D
6,143,10,1D
9,144,10,1D
10,145,10,1D
13,146,10,1D
18,147,10,1D
21,148,10,1D
22,149,10,1D
0,150,10,1D
0,151,10,1D
0,152,10,1D
4,153,10,1D
4,154,10,1D
9,155,10,1D
10,156,10,1D
11,157,10,1D
