Value,Iteration,Seed,Scheduler
2,1,1,1D
4,2,1,1D
8,3,1,1D
9,4,1,1D
9,5,1,1D
9,6,1,1D
11,7,1,1D
13,8,1,1D
15,9,1,1D
0,10,1,1D
2,11,1,1D
2,12,1,1D
5,13,1,1D
7,14,1,1D
10,15,1,1D
10,16,1,1D
12,17,1,1D
14,18,1,1D
17,19,1,1D
0,20,1,1D
4,21,1,1D
5,22,1,1D
10,23,1,1D
15,24,1,1D
19,25,1,1D
23,26,1,1D
25,27,1,1D
26,28,1,1D
32,29,1,1D
0,30,1,1D
4,31,1,1D
7,32,1,1D
11,33,1,1D
15,34,1,1D
19,35,1,1D
19,36,1,1D
21,37,1,1D
21,38,1,1D
23,39,1,1D
0,40,1,1D
2,41,1,1D
3,42,1,1D
6,43,1,1D
6,44,1,1D
8,45,1,1D
10,46,1,1D
12,47,1,1D
16,48,1,1D
17,49,1,1D
0,50,1,1D
2,51,1,1D
5,52,1,1D
8,53,1,1D
10,54,1,1D
12,55,1,1D
14,56,1,1D
15,57,1,1D
19,58,1,1D
21,59,1,1D
0,60,1,1D
4,61,1,1D
6,62,1,1D
10,63,1,1D
12,64,1,1D
15,65,1,1D
16,66,1,1D
18,67,1,1D
19,68,1,1D
21,69,1,1D
0,70,1,1D
3,71,1,1D
5,72,1,1D
8,73,1,1D
9,74,1,1D
13,75,1,1D
14,76,1,1D
14,77,1,1D
16,78,1,1D
17,79,1,1D
0,80,1,1D
2,81,1,1D
4,82,1,1D
5,83,1,1D
6,84,1,1D
9,85,1,1D
9,86,1,1D
10,87,1,1D
13,88,1,1D
15,89,1,1D
0,90,1,1D
3,91,1,1D
6,92,1,1D
10,93,1,1D
12,94,1,1D
13,95,1,1D
17,96,1,1D
20,97,1,1D
21,98,1,1D
24,99,1,1D
0,100,1,1D
1,101,1,1D
4,102,1,1D
6,103,1,1D
11,104,1,1D
14,105,1,1D
15,106,1,1D
18,107,1,1D
21,108,1,1D
22,109,1,1D
0,110,1,1D
1,111,1,1D
3,112,1,1D
6,113,1,1D
9,114,1,1D
11,115,1,1D
14,116,1,1D
16,117,1,1D
17,118,1,1D
18,119,1,1D
0,120,1,1D
2,121,1,1D
3,122,1,1D
4,123,1,1D
5,124,1,1D
6,125,1,1D
8,126,1,1D
8,127,1,1D
11,128,1,1D
13,129,1,1D
0,130,1,1D
1,131,1,1D
5,132,1,1D
5,133,1,1D
5,134,1,1D
9,135,1,1D
11,136,1,1D
13,137,1,1D
18,138,1,1D
19,139,1,1D
0,140,1,1D
3,141,1,1D
4,142,1,1D
7,143,1,1D
8,144,1,1D
11,145,1,1D
14,146,1,1D
14,147,1,1D
17,148,1,1D
18,149,1,1D
0,150,1,1D
2,151,1,1D
3,152,1,1D
4,153,1,1D
4,154,1,1D
8,155,1,1D
8,156,1,1D
13,157,1,1D
14,158,1,1D
17,159,1,1D
0,160,1,1D
1,161,1,1D
2,162,1,1D
3,163,1,1D
6,164,1,1D
9,165,1,1D
11,166,1,1D
13,167,1,1D
15,168,1,1D
18,169,1,1D
0,170,1,1D
7,171,1,1D
9,172,1,1D
10,173,1,1D
11,174,1,1D
11,175,1,1D
16,176,1,1D
17,177,1,1D
18,178,1,1D
19,179,1,1D
0,180,1,1D
2,181,1,1D
3,182,1,1D
6,183,1,1D
9,184,1,1D
11,185,1,1D
13,186,1,1D
16,187,1,1D
19,188,1,1D
20,189,1,1D
0,190,1,1D
1,191,1,1D
3,192,1,1D
6,193,1,1D
6,194,1,1D
10,195,1,1D
12,196,1,1D
16,197,1,1D
22,198,1,1D
