Value,Iteration,Seed,Scheduler
1,1,12,1D
2,2,12,1D
4,3,12,1D
4,4,12,1D
6,5,12,1D
10,6,12,1D
10,7,12,1D
12,8,12,1D
16,9,12,1D
0,10,12,1D
3,11,12,1D
5,12,12,1D
7,13,12,1D
7,14,12,1D
11,15,12,1D
13,16,12,1D
13,17,12,1D
14,18,12,1D
17,19,12,1D
0,20,12,1D
1,21,12,1D
2,22,12,1D
3,23,12,1D
4,24,12,1D
4,25,12,1D
6,26,12,1D
7,27,12,1D
9,28,12,1D
10,29,12,1D
0,30,12,1D
1,31,12,1D
3,32,12,1D
6,33,12,1D
7,34,12,1D
12,35,12,1D
14,36,12,1D
16,37,12,1D
21,38,12,1D
22,39,12,1D
0,40,12,1D
4,41,12,1D
6,42,12,1D
7,43,12,1D
12,44,12,1D
13,45,12,1D
16,46,12,1D
18,47,12,1D
19,48,12,1D
19,49,12,1D
0,50,12,1D
3,51,12,1D
4,52,12,1D
6,53,12,1D
9,54,12,1D
13,55,12,1D
18,56,12,1D
19,57,12,1D
22,58,12,1D
22,59,12,1D
0,60,12,1D
1,61,12,1D
3,62,12,1D
7,63,12,1D
8,64,12,1D
10,65,12,1D
12,66,12,1D
15,67,12,1D
18,68,12,1D
20,69,12,1D
0,70,12,1D
1,71,12,1D
4,72,12,1D
6,73,12,1D
8,74,12,1D
11,75,12,1D
12,76,12,1D
13,77,12,1D
19,78,12,1D
24,79,12,1D
0,80,12,1D
3,81,12,1D
10,82,12,1D
11,83,12,1D
12,84,12,1D
13,85,12,1D
15,86,12,1D
17,87,12,1D
19,88,12,1D
21,89,12,1D
0,90,12,1D
3,91,12,1D
4,92,12,1D
6,93,12,1D
9,94,12,1D
12,95,12,1D
14,96,12,1D
15,97,12,1D
18,98,12,1D
20,99,12,1D
0,100,12,1D
7,101,12,1D
8,102,12,1D
11,103,12,1D
12,104,12,1D
18,105,12,1D
19,106,12,1D
21,107,12,1D
24,108,12,1D
26,109,12,1D
0,110,12,1D
1,111,12,1D
2,112,12,1D
4,113,12,1D
4,114,12,1D
5,115,12,1D
8,116,12,1D
9,117,12,1D
13,118,12,1D
15,119,12,1D
0,120,12,1D
1,121,12,1D
5,122,12,1D
5,123,12,1D
7,124,12,1D
10,125,12,1D
11,126,12,1D
14,127,12,1D
15,128,12,1D
17,129,12,1D
0,130,12,1D
1,131,12,1D
3,132,12,1D
6,133,12,1D
8,134,12,1D
9,135,12,1D
12,136,12,1D
13,137,12,1D
14,138,12,1D
16,139,12,1D
0,140,12,1D
2,141,12,1D
3,142,12,1D
5,143,12,1D
8,144,12,1D
11,145,12,1D
11,146,12,1D
14,147,12,1D
15,148,12,1D
18,149,12,1D
0,150,12,1D
3,151,12,1D
6,152,12,1D
7,153,12,1D
8,154,12,1D
9,155,12,1D
11,156,12,1D
11,157,12,1D
13,158,12,1D
14,159,12,1D
0,160,12,1D
2,161,12,1D
4,162,12,1D
5,163,12,1D
9,164,12,1D
14,165,12,1D
15,166,12,1D
18,167,12,1D
19,168,12,1D
23,169,12,1D
0,170,12,1D
1,171,12,1D
4,172,12,1D
6,173,12,1D
6,174,12,1D
8,175,12,1D
11,176,12,1D
13,177,12,1D
15,178,12,1D
17,179,12,1D
0,180,12,1D
0,181,12,1D
2,182,12,1D
4,183,12,1D
5,184,12,1D
7,185,12,1D
10,186,12,1D
12,187,12,1D
17,188,12,1D
19,189,12,1D
0,190,12,1D
1,191,12,1D
2,192,12,1D
3,193,12,1D
5,194,12,1D
8,195,12,1D
9,196,12,1D
11,197,12,1D
12,198,12,1D
13,199,12,1D
0,200,12,1D
1,1,12,4D
2,2,12,4D
4,3,12,4D
4,4,12,4D
6,5,12,4D
10,6,12,4D
10,7,12,4D
12,8,12,4D
16,9,12,4D
0,10,12,4D
3,11,12,4D
5,12,12,4D
7,13,12,4D
7,14,12,4D
11,15,12,4D
13,16,12,4D
13,17,12,4D
14,18,12,4D
17,19,12,4D
0,20,12,4D
1,21,12,4D
2,22,12,4D
3,23,12,4D
4,24,12,4D
4,25,12,4D
6,26,12,4D
7,27,12,4D
9,28,12,4D
10,29,12,4D
0,30,12,4D
1,31,12,4D
3,32,12,4D
6,33,12,4D
7,34,12,4D
12,35,12,4D
14,36,12,4D
16,37,12,4D
21,38,12,4D
22,39,12,4D
0,40,12,4D
4,41,12,4D
6,42,12,4D
7,43,12,4D
12,44,12,4D
13,45,12,4D
16,46,12,4D
18,47,12,4D
19,48,12,4D
19,49,12,4D
0,50,12,4D
3,51,12,4D
4,52,12,4D
6,53,12,4D
9,54,12,4D
13,55,12,4D
18,56,12,4D
19,57,12,4D
22,58,12,4D
22,59,12,4D
0,60,12,4D
1,61,12,4D
3,62,12,4D
7,63,12,4D
8,64,12,4D
10,65,12,4D
12,66,12,4D
15,67,12,4D
18,68,12,4D
20,69,12,4D
0,70,12,4D
1,71,12,4D
4,72,12,4D
6,73,12,4D
8,74,12,4D
11,75,12,4D
12,76,12,4D
13,77,12,4D
19,78,12,4D
24,79,12,4D
0,80,12,4D
3,81,12,4D
10,82,12,4D
11,83,12,4D
12,84,12,4D
13,85,12,4D
15,86,12,4D
17,87,12,4D
19,88,12,4D
21,89,12,4D
0,90,12,4D
3,91,12,4D
4,92,12,4D
6,93,12,4D
9,94,12,4D
12,95,12,4D
14,96,12,4D
15,97,12,4D
18,98,12,4D
20,99,12,4D
0,100,12,4D
7,101,12,4D
8,102,12,4D
11,103,12,4D
12,104,12,4D
18,105,12,4D
19,106,12,4D
21,107,12,4D
24,108,12,4D
26,109,12,4D
0,110,12,4D
1,111,12,4D
2,112,12,4D
4,113,12,4D
4,114,12,4D
5,115,12,4D
8,116,12,4D
9,117,12,4D
13,118,12,4D
15,119,12,4D
0,120,12,4D
1,121,12,4D
5,122,12,4D
5,123,12,4D
7,124,12,4D
10,125,12,4D
11,126,12,4D
14,127,12,4D
15,128,12,4D
17,129,12,4D
0,130,12,4D
1,131,12,4D
3,132,12,4D
6,133,12,4D
8,134,12,4D
9,135,12,4D
12,136,12,4D
13,137,12,4D
14,138,12,4D
16,139,12,4D
0,140,12,4D
2,141,12,4D
3,142,12,4D
5,143,12,4D
8,144,12,4D
11,145,12,4D
11,146,12,4D
14,147,12,4D
15,148,12,4D
18,149,12,4D
0,150,12,4D
3,151,12,4D
6,152,12,4D
7,153,12,4D
8,154,12,4D
9,155,12,4D
11,156,12,4D
11,157,12,4D
13,158,12,4D
14,159,12,4D
0,160,12,4D
2,161,12,4D
4,162,12,4D
5,163,12,4D
9,164,12,4D
14,165,12,4D
15,166,12,4D
18,167,12,4D
19,168,12,4D
23,169,12,4D
0,170,12,4D
1,171,12,4D
4,172,12,4D
6,173,12,4D
6,174,12,4D
8,175,12,4D
11,176,12,4D
13,177,12,4D
15,178,12,4D
17,179,12,4D
0,180,12,4D
0,181,12,4D
2,182,12,4D
4,183,12,4D
5,184,12,4D
7,185,12,4D
10,186,12,4D
12,187,12,4D
17,188,12,4D
19,189,12,4D
0,190,12,4D
1,191,12,4D
2,192,12,4D
3,193,12,4D
5,194,12,4D
8,195,12,4D
9,196,12,4D
11,197,12,4D
12,198,12,4D
13,199,12,4D
0,200,12,4D
0,1,12,Defult
0,2,12,Defult
0,3,12,Defult
0,4,12,Defult
0,5,12,Defult
0,6,12,Defult
0,7,12,Defult
0,8,12,Defult
0,9,12,Defult
0,10,12,Defult
0,11,12,Defult
0,12,12,Defult
0,13,12,Defult
0,14,12,Defult
0,15,12,Defult
0,16,12,Defult
0,17,12,Defult
0,18,12,Defult
0,19,12,Defult
0,20,12,Defult
0,21,12,Defult
0,22,12,Defult
0,23,12,Defult
0,24,12,Defult
0,25,12,Defult
0,26,12,Defult
0,27,12,Defult
0,28,12,Defult
0,29,12,Defult
0,30,12,Defult
0,31,12,Defult
0,32,12,Defult
0,33,12,Defult
0,34,12,Defult
0,35,12,Defult
0,36,12,Defult
0,37,12,Defult
0,38,12,Defult
0,39,12,Defult
0,40,12,Defult
0,41,12,Defult
0,42,12,Defult
0,43,12,Defult
0,44,12,Defult
0,45,12,Defult
0,46,12,Defult
0,47,12,Defult
0,48,12,Defult
0,49,12,Defult
0,50,12,Defult
0,51,12,Defult
0,52,12,Defult
0,53,12,Defult
0,54,12,Defult
0,55,12,Defult
0,56,12,Defult
0,57,12,Defult
0,58,12,Defult
0,59,12,Defult
0,60,12,Defult
0,61,12,Defult
0,62,12,Defult
0,63,12,Defult
0,64,12,Defult
0,65,12,Defult
0,66,12,Defult
0,67,12,Defult
0,68,12,Defult
0,69,12,Defult
0,70,12,Defult
0,71,12,Defult
0,72,12,Defult
0,73,12,Defult
0,74,12,Defult
0,75,12,Defult
0,76,12,Defult
0,77,12,Defult
0,78,12,Defult
0,79,12,Defult
0,80,12,Defult
0,81,12,Defult
0,82,12,Defult
0,83,12,Defult
0,84,12,Defult
0,85,12,Defult
0,86,12,Defult
0,87,12,Defult
0,88,12,Defult
0,89,12,Defult
0,90,12,Defult
0,91,12,Defult
0,92,12,Defult
0,93,12,Defult
0,94,12,Defult
0,95,12,Defult
0,96,12,Defult
0,97,12,Defult
0,98,12,Defult
0,99,12,Defult
0,100,12,Defult
0,101,12,Defult
0,102,12,Defult
0,103,12,Defult
0,104,12,Defult
0,105,12,Defult
0,106,12,Defult
0,107,12,Defult
0,108,12,Defult
0,109,12,Defult
0,110,12,Defult
0,111,12,Defult
0,112,12,Defult
0,113,12,Defult
0,114,12,Defult
0,115,12,Defult
0,116,12,Defult
0,117,12,Defult
0,118,12,Defult
0,119,12,Defult
0,120,12,Defult
0,121,12,Defult
0,122,12,Defult
0,123,12,Defult
0,124,12,Defult
0,125,12,Defult
0,126,12,Defult
0,127,12,Defult
0,128,12,Defult
0,129,12,Defult
0,130,12,Defult
0,131,12,Defult
0,132,12,Defult
0,133,12,Defult
0,134,12,Defult
0,135,12,Defult
0,136,12,Defult
0,137,12,Defult
0,138,12,Defult
0,139,12,Defult
0,140,12,Defult
0,141,12,Defult
0,142,12,Defult
0,143,12,Defult
0,144,12,Defult
0,145,12,Defult
0,146,12,Defult
0,147,12,Defult
0,148,12,Defult
0,149,12,Defult
0,150,12,Defult
0,151,12,Defult
0,152,12,Defult
0,153,12,Defult
0,154,12,Defult
0,155,12,Defult
0,156,12,Defult
0,157,12,Defult
0,158,12,Defult
0,159,12,Defult
0,160,12,Defult
0,161,12,Defult
0,162,12,Defult
0,163,12,Defult
0,164,12,Defult
0,165,12,Defult
0,166,12,Defult
0,167,12,Defult
0,168,12,Defult
0,169,12,Defult
0,170,12,Defult
0,171,12,Defult
0,172,12,Defult
0,173,12,Defult
0,174,12,Defult
0,175,12,Defult
0,176,12,Defult
0,177,12,Defult
0,178,12,Defult
0,179,12,Defult
0,180,12,Defult
0,181,12,Defult
0,182,12,Defult
0,183,12,Defult
0,184,12,Defult
0,185,12,Defult
0,186,12,Defult
0,187,12,Defult
0,188,12,Defult
0,189,12,Defult
0,190,12,Defult
0,191,12,Defult
0,192,12,Defult
0,193,12,Defult
0,194,12,Defult
0,195,12,Defult
0,196,12,Defult
0,197,12,Defult
0,198,12,Defult
0,199,12,Defult
0,200,12,Defult
