Time_Step,Energy_Consumed
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,1013
11,1013
12,1013
13,1013
14,1013
15,670
16,670
17,670
18,670
19,670
20,1925
21,1925
22,1925
23,1925
24,1925
25,1340
26,1340
27,1340
28,1340
29,1340
30,1901
31,1901
32,1901
33,1901
34,1901
35,1340
36,1340
37,1340
38,1340
39,1340
40,1695
41,1695
42,1695
43,1695
44,1695
45,1340
46,1340
47,1340
48,1340
49,1340
50,1697
51,1697
52,1697
53,1697
54,1697
55,1340
56,1340
57,1340
58,1340
59,1340
60,1634
61,1634
62,1634
63,1634
64,1634
65,1340
66,1340
67,1340
68,1340
69,1340
70,1774
71,1774
72,1774
73,1774
74,1774
75,1340
76,1340
77,1340
78,1340
79,1340
80,1912
81,1912
82,1912
83,1912
84,1912
85,1340
86,1340
87,1340
88,1340
89,1340
90,1828
91,1828
92,1828
93,1828
94,1828
95,1340
96,1340
97,1340
98,1340
99,1340
100,1670
101,1670
102,1670
103,1670
104,1670
105,1340
106,1340
107,1340
108,1340
109,1340
110,1782
111,1782
112,1782
113,1782
114,1782
115,1340
116,1340
117,1340
118,1340
119,1340
120,1734
121,1734
122,1734
123,1734
124,1734
125,1340
126,1340
127,1340
128,1340
129,1340
130,1720
131,1720
132,1720
133,1720
134,1720
135,1340
136,1340
137,1340
138,1340
139,1340
140,1891
141,1891
142,1891
143,1891
144,1891
145,1340
146,1340
147,1340
148,1340
149,1340
150,1792
151,1792
152,1792
153,1792
154,1792
155,1340
156,1340
157,1340
158,1340
159,1340
160,1797
161,1797
162,1797
163,1797
164,1797
165,1340
166,1340
167,1340
168,1340
169,1340
170,1670
171,1670
172,1670
173,1670
174,1670
175,1340
176,1340
177,1340
178,1340
179,1340
180,1541
181,1541
182,1541
183,1541
184,1541
185,1340
186,1340
187,1340
188,1340
189,1340
190,1837
191,1837
192,1837
193,1837
194,1837
195,1340
196,1340
197,1340
198,1340
199,1340
200,1737
