Time_Step,Energy_Consumed
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,1269
11,1269
12,1269
13,1269
14,1269
15,804
16,804
17,804
18,804
19,804
20,986
21,986
22,986
23,986
24,986
25,804
26,804
27,804
28,804
29,804
30,1230
31,1230
32,1230
33,1230
34,1230
35,804
36,804
37,804
38,804
39,804
40,1193
41,1193
42,1193
43,1193
44,1193
45,804
46,804
47,804
48,804
49,804
50,2055
51,2055
52,2055
53,2055
54,2055
55,1340
56,1340
57,1340
58,1340
59,1340
60,1832
61,1832
62,1832
63,1832
64,1832
65,1340
66,1340
67,1340
68,1340
69,1340
70,1745
71,1745
72,1745
73,1745
74,1745
75,1340
76,1340
77,1340
78,1340
79,1340
80,1823
81,1823
82,1823
83,1823
84,1823
85,1340
86,1340
87,1340
88,1340
89,1340
90,1827
91,1827
92,1827
93,1827
94,1827
95,1340
96,1340
97,1340
98,1340
99,1340
100,1936
101,1936
102,1936
103,1936
104,1936
105,1340
106,1340
107,1340
108,1340
109,1340
110,1755
111,1755
112,1755
113,1755
114,1755
115,1340
116,1340
117,1340
118,1340
119,1340
120,1679
121,1679
122,1679
123,1679
124,1679
125,1340
126,1340
127,1340
128,1340
129,1340
130,1743
131,1743
132,1743
133,1743
134,1743
135,1340
136,1340
137,1340
138,1340
139,1340
140,1740
141,1740
142,1740
143,1740
144,1740
145,1340
146,1340
147,1340
148,1340
149,1340
150,1847
151,1847
152,1847
153,1847
154,1847
155,1340
156,1340
157,1340
158,1340
159,1340
160,1693
161,1693
162,1693
163,1693
164,1693
165,1340
166,1340
167,1340
168,1340
169,1340
170,1853
171,1853
172,1853
173,1853
174,1853
175,1340
176,1340
177,1340
178,1340
179,1340
180,1716
181,1716
182,1716
183,1716
184,1716
185,1340
186,1340
187,1340
188,1340
189,1340
190,1766
191,1766
192,1766
193,1766
194,1766
195,1340
196,1340
197,1340
198,1340
199,1340
200,1818
