Time_Step,Energy_Consumed
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,1186
11,1186
12,1186
13,1186
14,1186
15,804
16,804
17,804
18,804
19,804
20,1676
21,1676
22,1676
23,1676
24,1676
25,1072
26,1072
27,1072
28,1072
29,1072
30,1554
31,1554
32,1554
33,1554
34,1554
35,1072
36,1072
37,1072
38,1072
39,1072
40,1588
41,1588
42,1588
43,1588
44,1588
45,1072
46,1072
47,1072
48,1072
49,1072
50,1469
51,1469
52,1469
53,1469
54,1469
55,1072
56,1072
57,1072
58,1072
59,1072
60,1524
61,1524
62,1524
63,1524
64,1524
65,1072
66,1072
67,1072
68,1072
69,1072
70,1622
71,1622
72,1622
73,1622
74,1622
75,1072
76,1072
77,1072
78,1072
79,1072
80,1509
81,1509
82,1509
83,1509
84,1509
85,1072
86,1072
87,1072
88,1072
89,1072
90,1823
91,1823
92,1823
93,1823
94,1823
95,1206
96,1206
97,1206
98,1206
99,1206
100,1670
101,1670
102,1670
103,1670
104,1670
105,1206
106,1206
107,1206
108,1206
109,1206
110,1639
111,1639
112,1639
113,1639
114,1639
115,1206
116,1206
117,1206
118,1206
119,1206
120,2210
121,2210
122,2210
123,2210
124,2210
125,1474
126,1474
127,1474
128,1474
129,1474
130,2066
131,2066
132,2066
133,2066
134,2066
135,1474
136,1474
137,1474
138,1474
139,1474
140,1827
141,1827
142,1827
143,1827
144,1827
145,1474
146,1474
147,1474
148,1474
149,1474
150,1953
151,1953
152,1953
153,1953
154,1953
155,1474
156,1474
157,1474
158,1474
159,1474
160,1854
161,1854
162,1854
163,1854
164,1854
165,1474
166,1474
167,1474
168,1474
169,1474
170,2013
171,2013
172,2013
173,2013
174,2013
175,1474
176,1474
177,1474
178,1474
179,1474
180,1867
181,1867
182,1867
183,1867
184,1867
185,1474
186,1474
187,1474
188,1474
189,1474
190,2095
191,2095
192,2095
193,2095
194,2095
195,1474
196,1474
197,1474
198,1474
199,1474
200,1876
