Value,Iteration,Seed,Scheduler
376.71606324349466,1,23,1D
376.71606324349466,2,23,1D
376.71606324349466,3,23,1D
376.71606324349466,4,23,1D
376.71606324349466,5,23,1D
0.0,6,23,1D
0.0,7,23,1D
0.0,8,23,1D
0.0,9,23,1D
0.0,10,23,1D
350.73646439510566,11,23,1D
350.73646439510566,12,23,1D
350.73646439510566,13,23,1D
350.73646439510566,14,23,1D
350.73646439510566,15,23,1D
0.0,16,23,1D
0.0,17,23,1D
0.0,18,23,1D
0.0,19,23,1D
0.0,20,23,1D
396.77091137551855,21,23,1D
396.77091137551855,22,23,1D
396.77091137551855,23,23,1D
396.77091137551855,24,23,1D
396.77091137551855,25,23,1D
0.0,26,23,1D
0.0,27,23,1D
0.0,28,23,1D
0.0,29,23,1D
0.0,30,23,1D
285.4944997092472,31,23,1D
285.4944997092472,32,23,1D
285.4944997092472,33,23,1D
285.4944997092472,34,23,1D
285.4944997092472,35,23,1D
0.0,36,23,1D
0.0,37,23,1D
0.0,38,23,1D
0.0,39,23,1D
0.0,40,23,1D
345.8070273175898,41,23,1D
345.8070273175898,42,23,1D
345.8070273175898,43,23,1D
345.8070273175898,44,23,1D
345.8070273175898,45,23,1D
0.0,46,23,1D
0.0,47,23,1D
0.0,48,23,1D
0.0,49,23,1D
0.0,50,23,1D
286.0773535825609,51,23,1D
286.0773535825609,52,23,1D
286.0773535825609,53,23,1D
286.0773535825609,54,23,1D
286.0773535825609,55,23,1D
0.0,56,23,1D
0.0,57,23,1D
0.0,58,23,1D
0.0,59,23,1D
0.0,60,23,1D
311.86134468450973,61,23,1D
311.86134468450973,62,23,1D
311.86134468450973,63,23,1D
311.86134468450973,64,23,1D
311.86134468450973,65,23,1D
0.0,66,23,1D
0.0,67,23,1D
0.0,68,23,1D
0.0,69,23,1D
0.0,70,23,1D
312.3469958445918,71,23,1D
312.3469958445918,72,23,1D
312.3469958445918,73,23,1D
312.3469958445918,74,23,1D
312.3469958445918,75,23,1D
0.0,76,23,1D
0.0,77,23,1D
0.0,78,23,1D
0.0,79,23,1D
0.0,80,23,1D
281.3546387152138,81,23,1D
281.3546387152138,82,23,1D
281.3546387152138,83,23,1D
281.3546387152138,84,23,1D
281.3546387152138,85,23,1D
0.0,86,23,1D
0.0,87,23,1D
0.0,88,23,1D
0.0,89,23,1D
0.0,90,23,1D
512.7769524779526,91,23,1D
512.7769524779526,92,23,1D
512.7769524779526,93,23,1D
512.7769524779526,94,23,1D
512.7769524779526,95,23,1D
0.0,96,23,1D
0.0,97,23,1D
0.0,98,23,1D
0.0,99,23,1D
0.0,100,23,1D
325.26288194326816,101,23,1D
325.26288194326816,102,23,1D
325.26288194326816,103,23,1D
325.26288194326816,104,23,1D
325.26288194326816,105,23,1D
0.0,106,23,1D
0.0,107,23,1D
0.0,108,23,1D
0.0,109,23,1D
0.0,110,23,1D
390.9233255220621,111,23,1D
390.9233255220621,112,23,1D
390.9233255220621,113,23,1D
390.9233255220621,114,23,1D
390.9233255220621,115,23,1D
0.0,116,23,1D
0.0,117,23,1D
0.0,118,23,1D
0.0,119,23,1D
0.0,120,23,1D
357.7024184980322,121,23,1D
357.7024184980322,122,23,1D
357.7024184980322,123,23,1D
