Value,Iteration,Seed,Scheduler
2,1,17,1D
2,2,17,1D
4,3,17,1D
6,4,17,1D
7,5,17,1D
8,6,17,1D
9,7,17,1D
11,8,17,1D
11,9,17,1D
0,10,17,1D
1,11,17,1D
5,12,17,1D
9,13,17,1D
12,14,17,1D
14,15,17,1D
16,16,17,1D
21,17,17,1D
22,18,17,1D
23,19,17,1D
0,20,17,1D
1,21,17,1D
2,22,17,1D
3,23,17,1D
4,24,17,1D
6,25,17,1D
9,26,17,1D
11,27,17,1D
13,28,17,1D
15,29,17,1D
0,30,17,1D
5,31,17,1D
7,32,17,1D
9,33,17,1D
11,34,17,1D
12,35,17,1D
13,36,17,1D
13,37,17,1D
15,38,17,1D
16,39,17,1D
0,40,17,1D
1,41,17,1D
2,42,17,1D
4,43,17,1D
6,44,17,1D
8,45,17,1D
8,46,17,1D
9,47,17,1D
10,48,17,1D
12,49,17,1D
0,50,17,1D
0,51,17,1D
1,52,17,1D
1,53,17,1D
2,54,17,1D
5,55,17,1D
7,56,17,1D
8,57,17,1D
9,58,17,1D
10,59,17,1D
0,60,17,1D
1,61,17,1D
2,62,17,1D
5,63,17,1D
7,64,17,1D
10,65,17,1D
13,66,17,1D
15,67,17,1D
18,68,17,1D
18,69,17,1D
0,70,17,1D
3,71,17,1D
4,72,17,1D
9,73,17,1D
13,74,17,1D
15,75,17,1D
16,76,17,1D
21,77,17,1D
21,78,17,1D
21,79,17,1D
0,80,17,1D
2,81,17,1D
4,82,17,1D
5,83,17,1D
6,84,17,1D
8,85,17,1D
13,86,17,1D
15,87,17,1D
16,88,17,1D
18,89,17,1D
0,90,17,1D
3,91,17,1D
4,92,17,1D
5,93,17,1D
6,94,17,1D
8,95,17,1D
8,96,17,1D
8,97,17,1D
11,98,17,1D
12,99,17,1D
0,100,17,1D
3,101,17,1D
4,102,17,1D
7,103,17,1D
9,104,17,1D
11,105,17,1D
14,106,17,1D
15,107,17,1D
15,108,17,1D
16,109,17,1D
0,110,17,1D
2,111,17,1D
4,112,17,1D
5,113,17,1D
6,114,17,1D
9,115,17,1D
10,116,17,1D
13,117,17,1D
14,118,17,1D
15,119,17,1D
0,120,17,1D
1,121,17,1D
4,122,17,1D
8,123,17,1D
10,124,17,1D
10,125,17,1D
10,126,17,1D
11,127,17,1D
11,128,17,1D
11,129,17,1D
0,130,17,1D
3,131,17,1D
5,132,17,1D
8,133,17,1D
10,134,17,1D
10,135,17,1D
10,136,17,1D
14,137,17,1D
19,138,17,1D
21,139,17,1D
0,140,17,1D
2,141,17,1D
5,142,17,1D
5,143,17,1D
7,144,17,1D
12,145,17,1D
14,146,17,1D
15,147,17,1D
17,148,17,1D
18,149,17,1D
