Time_Step,Energy_Consumed
1,180
2,542
3,1270
4,1625
5,1815
6,1997
7,1953
8,1805
9,1767
10,1860
11,1905
12,1949
13,2164
14,2356
15,2311
16,2305
17,2260
18,2273
19,2301
20,2241
21,2288
22,2327
23,2280
24,2189
25,2145
26,2009
27,1965
28,1945
29,2000
30,2044
31,2000
32,1956
33,1925
34,1875
35,1932
36,2061
37,2149
38,2209
39,2308
40,2688
41,2719
42,2714
43,2663
44,2515
45,2398
46,2298
47,2215
48,2256
49,2341
50,2382
51,2420
52,2527
53,2437
54,2401
55,2310
56,2261
57,2203
58,2203
59,2336
60,2364
61,2363
62,2360
63,2453
64,2366
65,2292
66,2244
67,2290
68,2281
69,2186
70,2186
71,2336
72,2336
73,2349
74,2546
75,2641
76,2569
77,2666
78,2612
79,2512
80,2559
81,2629
82,2626
83,3471
84,3457
85,3396
86,3291
87,3148
88,2842
89,2941
90,2905
91,2906
92,2999
93,3001
94,2967
95,2922
96,2931
97,2844
98,2845
99,2795
100,2890
101,2881
102,2939
103,2984
104,3031
105,2936
106,2944
107,2938
108,2896
109,2949
110,2949
111,2941
112,2840
113,2831
114,2768
115,2874
116,2870
117,2972
118,3041
119,3047
120,3114
121,3115
122,3065
123,2995
124,3003
125,2970
126,2929
127,2877
128,2938
129,2930
130,2886
131,2971
132,3119
133,3113
134,2972
135,2920
136,2881
137,2733
138,2724
139,2773
140,2855
141,2856
142,2997
143,2960
144,3046
145,2969
146,3012
147,2909
148,2904
149,2863
150,2856
151,2809
152,2771
153,2960
154,2936
155,2894
156,3002
157,3058
158,2875
159,2892
160,2935
161,2922
162,3094
163,3095
164,3094
165,3110
166,3025
167,2825
168,2903
169,2875
170,2922
171,2921
172,2986
173,2900
174,2895
175,2789
176,2863
177,2818
178,2915
179,2862
180,2964
181,2983
182,3162
183,3149
184,3198
185,3186
186,3131
187,2992
188,2952
189,2998
190,3003
191,2962
192,2917
193,2881
194,2932
195,2950
196,2901
197,2899
198,2935
199,2833
200,2720
