Time_Step,Energy_Consumed
1,0
2,350
3,532
4,1063
5,1786
6,1948
7,2317
8,2489
9,2447
10,2260
11,2232
12,2145
13,2211
14,2405
15,2447
16,2717
17,2674
18,2665
19,2384
20,2482
21,2405
22,2576
23,2433
24,2433
25,2385
26,2370
27,2341
28,2593
29,2735
30,2687
31,2923
32,2868
33,2842
34,2791
35,2832
36,2788
37,2697
38,2471
39,2528
40,2491
41,2539
42,2490
43,2609
44,2546
45,2595
46,2497
47,2642
48,2572
49,2533
50,2532
51,2720
52,2603
53,2687
54,2682
55,2720
56,2582
57,2645
58,2602
59,2610
60,2567
61,2509
62,2569
63,2565
64,2613
65,2707
66,2885
67,3062
68,3025
69,2987
70,2942
71,2815
72,2763
73,2758
74,2699
75,2661
76,2606
77,2563
78,2566
79,2668
80,2715
81,2719
82,2809
83,2853
84,2893
85,2884
86,2925
87,3062
88,3013
89,2965
90,2953
91,2914
92,2651
93,2775
94,2681
95,2699
96,2703
97,2733
98,2806
99,2859
100,2757
101,2756
102,2709
103,2519
104,2514
105,2564
106,2593
107,2691
108,2642
109,2727
110,2765
111,2799
112,2796
113,3592
114,3590
115,3511
116,3764
117,3946
118,3605
119,3623
120,3619
121,3500
122,3408
123,3355
124,3314
125,3369
126,3306
127,3400
128,3516
129,3501
130,3488
131,3439
132,3334
133,3354
134,3397
135,3349
136,3443
137,3447
138,3311
139,3175
140,3226
141,3336
142,3289
143,3348
144,3437
145,3431
146,3273
147,3266
148,3235
149,3370
150,3401
151,3487
152,3497
153,3505
154,3325
155,3255
156,3230
157,3317
158,3390
159,3475
160,3474
161,3462
162,3378
163,3366
164,3338
165,3386
166,3375
167,3516
168,3514
169,3484
170,3537
171,3583
172,3503
173,3498
174,3516
175,3459
176,3329
177,3267
178,3220
179,3266
180,3264
181,3307
182,3391
183,3539
184,3404
185,3610
186,3616
187,3577
188,3555
189,3555
190,3381
191,3532
192,3490
193,3365
194,3410
195,3389
196,3319
197,3391
198,3397
199,3411
200,3310
