Time_Step,Energy_Consumed
1,0
2,371
3,545
4,914
5,1097
6,1276
7,1173
8,1133
9,1122
10,1433
11,1952
12,2839
13,3028
14,2938
15,2712
16,2550
17,2382
18,2376
19,2514
20,2601
21,2740
22,2691
23,2642
24,2606
25,2611
26,2574
27,2623
28,2710
29,2762
30,2758
31,2738
32,2785
33,2746
34,2714
35,2653
36,2571
37,2675
38,2627
39,2555
40,2661
41,2830
42,2717
43,2761
44,2852
45,2768
46,2685
47,2743
48,2699
49,2602
50,2649
51,2606
52,2513
53,2566
54,2575
55,2601
56,2643
57,2637
58,2695
59,2702
60,2625
61,2632
62,2774
63,2707
64,2706
65,2709
66,2662
67,2571
68,2527
69,2570
70,2566
71,2720
72,2769
73,2769
74,2818
75,2774
76,2723
77,2620
78,2664
79,2563
80,2770
81,2837
82,2945
83,2929
84,2927
85,2868
86,2808
87,2739
88,2755
89,2861
90,2803
91,2795
92,2842
93,2890
94,2830
95,2760
96,2860
97,2837
98,2803
99,2901
100,2969
101,2771
102,2766
103,2899
104,2846
105,2910
106,3002
107,2950
108,2852
109,2888
110,2780
111,2840
112,2791
113,2698
114,2617
115,2713
116,2599
117,2747
118,2973
119,2935
120,2898
121,2902
122,2843
123,2695
124,2778
125,2768
126,2721
127,2735
128,2795
129,2773
130,2871
131,2929
132,2868
133,2861
134,2744
135,2651
136,2651
137,2896
138,2851
139,2851
140,3005
141,3056
142,2867
143,2781
144,2824
145,2670
146,2601
147,2615
148,2750
149,2852
150,2774
151,2837
152,2753
153,2729
154,2614
155,2739
156,2641
157,2722
158,2611
159,2729
160,2643
161,2638
162,2625
163,2768
164,2719
165,2710
166,2895
167,2799
168,2740
169,2641
170,2680
171,2538
172,2597
173,2737
174,2737
175,2741
176,2758
177,2797
178,2735
179,2779
180,2686
181,2635
182,2626
183,2464
184,2594
185,2636
186,2723
187,2681
188,2821
189,2696
190,2803
191,2663
192,2802
193,2662
194,2656
195,2606
196,2821
197,2732
198,2925
199,2933
200,2834
