Time_Step,Energy_Consumed
1,178
2,357
3,540
4,719
5,912
6,868
7,872
8,926
9,1104
10,1456
11,1639
12,1992
13,2706
14,3226
15,3180
16,3578
17,3582
18,3458
19,3309
20,3212
21,3075
22,3072
23,2915
24,3108
25,3108
26,3066
27,2982
28,3042
29,2791
30,2996
31,3208
32,3306
33,3295
34,3470
35,3465
36,3340
37,3284
38,3235
39,3213
40,3172
41,3173
42,3133
43,3225
44,3169
45,3094
46,3006
47,2997
48,3155
49,3166
50,3082
51,3128
52,3222
53,3081
54,3191
55,3239
56,3353
57,3259
58,3194
59,3075
60,3071
61,2961
62,2966
63,3015
64,3058
65,3166
66,3160
67,3255
68,3307
69,3341
70,3244
71,3240
72,3231
73,3130
74,3047
75,2992
76,2952
77,2866
78,2968
79,3004
80,3135
81,3190
82,3233
83,3272
84,3143
85,3061
86,3139
87,3138
88,3151
89,3244
90,3244
91,3159
92,3238
93,3040
94,3089
95,3128
96,3175
97,3049
98,3120
99,3121
100,3218
101,3216
102,3314
103,3427
104,3325
105,3242
106,3334
107,3241
108,3159
109,3171
110,3124
111,2983
112,2978
113,2966
114,3053
115,3236
116,3281
117,3380
118,3290
119,3240
120,3052
121,3016
122,3023
123,3072
124,3031
125,2981
126,2928
127,2778
128,2833
129,3048
130,3138
131,3138
132,3226
133,3209
134,3091
135,3118
136,3312
137,3445
138,3407
139,3445
140,3515
141,3363
142,3282
143,3282
144,3240
145,3329
146,3429
147,3289
148,3442
149,3552
150,3358
151,3261
152,3413
153,3260
154,3008
155,2975
156,3022
157,2916
158,2867
159,2975
160,3200
161,3153
162,3200
163,3311
164,3203
165,3026
166,3164
167,3121
168,3108
169,3202
170,3105
171,2970
172,3054
173,3140
174,3046
175,3199
176,3251
177,3202
178,3110
179,3255
180,3336
181,3344
182,3259
183,3302
184,3288
185,3238
186,3212
187,3258
188,3165
189,3122
190,3096
191,3118
192,3072
193,3086
194,3176
195,3163
196,3059
197,3338
198,3434
199,3443
200,3395
