Time_Step,Energy_Consumed
1,739
2,1095
3,1998
4,2362
5,3061
6,2986
7,2941
8,2807
9,2908
10,2880
11,2796
12,2946
13,2920
14,2821
15,2734
16,2783
17,2785
18,2895
19,2843
20,2881
21,2788
22,2683
23,2584
24,2677
25,2674
26,2723
27,2727
28,2643
29,2602
30,2559
31,2554
32,2562
33,2661
34,2616
35,2669
36,2625
37,2523
38,2510
39,2677
40,2741
41,2799
42,2842
43,2805
44,2623
45,2515
46,2642
47,2691
48,2688
49,2721
50,2824
51,2798
52,2854
53,2910
54,2975
55,2924
56,2765
57,2978
58,3065
59,2929
60,2928
61,3304
62,3146
63,3098
64,3194
65,3245
66,3193
67,3039
68,3065
69,3019
70,3009
71,2975
72,2984
73,3059
74,3147
75,3050
76,3016
77,3094
78,2948
79,2901
80,2857
81,2735
82,2686
83,2707
84,2616
85,2659
86,2659
87,2664
88,2637
89,2785
90,2880
91,3078
92,3137
93,3131
94,3122
95,3030
96,2973
97,2982
98,3203
99,3064
100,3096
101,3087
102,3026
103,2721
104,2721
105,2728
106,2596
107,2594
108,2837
109,2925
110,2980
111,3086
112,3107
113,2914
114,2870
115,2818
116,2754
117,2761
118,2857
119,2860
120,2861
121,2819
122,2738
123,2680
124,2682
125,2593
126,2665
127,2865
128,2826
129,2856
130,2959
131,2977
132,2778
133,2788
134,2709
135,2745
136,2839
137,2794
138,2755
139,2798
140,2686
141,2589
142,2644
143,2624
144,2681
145,2987
146,3038
147,2983
148,3192
149,3122
150,2789
151,2704
152,2882
153,2723
154,2736
155,2833
156,2875
157,2909
158,3119
159,3192
160,3201
161,3258
162,3275
163,3061
164,2988
165,2882
166,2916
167,2834
168,2876
169,2833
170,2928
171,2742
172,2681
173,2773
174,2912
175,2870
176,3020
177,3074
178,3026
179,2985
180,3089
181,2975
182,3163
183,3077
184,3120
185,3012
186,2976
187,2694
188,2693
189,2601
190,2705
191,2802
192,2894
193,2909
194,3120
195,2967
196,3009
197,2928
198,2962
199,2896
200,2896
