Time_Step,Energy_Consumed
1,176
2,535
3,1077
4,1255
5,1827
6,2364
7,2906
8,2766
9,2902
10,2819
11,2801
12,2622
13,2668
14,2645
15,2690
16,2670
17,2804
18,2900
19,2888
20,2802
21,2801
22,2659
23,2679
24,2534
25,2618
26,2529
27,2534
28,2486
29,2577
30,2542
31,2542
32,2493
33,2379
34,2334
35,2239
36,2332
37,2385
38,2465
39,2739
40,2782
41,2699
42,2736
43,2709
44,2471
45,2468
46,2498
47,2563
48,2554
49,2562
50,2522
51,2569
52,2458
53,2510
54,2469
55,2554
56,2509
57,2513
58,2589
59,2540
60,2541
61,2450
62,2495
63,2367
64,2525
65,2667
66,2798
67,2800
68,3091
69,2989
70,2965
71,2934
72,3031
73,3015
74,3001
75,2849
76,2851
77,2806
78,2901
79,2987
80,2983
81,3021
82,2902
83,2712
84,2657
85,2708
86,2596
87,2612
88,2612
89,2588
90,2540
91,2554
92,2559
93,2511
94,2565
95,2610
96,2664
97,2615
98,2677
99,2574
100,2528
101,2524
102,2613
103,2509
104,2557
105,2596
106,2562
107,2569
108,2801
109,2852
110,2763
111,2705
112,2609
113,2516
114,2417
115,2513
116,2599
117,2699
118,2664
119,2784
120,2741
121,2750
122,2794
123,2739
124,2663
125,2808
126,2841
127,2743
128,2747
129,2878
130,2819
131,2850
132,2960
133,2956
134,2876
135,3087
136,3030
137,2923
138,2927
139,2832
140,2584
141,2482
142,2493
143,2626
144,2772
145,2713
146,2859
147,3056
148,3013
149,2927
150,2956
151,2810
152,2553
153,2588
154,2528
155,2691
156,2733
157,2777
158,2703
159,2790
160,2703
161,2762
162,2924
163,3023
164,2963
165,2815
166,2858
167,2870
168,2807
169,2871
170,3050
171,2951
172,2733
173,2696
174,2818
175,2675
176,2680
177,2730
178,2627
179,2474
180,2438
181,2485
182,2479
183,2587
184,2728
185,2779
186,2773
187,3015
188,2907
189,2742
190,2927
191,2836
192,2740
193,2791
194,2755
195,2660
196,2705
197,2563
198,2560
199,2647
200,2644
