Time_Step,Energy_Consumed
1,0
2,344
3,344
4,537
5,893
6,1256
7,1655
8,2016
9,2164
10,2360
11,2352
12,2518
13,2471
14,2488
15,2430
16,2501
17,2398
18,2486
19,2396
20,2481
21,2414
22,2424
23,2341
24,2532
25,2459
26,2368
27,2315
28,2362
29,2213
30,2153
31,2257
32,2191
33,2196
34,2249
35,2405
36,2352
37,2519
38,2736
39,2912
40,2810
41,2812
42,2677
43,2583
44,2641
45,2688
46,2726
47,2826
48,2826
49,2740
50,2595
51,2623
52,2554
53,2547
54,2519
55,2519
56,2400
57,2390
58,2415
59,2424
60,2642
61,2736
62,2756
63,2839
64,2793
65,2575
66,2549
67,2585
68,2569
69,2573
70,2619
71,2600
72,2644
73,2467
74,2616
75,2570
76,2678
77,2541
78,2697
79,2592
80,2592
81,2569
82,2579
83,2516
84,2470
85,2470
86,2510
87,2457
88,2412
89,2519
90,2563
91,2389
92,2561
93,2607
94,2502
95,2562
96,2657
97,2575
98,2578
99,2574
100,2511
101,2517
102,2486
103,2573
104,2671
105,2766
106,2714
107,2701
108,2608
109,2510
110,2509
111,2506
112,2564
113,2684
114,2744
115,2711
116,2721
117,2660
118,2493
119,2586
120,2722
121,2834
122,2840
123,2888
124,2783
125,2721
126,2598
127,2639
128,2640
129,2635
130,2745
131,2758
132,2720
133,2716
134,2904
135,2648
136,2721
137,2757
138,2717
139,2533
140,2545
141,2473
142,2653
143,2745
144,2750
145,2893
146,2834
147,2566
148,2509
149,2608
150,2469
151,2601
152,2644
153,2700
154,2505
155,2572
156,2440
157,2453
158,2362
159,2512
160,2399
161,2539
162,2483
163,2530
164,2380
165,2657
166,2517
167,2611
168,2684
169,2727
170,2493
171,2587
172,2542
173,2509
174,2567
175,2661
176,2610
177,2561
178,2471
179,2467
180,2566
181,2578
182,2629
183,2627
184,2633
185,2541
186,2588
187,2613
188,2569
189,2466
190,2370
191,2268
192,2192
193,2340
194,2426
195,2507
196,2566
197,2608
198,2559
199,2565
200,2674
