Time_Step,Energy_Consumed
1,370
2,740
3,918
4,1272
5,2178
6,2076
7,2018
8,2027
9,2095
10,1987
11,2074
12,2316
13,2499
14,2437
15,2452
16,2365
17,2262
18,2350
19,2311
20,2188
21,2188
22,2342
23,2251
24,2380
25,2412
26,2507
27,2304
28,2205
29,2165
30,2113
31,2120
32,2219
33,2410
34,2417
35,2467
36,2744
37,3097
38,3013
39,2959
40,3061
41,2816
42,2691
43,2628
44,2586
45,2576
46,2671
47,2814
48,2867
49,2814
50,2672
51,2717
52,2559
53,2542
54,2585
55,2585
56,2588
57,2584
58,2601
59,2673
60,2673
61,2579
62,2587
63,2549
64,2730
65,2827
66,2875
67,2871
68,2812
69,2642
70,2642
71,2788
72,2811
73,2860
74,2919
75,2918
76,2770
77,2703
78,2782
79,2868
80,2825
81,2773
82,2829
83,2831
84,2840
85,2924
86,2968
87,3584
88,3595
89,3384
90,3317
91,3380
92,3205
93,3113
94,3137
95,3164
96,3063
97,3121
98,3159
99,3066
100,3112
101,3343
102,3299
103,3463
104,3511
105,3545
106,3604
107,3818
108,3625
109,3674
110,3545
111,3254
112,3239
113,3234
114,3375
115,3327
116,3322
117,3240
118,3326
119,3170
120,3170
121,3180
122,3180
123,3084
124,3095
125,3095
126,3131
127,3316
128,3316
129,3454
130,3502
131,3524
132,3364
133,3379
134,3393
135,3441
136,3507
137,3435
138,3690
139,3494
140,3490
141,3313
142,3268
143,2955
144,3057
145,3009
146,3104
147,3202
148,3246
149,3139
150,3247
151,3204
152,3203
153,3358
154,3602
155,3552
156,3544
157,3447
158,3399
159,3184
160,3258
161,3356
162,3356
163,3342
164,3315
165,3139
166,3055
167,3106
168,3085
169,3088
170,3273
171,3452
172,3454
173,3478
174,3523
175,3536
176,3378
177,3568
178,3517
179,3546
180,3348
181,3318
182,3209
183,3162
184,3131
185,3229
186,3180
187,3089
188,3176
189,3084
190,3092
191,3133
192,3191
193,3309
194,3397
195,3461
196,3548
197,3638
198,3443
199,3415
200,3331
