Value,Iteration,Seed,Scheduler
4,1,20,1D
6,2,20,1D
7,3,20,1D
8,4,20,1D
10,5,20,1D
13,6,20,1D
18,7,20,1D
22,8,20,1D
22,9,20,1D
0,10,20,1D
4,11,20,1D
5,12,20,1D
6,13,20,1D
13,14,20,1D
16,15,20,1D
20,16,20,1D
21,17,20,1D
23,18,20,1D
25,19,20,1D
0,20,20,1D
4,21,20,1D
7,22,20,1D
7,23,20,1D
9,24,20,1D
10,25,20,1D
10,26,20,1D
12,27,20,1D
15,28,20,1D
17,29,20,1D
0,30,20,1D
1,31,20,1D
2,32,20,1D
3,33,20,1D
5,34,20,1D
7,35,20,1D
11,36,20,1D
12,37,20,1D
12,38,20,1D
13,39,20,1D
0,40,20,1D
1,41,20,1D
2,42,20,1D
4,43,20,1D
6,44,20,1D
6,45,20,1D
6,46,20,1D
11,47,20,1D
13,48,20,1D
13,49,20,1D
0,50,20,1D
1,51,20,1D
3,52,20,1D
3,53,20,1D
5,54,20,1D
6,55,20,1D
8,56,20,1D
11,57,20,1D
15,58,20,1D
17,59,20,1D
0,60,20,1D
2,61,20,1D
5,62,20,1D
5,63,20,1D
9,64,20,1D
12,65,20,1D
14,66,20,1D
16,67,20,1D
16,68,20,1D
20,69,20,1D
0,70,20,1D
2,71,20,1D
2,72,20,1D
3,73,20,1D
7,74,20,1D
9,75,20,1D
12,76,20,1D
12,77,20,1D
15,78,20,1D
15,79,20,1D
0,80,20,1D
2,81,20,1D
3,82,20,1D
3,83,20,1D
3,84,20,1D
5,85,20,1D
7,86,20,1D
8,87,20,1D
11,88,20,1D
13,89,20,1D
0,90,20,1D
2,91,20,1D
2,92,20,1D
3,93,20,1D
4,94,20,1D
4,95,20,1D
7,96,20,1D
9,97,20,1D
10,98,20,1D
11,99,20,1D
0,100,20,1D
1,101,20,1D
2,102,20,1D
6,103,20,1D
9,104,20,1D
11,105,20,1D
14,106,20,1D
15,107,20,1D
18,108,20,1D
18,109,20,1D
0,110,20,1D
8,111,20,1D
11,112,20,1D
12,113,20,1D
13,114,20,1D
15,115,20,1D
17,116,20,1D
19,117,20,1D
22,118,20,1D
24,119,20,1D
0,120,20,1D
2,121,20,1D
3,122,20,1D
4,123,20,1D
6,124,20,1D
7,125,20,1D
9,126,20,1D
9,127,20,1D
10,128,20,1D
10,129,20,1D
0,130,20,1D
1,131,20,1D
2,132,20,1D
4,133,20,1D
7,134,20,1D
9,135,20,1D
11,136,20,1D
11,137,20,1D
12,138,20,1D
13,139,20,1D
0,140,20,1D
2,141,20,1D
3,142,20,1D
4,143,20,1D
8,144,20,1D
10,145,20,1D
11,146,20,1D
13,147,20,1D
16,148,20,1D
16,149,20,1D
0,150,20,1D
1,151,20,1D
1,152,20,1D
2,153,20,1D
5,154,20,1D
10,155,20,1D
10,156,20,1D
10,157,20,1D
11,158,20,1D
12,159,20,1D
0,160,20,1D
0,161,20,1D
3,162,20,1D
4,163,20,1D
7,164,20,1D
7,165,20,1D
7,166,20,1D
9,167,20,1D
11,168,20,1D
13,169,20,1D
0,170,20,1D
2,171,20,1D
3,172,20,1D
5,173,20,1D
8,174,20,1D
9,175,20,1D
13,176,20,1D
13,177,20,1D
15,178,20,1D
20,179,20,1D
0,180,20,1D
0,181,20,1D
4,182,20,1D
6,183,20,1D
7,184,20,1D
11,185,20,1D
13,186,20,1D
14,187,20,1D
16,188,20,1D
19,189,20,1D
0,190,20,1D
2,191,20,1D
4,192,20,1D
4,193,20,1D
4,194,20,1D
8,195,20,1D
13,196,20,1D
17,197,20,1D
18,198,20,1D
22,199,20,1D
0,200,20,1D
4,1,20,4D
6,2,20,4D
7,3,20,4D
8,4,20,4D
10,5,20,4D
13,6,20,4D
18,7,20,4D
22,8,20,4D
22,9,20,4D
0,10,20,4D
4,11,20,4D
5,12,20,4D
6,13,20,4D
13,14,20,4D
16,15,20,4D
20,16,20,4D
21,17,20,4D
23,18,20,4D
25,19,20,4D
0,20,20,4D
4,21,20,4D
7,22,20,4D
7,23,20,4D
9,24,20,4D
10,25,20,4D
10,26,20,4D
12,27,20,4D
15,28,20,4D
17,29,20,4D
0,30,20,4D
1,31,20,4D
2,32,20,4D
3,33,20,4D
5,34,20,4D
7,35,20,4D
11,36,20,4D
12,37,20,4D
12,38,20,4D
13,39,20,4D
0,40,20,4D
1,41,20,4D
2,42,20,4D
4,43,20,4D
6,44,20,4D
6,45,20,4D
6,46,20,4D
11,47,20,4D
13,48,20,4D
13,49,20,4D
0,50,20,4D
1,51,20,4D
3,52,20,4D
3,53,20,4D
5,54,20,4D
6,55,20,4D
8,56,20,4D
11,57,20,4D
15,58,20,4D
17,59,20,4D
0,60,20,4D
2,61,20,4D
5,62,20,4D
5,63,20,4D
9,64,20,4D
12,65,20,4D
14,66,20,4D
16,67,20,4D
16,68,20,4D
20,69,20,4D
0,70,20,4D
2,71,20,4D
2,72,20,4D
3,73,20,4D
7,74,20,4D
9,75,20,4D
12,76,20,4D
12,77,20,4D
15,78,20,4D
15,79,20,4D
0,80,20,4D
2,81,20,4D
3,82,20,4D
3,83,20,4D
3,84,20,4D
5,85,20,4D
7,86,20,4D
8,87,20,4D
11,88,20,4D
13,89,20,4D
0,90,20,4D
2,91,20,4D
2,92,20,4D
3,93,20,4D
4,94,20,4D
4,95,20,4D
7,96,20,4D
9,97,20,4D
