Value,Iteration,Seed,Scheduler
4,1,27,1D
6,2,27,1D
11,3,27,1D
13,4,27,1D
15,5,27,1D
17,6,27,1D
18,7,27,1D
22,8,27,1D
22,9,27,1D
0,10,27,1D
2,11,27,1D
4,12,27,1D
4,13,27,1D
6,14,27,1D
10,15,27,1D
10,16,27,1D
11,17,27,1D
16,18,27,1D
19,19,27,1D
0,20,27,1D
1,21,27,1D
2,22,27,1D
3,23,27,1D
3,24,27,1D
6,25,27,1D
9,26,27,1D
12,27,27,1D
12,28,27,1D
12,29,27,1D
0,30,27,1D
1,31,27,1D
3,32,27,1D
4,33,27,1D
7,34,27,1D
9,35,27,1D
11,36,27,1D
11,37,27,1D
14,38,27,1D
17,39,27,1D
0,40,27,1D
0,41,27,1D
2,42,27,1D
3,43,27,1D
4,44,27,1D
4,45,27,1D
5,46,27,1D
8,47,27,1D
11,48,27,1D
13,49,27,1D
0,50,27,1D
0,51,27,1D
2,52,27,1D
8,53,27,1D
10,54,27,1D
10,55,27,1D
11,56,27,1D
13,57,27,1D
16,58,27,1D
17,59,27,1D
0,60,27,1D
1,61,27,1D
2,62,27,1D
3,63,27,1D
3,64,27,1D
3,65,27,1D
4,66,27,1D
5,67,27,1D
6,68,27,1D
7,69,27,1D
0,70,27,1D
0,71,27,1D
2,72,27,1D
3,73,27,1D
4,74,27,1D
6,75,27,1D
8,76,27,1D
9,77,27,1D
10,78,27,1D
13,79,27,1D
0,80,27,1D
0,81,27,1D
2,82,27,1D
7,83,27,1D
10,84,27,1D
11,85,27,1D
15,86,27,1D
16,87,27,1D
18,88,27,1D
19,89,27,1D
0,90,27,1D
2,91,27,1D
6,92,27,1D
6,93,27,1D
9,94,27,1D
9,95,27,1D
11,96,27,1D
12,97,27,1D
15,98,27,1D
18,99,27,1D
0,100,27,1D
2,101,27,1D
2,102,27,1D
4,103,27,1D
5,104,27,1D
8,105,27,1D
10,106,27,1D
11,107,27,1D
12,108,27,1D
14,109,27,1D
0,110,27,1D
1,111,27,1D
3,112,27,1D
4,113,27,1D
7,114,27,1D
9,115,27,1D
11,116,27,1D
14,117,27,1D
19,118,27,1D
20,119,27,1D
0,120,27,1D
3,121,27,1D
5,122,27,1D
9,123,27,1D
10,124,27,1D
11,125,27,1D
13,126,27,1D
16,127,27,1D
16,128,27,1D
17,129,27,1D
0,130,27,1D
0,131,27,1D
2,132,27,1D
4,133,27,1D
7,134,27,1D
9,135,27,1D
12,136,27,1D
14,137,27,1D
16,138,27,1D
18,139,27,1D
0,140,27,1D
2,141,27,1D
3,142,27,1D
4,143,27,1D
10,144,27,1D
13,145,27,1D
17,146,27,1D
20,147,27,1D
23,148,27,1D
24,149,27,1D
0,150,27,1D
5,151,27,1D
8,152,27,1D
11,153,27,1D
12,154,27,1D
13,155,27,1D
17,156,27,1D
19,157,27,1D
20,158,27,1D
20,159,27,1D
0,160,27,1D
2,161,27,1D
7,162,27,1D
10,163,27,1D
14,164,27,1D
15,165,27,1D
18,166,27,1D
21,167,27,1D
25,168,27,1D
27,169,27,1D
0,170,27,1D
4,171,27,1D
10,172,27,1D
11,173,27,1D
12,174,27,1D
12,175,27,1D
14,176,27,1D
15,177,27,1D
16,178,27,1D
17,179,27,1D
0,180,27,1D
1,181,27,1D
6,182,27,1D
7,183,27,1D
11,184,27,1D
14,185,27,1D
20,186,27,1D
23,187,27,1D
23,188,27,1D
26,189,27,1D
0,190,27,1D
2,191,27,1D
3,192,27,1D
5,193,27,1D
7,194,27,1D
7,195,27,1D
7,196,27,1D
9,197,27,1D
10,198,27,1D
12,199,27,1D
0,200,27,1D
4,1,27,4D
6,2,27,4D
11,3,27,4D
13,4,27,4D
15,5,27,4D
17,6,27,4D
18,7,27,4D
22,8,27,4D
22,9,27,4D
0,10,27,4D
2,11,27,4D
4,12,27,4D
4,13,27,4D
6,14,27,4D
10,15,27,4D
10,16,27,4D
11,17,27,4D
16,18,27,4D
19,19,27,4D
0,20,27,4D
1,21,27,4D
2,22,27,4D
3,23,27,4D
3,24,27,4D
6,25,27,4D
