Time_Step,Energy_Consumed
1,60456
2,60556
3,60601
4,60868
5,61017
6,60961
7,60861
8,60852
9,60779
10,60725
11,60817
12,60900
13,60968
14,60824
15,60917
16,60825
17,60874
18,60893
19,60974
20,60932
21,61018
22,61037
23,61070
24,61168
25,61096
26,61201
27,61185
28,61029
29,60990
30,60968
31,60914
32,60977
33,61062
34,61007
35,61043
36,61019
37,60874
38,60890
39,60755
40,60887
41,60774
42,60794
43,60927
44,61069
45,60994
46,60994
47,60967
48,60821
49,60723
50,60857
51,60910
52,60908
53,60913
54,60959
55,60733
56,60680
57,60772
58,60730
59,60668
60,60667
61,60777
62,60731
63,60733
64,60749
65,60831
66,60770
67,60680
68,60774
69,60823
70,60786
71,60937
72,61027
73,60991
74,61023
75,61068
76,61000
77,61102
78,61089
79,61049
80,60907
81,60922
82,60772
83,60909
84,61027
85,61071
86,61079
87,61037
88,60944
89,60844
90,60934
91,60881
92,61026
93,61070
94,61120
95,60986
96,61072
97,60927
98,60781
99,60826
100,60871
101,60821
102,60911
103,61080
104,60938
105,61036
106,61132
107,61087
108,60878
109,60822
110,60679
111,60681
112,60730
113,60822
114,60907
115,60991
116,60755
117,60714
118,60726
119,60693
120,60697
121,60741
122,60732
123,60628
124,60684
125,60740
126,60696
127,60797
128,60853
129,60791
130,60705
131,60817
132,60771
133,60759
134,60809
135,60889
136,60925
137,60826
138,60831
139,60735
140,60597
141,60649
142,60755
143,60706
144,60750
145,60846
146,60694
147,60588
148,60704
149,60720
150,60719
151,60771
152,60820
153,60869
154,60906
155,60860
156,60856
157,60899
158,60780
159,60842
160,60891
161,60880
162,60926
163,60880
164,60766
165,60727
166,60735
167,60650
168,60695
169,60841
170,60835
171,60893
172,60972
173,61105
174,61055
175,61097
176,61094
177,61055
178,60926
179,60833
180,60840
181,60786
182,60824
183,60913
184,60914
185,60812
186,60824
187,60786
188,60754
189,60798
190,60901
191,60795
192,60744
193,60739
194,60692
195,60669
196,60669
197,60668
198,60613
199,60644
200,60608
