Time_Step,Energy_Consumed
1,60495
2,60587
3,60777
4,60826
5,60826
6,60731
7,60734
8,60637
9,60694
10,60802
11,60899
12,60804
13,60836
14,60821
15,60847
16,60750
17,60861
18,60812
19,60876
20,60822
21,61015
22,60957
23,61123
24,61203
25,61305
26,61270
27,61316
28,61124
29,61176
30,61030
31,61053
32,61100
33,61201
34,61110
35,61257
36,61076
37,61027
38,60876
39,60798
40,60655
41,60727
42,60679
43,60812
44,60694
45,60748
46,60764
47,60808
48,60865
49,60901
50,60807
51,60797
52,60843
53,60801
54,60837
55,60939
56,60960
57,60874
58,60913
59,60938
60,61019
61,61102
62,61119
63,61126
64,61131
65,61094
66,60956
67,60977
68,60829
69,60828
70,60818
71,60907
72,60922
73,61023
74,60966
75,61009
76,60926
77,60820
78,60773
79,60773
80,60840
81,60883
82,61000
83,60949
84,60941
85,60807
86,60714
87,60657
88,60759
89,60797
90,60737
91,60856
92,60931
93,60961
94,60977
95,60974
96,61032
97,61038
98,60916
99,60975
100,60973
101,60836
102,60851
103,60873
104,60963
105,61037
106,61045
107,61045
108,61110
109,60929
110,60808
111,60804
112,60745
113,60752
114,60841
115,60934
116,61041
117,61039
118,60922
119,60828
120,60794
121,60749
122,60698
123,60712
124,60679
125,60656
126,60648
127,60604
128,60704
129,60774
130,60781
131,60724
132,60903
133,60753
134,60663
135,60819
136,60874
137,60786
138,60998
139,61042
140,61069
141,61126
142,61081
143,61018
144,61021
145,60955
146,60938
147,60892
148,60888
149,60894
150,60780
151,60721
152,60763
153,60667
154,60614
155,60760
156,60683
157,60872
158,60867
159,61015
160,60934
161,60992
162,60814
163,60819
164,60807
165,60831
166,60854
167,60893
168,60956
169,60953
170,60867
171,61086
172,61096
173,61033
174,60943
175,60894
176,60816
177,60763
178,60758
179,60753
180,60797
181,60668
182,60661
183,60757
184,60869
185,60927
186,60925
187,61016
188,61006
189,60892
190,60929
191,60887
192,60855
193,60865
194,60829
195,60859
196,60907
197,60989
198,61158
199,61158
200,61042
