Time_Step,Energy_Consumed
1,60537
2,60645
3,60743
4,60847
5,60900
6,60954
7,60894
8,60884
9,60903
10,60977
11,60786
12,60946
13,61043
14,60920
15,60885
16,61027
17,60867
18,60774
19,60862
20,60770
21,60769
22,60861
23,60810
24,60879
25,61025
26,60933
27,61014
28,61082
29,61083
30,60988
31,60986
32,60818
33,60830
34,60718
35,60667
36,60850
37,61125
38,61096
39,61050
40,61070
41,61064
42,60785
43,60785
44,60881
45,61014
46,60790
47,60741
48,60745
49,60893
50,60740
51,60970
52,61021
53,61026
54,60841
55,60941
56,60898
57,60847
58,60924
59,60914
60,60952
61,60909
62,60909
63,60869
64,60969
65,60876
66,60775
67,60925
68,60889
69,60740
70,60784
71,60841
72,60836
73,60817
74,61016
75,61011
76,61053
77,61004
78,61060
79,61012
80,60928
81,60881
82,60834
83,60777
84,60749
85,60840
86,60745
87,60878
88,60845
89,60911
90,60966
91,61062
92,61033
93,61180
94,61179
95,61122
96,61203
97,61050
98,60948
99,60862
100,60773
101,60645
102,60742
103,60743
104,60641
105,60832
106,60826
107,60821
108,60813
109,60994
110,60897
111,60948
112,61008
113,60970
114,60894
115,60845
116,60799
117,60692
118,60768
119,60760
120,60792
121,60841
122,61018
123,61110
124,61170
125,61251
126,61286
127,61161
128,61080
129,61015
130,60949
131,60971
132,60969
133,60982
134,60976
135,60884
136,60730
137,60780
138,60631
139,60594
140,60772
141,60950
142,61023
143,61115
144,61109
145,61068
146,60983
147,60863
148,60962
149,61070
150,61063
151,61046
152,60948
153,60892
154,60828
155,60853
156,60777
157,60827
158,60836
159,60777
160,60681
161,60878
162,60872
163,60821
164,60793
165,60813
166,60922
167,60934
168,60935
169,60984
170,61126
171,60957
172,60945
173,60896
174,60847
175,60662
176,60617
177,60573
178,60621
179,60744
180,60865
181,60860
182,60909
183,60953
184,60922
185,60806
186,60827
187,61026
188,61115
189,61114
190,61119
191,61161
192,61119
193,60980
194,61082
195,61085
196,61037
197,60971
198,61037
199,60844
200,60844
