Time_Step,Energy_Consumed
1,60600
2,60643
3,60786
4,60786
5,60965
6,60765
7,60820
8,60881
9,60881
10,60909
11,61056
12,60958
13,60803
14,60977
15,60770
16,60672
17,60835
18,60835
19,60746
20,60834
21,60922
22,60895
23,60846
24,60905
25,60921
26,60833
27,60791
28,60905
29,60860
30,60756
31,60859
32,60894
33,60879
34,60839
35,60839
36,60774
37,60774
38,60719
39,60710
40,60756
41,60709
42,60677
43,60772
44,61003
45,61006
46,61110
47,61133
48,61156
49,60875
50,60914
51,60916
52,60840
53,60819
54,60868
55,60983
56,60883
57,60982
58,60921
59,60917
60,60758
61,60765
62,60877
63,60892
64,60964
65,61023
66,61087
67,60917
68,60880
69,60763
70,60660
71,60587
72,60596
73,60593
74,60755
75,60954
76,61045
77,61186
78,61177
79,61165
80,61115
81,61080
82,60845
83,60955
84,60848
85,60859
86,60850
87,60957
88,60898
89,60899
90,60782
91,60786
92,60780
93,60820
94,60776
95,60826
96,60791
97,60690
98,60708
99,60823
100,60822
101,60808
102,60854
103,60839
104,60919
105,60876
106,60912
107,60973
108,60922
109,60776
110,60872
111,60834
112,60832
113,60841
114,60984
115,61123
116,61272
117,61167
118,61155
119,61194
120,61056
121,60943
122,60983
123,60995
124,60823
125,60774
126,60835
127,60843
128,60842
129,60783
130,60686
131,60670
132,60773
133,60725
134,60864
135,61001
136,61025
137,60874
138,60825
139,60735
140,60740
141,60650
142,60650
143,60842
144,61039
145,60995
146,61072
147,61172
148,61008
149,60864
150,60931
151,60848
152,60748
153,60764
154,60712
155,60595
156,60677
157,60743
158,60752
159,60802
160,60863
161,60826
162,60852
163,60854
164,60843
165,60936
166,60887
167,60795
168,60937
169,60897
170,60881
171,60964
172,60994
173,60846
174,60841
175,60655
176,60576
177,60574
178,60525
179,60572
180,60680
181,60711
182,60724
183,60867
184,60825
185,60717
186,60725
187,60732
188,60735
189,60726
190,60726
191,60773
192,60822
193,60816
194,60917
195,60977
196,60838
197,60741
198,60723
199,60582
200,60566
