Time_Step,Energy_Consumed
1,60536
2,60778
3,60827
4,60882
5,61020
6,60928
7,60686
8,60688
9,60862
10,60814
11,60856
12,60903
13,60894
14,60797
15,60751
16,60819
17,60821
18,60822
19,60717
20,60673
21,60610
22,60610
23,60611
24,60727
25,60839
26,60997
27,60997
28,61032
29,60998
30,61020
31,60870
32,61043
33,61062
34,61139
35,61057
36,60958
37,60795
38,60870
39,60794
40,60783
41,60824
42,60765
43,60641
44,60576
45,60584
46,60593
47,60730
48,60776
49,60832
50,60922
51,60924
52,60966
53,60963
54,60984
55,60886
56,60924
57,60797
58,60923
59,60900
60,60902
61,60914
62,61006
63,60829
64,60821
65,61013
66,61051
67,60907
68,60919
69,61027
70,60984
71,60844
72,60892
73,60888
74,60779
75,60587
76,60778
77,60888
78,61008
79,60918
80,60969
81,60962
82,60918
83,60843
84,60843
85,60885
86,60701
87,60687
88,60593
89,60740
90,60784
91,60876
92,60825
93,61034
94,60937
95,61032
96,61030
97,61072
98,60912
99,61059
100,60827
101,60938
102,60973
103,61059
104,60911
105,61048
106,60958
107,60925
108,60842
109,60793
110,60704
111,60750
112,60794
113,60742
114,60742
115,60737
116,60752
117,60664
118,60749
119,60949
120,60906
121,60772
122,60866
123,60871
124,60723
125,60909
126,60975
127,61019
128,60929
129,60981
130,60945
131,61147
132,61005
133,61053
134,61110
135,60960
136,60684
137,60732
138,60836
139,60803
140,60903
141,61009
142,60962
143,60863
144,60964
145,61010
146,60917
147,60965
148,61126
149,60997
150,61044
151,61203
152,61405
153,61332
154,61516
155,61323
156,61165
157,60917
158,60869
159,60585
160,60628
161,60723
162,60790
163,60745
164,60814
165,60771
166,60790
167,60871
168,60956
169,60935
170,61135
171,61124
172,61022
173,61075
174,61115
175,60959
176,60856
177,60987
178,60898
179,60896
180,60984
181,60989
182,60857
183,60849
184,60801
185,60768
186,60814
187,60794
188,60705
189,60865
190,60864
191,60857
192,60828
193,60931
194,60781
195,60855
196,60856
197,60812
198,60865
199,60956
200,60784
