Time_Step,Energy_Consumed
1,60446
2,60540
3,60732
4,60819
5,60875
6,60923
7,60879
8,60731
9,60693
10,60786
11,60831
12,60875
13,60956
14,61014
15,60969
16,60963
17,60918
18,60931
19,60959
20,60899
21,60946
22,60985
23,60938
24,60847
25,60803
26,60667
27,60623
28,60603
29,60658
30,60702
31,60658
32,60614
33,60583
34,60533
35,60590
36,60719
37,60807
38,60867
39,60966
40,61078
41,61109
42,61104
43,61053
44,60905
45,60788
46,60688
47,60605
48,60646
49,60731
50,60772
51,60810
52,60917
53,60827
54,60791
55,60700
56,60651
57,60593
58,60593
59,60726
60,60754
61,60753
62,60750
63,60843
64,60756
65,60682
66,60634
67,60680
68,60671
69,60576
70,60576
71,60726
72,60726
73,60739
74,60936
75,61031
76,60959
77,61056
78,61002
79,60902
80,60949
81,61019
82,61016
83,61325
84,61311
85,61250
86,61145
87,61002
88,60696
89,60795
90,60759
91,60760
92,60853
93,60855
94,60821
95,60776
96,60785
97,60698
98,60699
99,60649
100,60744
101,60735
102,60793
103,60838
104,60885
105,60790
106,60798
107,60792
108,60750
109,60803
110,60803
111,60795
112,60694
113,60685
114,60622
115,60728
116,60724
117,60826
118,60895
119,60901
120,60968
121,60969
122,60919
123,60849
124,60857
125,60824
126,60783
127,60731
128,60792
129,60784
130,60740
131,60825
132,60973
133,60967
134,60826
135,60774
136,60735
137,60587
138,60578
139,60627
140,60709
141,60710
142,60851
143,60814
144,60900
145,60823
146,60866
147,60763
148,60758
149,60717
150,60710
151,60663
152,60625
153,60814
154,60790
155,60748
156,60856
157,60912
158,60729
159,60746
160,60789
161,60776
162,60948
163,60949
164,60948
165,60964
166,60879
167,60679
168,60757
169,60729
170,60776
171,60775
172,60840
173,60754
174,60749
175,60643
176,60717
177,60672
178,60769
179,60716
180,60818
181,60837
182,61016
183,61003
184,61052
185,61040
186,60985
187,60846
188,60806
189,60852
190,60857
191,60816
192,60771
193,60735
194,60786
195,60804
196,60755
197,60753
198,60789
199,60687
200,60574
