Time_Step,Energy_Consumed
1,60488
2,60583
3,60760
4,60860
5,61006
6,60964
7,60974
8,61053
9,61046
10,60953
11,61063
12,61004
13,60795
14,60800
15,60840
16,60776
17,60801
18,60798
19,60852
20,60801
21,60851
22,60901
23,60857
24,60803
25,60866
26,60876
27,60897
28,60973
29,61071
30,61012
31,60993
32,60944
33,60868
34,60773
35,60773
36,60862
37,60769
38,60958
39,60944
40,61046
41,60927
42,60969
43,60880
44,60835
45,60733
46,60736
47,60890
48,60905
49,60957
50,60911
51,60805
52,60609
53,60539
54,60503
55,60548
56,60548
57,60548
58,60503
59,60586
60,60541
61,60752
62,60796
63,60986
64,60975
65,61083
66,60957
67,61105
68,61063
69,60976
70,60920
71,60884
72,60692
73,60679
74,60787
75,60827
76,60903
77,61079
78,61098
79,61083
80,61129
81,61055
82,60927
83,60828
84,60692
85,60554
86,60597
87,60590
88,60535
89,60628
90,60628
91,60534
92,60585
93,60720
94,60760
95,60852
96,60948
97,61008
98,60917
99,60948
100,60946
101,60982
102,60908
103,60952
104,60824
105,60866
106,60833
107,60755
108,60859
109,60823
110,60791
111,60740
112,60760
113,60704
114,60830
115,60911
116,60907
117,60932
118,60886
119,60940
120,60817
121,60932
122,61031
123,61035
124,60855
125,60930
126,60861
127,60827
128,60777
129,60885
130,61073
131,61027
132,61086
133,61211
134,61208
135,60887
136,61100
137,61039
138,60914
139,60851
140,61001
141,60788
142,60729
143,60793
144,60779
145,60682
146,60682
147,60810
148,60913
149,61020
150,61008
151,61261
152,61128
153,61057
154,61097
155,61290
156,61096
157,61143
158,61142
159,61009
160,60886
161,60810
162,60808
163,60815
164,60773
165,60705
166,60812
167,60915
168,60860
169,60906
170,60959
171,60972
172,60921
173,60958
174,61051
175,61003
176,60952
177,60855
178,60864
179,60769
180,60770
181,60826
182,60782
183,60645
184,60737
185,60688
186,60594
187,60688
188,60732
189,60696
190,60789
191,60731
192,60637
193,60733
194,60777
195,60857
196,60961
197,61053
198,61024
199,60975
200,60851
