Node,Pod,CPU,Memory,Disk,Network,Node_Energy_Consumed,Energy_Consumed,Seed,Scheduler
10,1,9.43,9.97,29.89,20.65,162.0,503069.0,7,batch_bin_packing__Defult.py
11,1,30.93,11.45,8.52,23.12,193.0,503069.0,7,batch_bin_packing__Defult.py
12,1,15.59,3.4,25.11,24.37,178.0,503069.0,7,batch_bin_packing__Defult.py
1,1,33.79,37.52,6.2,10.98,218.0,308533.0,8,batch_bin_packing__1D.py
1,2,33.19,9.93,0.2,7.64,218.0,308533.0,8,batch_bin_packing__1D.py
1,3,9.69,23.14,8.72,37.88,218.0,308533.0,8,batch_bin_packing__1D.py
2,1,32.4,27.91,10.43,14.02,203.0,308533.0,8,batch_bin_packing__1D.py
2,2,30.23,31.54,6.13,5.21,203.0,308533.0,8,batch_bin_packing__1D.py
2,3,15.43,10.73,37.72,27.57,203.0,308533.0,8,batch_bin_packing__1D.py
2,4,1.86,6.21,23.45,19.66,203.0,308533.0,8,batch_bin_packing__1D.py
3,1,28.31,4.75,29.97,20.51,215.0,308533.0,8,batch_bin_packing__1D.py
3,2,26.6,23.22,3.48,13.22,215.0,308533.0,8,batch_bin_packing__1D.py
3,3,20.81,30.44,4.41,11.61,215.0,308533.0,8,batch_bin_packing__1D.py
3,4,1.55,21.03,3.5,6.89,215.0,308533.0,8,batch_bin_packing__1D.py
4,1,19.3,8.51,21.83,8.98,203.0,308533.0,8,batch_bin_packing__1D.py
4,2,19.02,25.34,28.7,26.07,203.0,308533.0,8,batch_bin_packing__1D.py
4,3,15.07,33.26,10.88,14.06,203.0,308533.0,8,batch_bin_packing__1D.py
5,1,3.59,24.3,2.92,8.5,180.0,308533.0,8,batch_bin_packing__1D.py
5,2,2.17,0.84,6.1,39.3,180.0,308533.0,8,batch_bin_packing__1D.py
1,1,19.02,25.34,28.7,26.07,208.0,255834.0,8,batch_bin_packing__4D.py
1,2,15.43,10.73,37.72,27.57,208.0,255834.0,8,batch_bin_packing__4D.py
1,3,33.79,37.52,6.2,10.98,208.0,255834.0,8,batch_bin_packing__4D.py
2,1,32.4,27.91,10.43,14.02,221.0,255834.0,8,batch_bin_packing__4D.py
2,2,28.31,4.75,29.97,20.51,221.0,255834.0,8,batch_bin_packing__4D.py
2,3,9.69,23.14,8.72,37.88,221.0,255834.0,8,batch_bin_packing__4D.py
2,4,1.55,21.03,3.5,6.89,221.0,255834.0,8,batch_bin_packing__4D.py
3,1,15.07,33.26,10.88,14.06,210.0,255834.0,8,batch_bin_packing__4D.py
3,2,30.23,31.54,6.13,5.21,210.0,255834.0,8,batch_bin_packing__4D.py
3,3,19.3,8.51,21.83,8.98,210.0,255834.0,8,batch_bin_packing__4D.py
3,4,1.86,6.21,23.45,19.66,210.0,255834.0,8,batch_bin_packing__4D.py
4,1,20.81,30.44,4.41,11.61,208.0,255834.0,8,batch_bin_packing__4D.py
4,2,26.6,23.22,3.48,13.22,208.0,255834.0,8,batch_bin_packing__4D.py
4,3,2.17,0.84,6.1,39.3,208.0,255834.0,8,batch_bin_packing__4D.py
4,4,3.59,24.3,2.92,8.5,208.0,255834.0,8,batch_bin_packing__4D.py
5,1,33.19,9.93,0.2,7.64,186.0,255834.0,8,batch_bin_packing__4D.py
1,1,1.55,21.03,3.5,6.89,177.0,524250.0,8,batch_bin_packing__Defult.py
2,1,19.3,8.51,21.83,8.98,178.0,524250.0,8,batch_bin_packing__Defult.py
3,1,2.17,0.84,6.1,39.3,161.0,524250.0,8,batch_bin_packing__Defult.py
4,1,33.19,9.93,0.2,7.64,186.0,524250.0,8,batch_bin_packing__Defult.py
1,1,37.84,23.79,1.77,26.61,219.0,301145.0,9,batch_bin_packing__1D.py
1,2,36.08,28.57,17.36,14.12,219.0,301145.0,9,batch_bin_packing__1D.py
1,3,4.47,10.78,39.97,8.84,219.0,301145.0,9,batch_bin_packing__1D.py
2,1,34.2,37.12,30.76,34.72,211.0,301145.0,9,batch_bin_packing__1D.py
2,2,32.06,29.36,0.76,24.27,211.0,301145.0,9,batch_bin_packing__1D.py
3,1,29.15,9.29,19.64,17.56,219.0,301145.0,9,batch_bin_packing__1D.py
3,2,27.07,13.72,38.34,7.24,219.0,301145.0,9,batch_bin_packing__1D.py
3,3,17.08,29.71,8.92,16.21,219.0,301145.0,9,batch_bin_packing__1D.py
4,1,26.11,20.79,33.01,16.81,191.0,301145.0,9,batch_bin_packing__1D.py
4,2,20.57,36.25,34.14,15.78,191.0,301145.0,9,batch_bin_packing__1D.py
5,1,20.51,31.69,34.34,5.46,178.0,301145.0,9,batch_bin_packing__1D.py
5,2,18.56,12.25,38.35,25.57,178.0,301145.0,9,batch_bin_packing__1D.py
6,1,11.8,38.79,28.43,7.13,197.0,301145.0,9,batch_bin_packing__1D.py
6,2,9.96,21.65,21.55,27.86,197.0,301145.0,9,batch_bin_packing__1D.py
6,3,3.86,14.41,17.41,7.75,197.0,301145.0,9,batch_bin_packing__1D.py
7,1,8.9,29.26,26.23,27.2,199.0,301145.0,9,batch_bin_packing__1D.py
7,2,3.82,36.65,18.05,7.94,199.0,301145.0,9,batch_bin_packing__1D.py
1,1,34.2,37.12,30.76,34.72,197.0,286191.0,9,batch_bin_packing__4D.py
1,2,20.57,36.25,34.14,15.78,197.0,286191.0,9,batch_bin_packing__4D.py
2,1,26.11,20.79,33.01,16.81,203.0,286191.0,9,batch_bin_packing__4D.py
2,2,36.08,28.57,17.36,14.12,203.0,286191.0,9,batch_bin_packing__4D.py
2,3,8.9,29.26,26.23,27.2,203.0,286191.0,9,batch_bin_packing__4D.py
3,1,18.56,12.25,38.35,25.57,213.0,286191.0,9,batch_bin_packing__4D.py
3,2,20.51,31.69,34.34,5.46,213.0,286191.0,9,batch_bin_packing__4D.py
3,3,37.84,23.79,1.77,26.61,213.0,286191.0,9,batch_bin_packing__4D.py
4,1,32.06,29.36,0.76,24.27,203.0,286191.0,9,batch_bin_packing__4D.py
4,2,27.07,13.72,38.34,7.24,203.0,286191.0,9,batch_bin_packing__4D.py
4,3,9.96,21.65,21.55,27.86,203.0,286191.0,9,batch_bin_packing__4D.py
4,4,3.86,14.41,17.41,7.75,203.0,286191.0,9,batch_bin_packing__4D.py
5,1,11.8,38.79,28.43,7.13,210.0,286191.0,9,batch_bin_packing__4D.py
5,2,29.15,9.29,19.64,17.56,210.0,286191.0,9,batch_bin_packing__4D.py
5,3,17.08,29.71,8.92,16.21,210.0,286191.0,9,batch_bin_packing__4D.py
6,1,3.82,36.65,18.05,7.94,180.0,286191.0,9,batch_bin_packing__4D.py
6,2,4.47,10.78,39.97,8.84,180.0,286191.0,9,batch_bin_packing__4D.py
2,1,20.51,31.69,34.34,5.46,154.0,588556.0,9,batch_bin_packing__Defult.py
3,1,27.07,13.72,38.34,7.24,184.0,588556.0,9,batch_bin_packing__Defult.py
5,1,11.8,38.79,28.43,7.13,179.0,588556.0,9,batch_bin_packing__Defult.py
6,1,3.86,14.41,17.41,7.75,177.0,588556.0,9,batch_bin_packing__Defult.py
7,1,4.47,10.78,39.97,8.84,176.0,588556.0,9,batch_bin_packing__Defult.py
8,1,9.96,21.65,21.55,27.86,178.0,588556.0,9,batch_bin_packing__Defult.py
9,1,32.06,29.36,0.76,24.27,193.0,588556.0,9,batch_bin_packing__Defult.py
10,1,37.84,23.79,1.77,26.61,193.0,588556.0,9,batch_bin_packing__Defult.py
1,1,36.06,19.32,16.07,28.33,213.0,293152.0,10,batch_bin_packing__1D.py
1,2,34.66,3.89,22.31,1.52,213.0,293152.0,10,batch_bin_packing__1D.py
1,3,3.67,24.18,35.86,31.72,213.0,293152.0,10,batch_bin_packing__1D.py
1,4,2.27,21.3,3.04,3.94,213.0,293152.0,10,batch_bin_packing__1D.py
2,1,34.45,9.27,17.66,9.7,221.0,293152.0,10,batch_bin_packing__1D.py
2,2,30.53,37.96,21.89,26.45,221.0,293152.0,10,batch_bin_packing__1D.py
2,3,14.74,27.71,16.09,37.19,221.0,293152.0,10,batch_bin_packing__1D.py
3,1,28.3,10.18,9.7,12.82,217.0,293152.0,10,batch_bin_packing__1D.py
3,2,24.83,25.25,3.56,36.25,217.0,293152.0,10,batch_bin_packing__1D.py
3,3,22.33,4.33,17.43,4.5,217.0,293152.0,10,batch_bin_packing__1D.py
3,4,2.51,27.19,2.56,9.37,217.0,293152.0,10,batch_bin_packing__1D.py
4,1,22.81,4.71,29.43,35.1,205.0,293152.0,10,batch_bin_packing__1D.py
4,2,22.17,7.59,22.67,33.2,205.0,293152.0,10,batch_bin_packing__1D.py
4,3,12.74,17.81,17.7,6.56,205.0,293152.0,10,batch_bin_packing__1D.py
5,1,16.54,18.54,9.96,33.53,181.0,293152.0,10,batch_bin_packing__1D.py
5,2,9.62,30.86,18.31,4.16,181.0,293152.0,10,batch_bin_packing__1D.py
1,1,30.53,37.96,21.89,26.45,219.0,283105.0,10,batch_bin_packing__4D.py
1,2,36.06,19.32,16.07,28.33,219.0,283105.0,10,batch_bin_packing__4D.py
1,3,12.74,17.81,17.7,6.56,219.0,283105.0,10,batch_bin_packing__4D.py
2,1,14.74,27.71,16.09,37.19,227.0,283105.0,10,batch_bin_packing__4D.py
2,2,3.67,24.18,35.86,31.72,227.0,283105.0,10,batch_bin_packing__4D.py
2,3,34.45,9.27,17.66,9.7,227.0,283105.0,10,batch_bin_packing__4D.py
3,1,22.81,4.71,29.43,35.1,227.0,283105.0,10,batch_bin_packing__4D.py
3,2,24.83,25.25,3.56,36.25,227.0,283105.0,10,batch_bin_packing__4D.py
3,3,9.62,30.86,18.31,4.16,227.0,283105.0,10,batch_bin_packing__4D.py
4,1,22.17,7.59,22.67,33.2,219.0,283105.0,10,batch_bin_packing__4D.py
4,2,16.54,18.54,9.96,33.53,219.0,283105.0,10,batch_bin_packing__4D.py
4,3,34.66,3.89,22.31,1.52,219.0,283105.0,10,batch_bin_packing__4D.py
4,4,2.51,27.19,2.56,9.37,219.0,283105.0,10,batch_bin_packing__4D.py
5,1,28.3,10.18,9.7,12.82,188.0,283105.0,10,batch_bin_packing__4D.py
5,2,22.33,4.33,17.43,4.5,188.0,283105.0,10,batch_bin_packing__4D.py
5,3,2.27,21.3,3.04,3.94,188.0,283105.0,10,batch_bin_packing__4D.py
1,1,16.54,18.54,9.96,33.53,182.0,531371.0,10,batch_bin_packing__Defult.py
2,1,36.06,19.32,16.07,28.33,187.0,531371.0,10,batch_bin_packing__Defult.py
3,1,24.83,25.25,3.56,36.25,182.0,531371.0,10,batch_bin_packing__Defult.py
4,1,22.81,4.71,29.43,35.1,178.0,531371.0,10,batch_bin_packing__Defult.py
5,1,12.74,17.81,17.7,6.56,176.0,531371.0,10,batch_bin_packing__Defult.py
6,1,2.51,27.19,2.56,9.37,177.0,531371.0,10,batch_bin_packing__Defult.py
7,1,9.62,30.86,18.31,4.16,179.0,531371.0,10,batch_bin_packing__Defult.py
8,1,3.67,24.18,35.86,31.72,177.0,531371.0,10,batch_bin_packing__Defult.py
1,1,39.02,11.43,39.39,26.88,180.0,318993.0,11,batch_bin_packing__1D.py
1,2,30.8,20.3,15.99,25.79,180.0,318993.0,11,batch_bin_packing__1D.py
2,1,27.39,7.61,32.99,24.71,219.0,318993.0,11,batch_bin_packing__1D.py
2,2,27.0,33.67,15.61,12.81,219.0,318993.0,11,batch_bin_packing__1D.py
2,3,21.45,5.31,1.13,30.12,219.0,318993.0,11,batch_bin_packing__1D.py
2,4,3.78,13.02,19.81,6.89,219.0,318993.0,11,batch_bin_packing__1D.py
3,1,26.22,2.0,6.77,21.49,213.0,318993.0,11,batch_bin_packing__1D.py
3,2,25.77,5.52,38.63,1.31,213.0,318993.0,11,batch_bin_packing__1D.py
3,3,25.65,28.14,25.56,0.23,213.0,318993.0,11,batch_bin_packing__1D.py
4,1,18.2,12.77,32.93,27.22,197.0,318993.0,11,batch_bin_packing__1D.py
4,2,15.32,15.1,26.7,31.81,197.0,318993.0,11,batch_bin_packing__1D.py
5,1,13.34,5.31,15.46,39.62,185.0,318993.0,11,batch_bin_packing__1D.py
5,2,13.31,22.92,29.43,31.19,185.0,318993.0,11,batch_bin_packing__1D.py
6,1,11.83,32.35,39.38,11.4,199.0,318993.0,11,batch_bin_packing__1D.py
6,2,11.77,26.04,19.55,27.16,199.0,318993.0,11,batch_bin_packing__1D.py
7,1,8.96,19.15,39.67,22.76,175.0,318993.0,11,batch_bin_packing__1D.py
1,1,39.02,11.43,39.39,26.88,214.0,318445.0,11,batch_bin_packing__4D.py
1,2,13.31,22.92,29.43,31.19,214.0,318445.0,11,batch_bin_packing__4D.py
1,3,26.22,2.0,6.77,21.49,214.0,318445.0,11,batch_bin_packing__4D.py
2,1,11.83,32.35,39.38,11.4,208.0,318445.0,11,batch_bin_packing__4D.py
2,2,30.8,20.3,15.99,25.79,208.0,318445.0,11,batch_bin_packing__4D.py
2,3,11.77,26.04,19.55,27.16,208.0,318445.0,11,batch_bin_packing__4D.py
3,1,27.39,7.61,32.99,24.71,197.0,318445.0,11,batch_bin_packing__4D.py
3,2,18.2,12.77,32.93,27.22,197.0,318445.0,11,batch_bin_packing__4D.py
4,1,8.96,19.15,39.67,22.76,195.0,318445.0,11,batch_bin_packing__4D.py
4,2,27.0,33.67,15.61,12.81,195.0,318445.0,11,batch_bin_packing__4D.py
4,3,13.34,5.31,15.46,39.62,195.0,318445.0,11,batch_bin_packing__4D.py
5,1,15.32,15.1,26.7,31.81,199.0,318445.0,11,batch_bin_packing__4D.py
5,2,25.65,28.14,25.56,0.23,199.0,318445.0,11,batch_bin_packing__4D.py
5,3,21.45,5.31,1.13,30.12,199.0,318445.0,11,batch_bin_packing__4D.py
5,4,3.78,13.02,19.81,6.89,199.0,318445.0,11,batch_bin_packing__4D.py
6,1,25.77,5.52,38.63,1.31,178.0,318445.0,11,batch_bin_packing__4D.py
2,1,11.77,26.04,19.55,27.16,183.0,676989.0,11,batch_bin_packing__Defult.py
3,1,25.65,28.14,25.56,0.23,176.0,676989.0,11,batch_bin_packing__Defult.py
4,1,15.32,15.1,26.7,31.81,183.0,676989.0,11,batch_bin_packing__Defult.py
5,1,30.8,20.3,15.99,25.79,187.0,676989.0,11,batch_bin_packing__Defult.py
6,1,11.83,32.35,39.38,11.4,183.0,676989.0,11,batch_bin_packing__Defult.py
7,1,3.78,13.02,19.81,6.89,177.0,676989.0,11,batch_bin_packing__Defult.py
9,1,18.2,12.77,32.93,27.22,182.0,676989.0,11,batch_bin_packing__Defult.py
10,1,13.34,5.31,15.46,39.62,178.0,676989.0,11,batch_bin_packing__Defult.py
1,1,38.53,32.17,37.1,37.91,217.0,290942.0,12,batch_bin_packing__1D.py
1,2,37.96,21.19,6.98,31.88,217.0,290942.0,12,batch_bin_packing__1D.py
2,1,36.63,11.09,0.89,0.98,206.0,290942.0,12,batch_bin_packing__1D.py
2,2,33.63,5.13,10.38,12.45,206.0,290942.0,12,batch_bin_packing__1D.py
2,3,9.06,19.14,29.12,39.49,206.0,290942.0,12,batch_bin_packing__1D.py
3,1,27.06,29.53,2.23,24.35,219.0,290942.0,12,batch_bin_packing__1D.py
3,2,23.77,24.17,2.45,15.48,219.0,290942.0,12,batch_bin_packing__1D.py
3,3,18.44,9.98,34.0,12.22,219.0,290942.0,12,batch_bin_packing__1D.py
3,4,5.29,1.88,21.37,24.21,219.0,290942.0,12,batch_bin_packing__1D.py
4,1,17.78,26.49,16.35,29.96,203.0,290942.0,12,batch_bin_packing__1D.py
4,2,14.23,35.34,13.82,24.06,203.0,290942.0,12,batch_bin_packing__1D.py
4,3,2.01,10.55,9.23,16.1,203.0,290942.0,12,batch_bin_packing__1D.py
5,1,11.86,32.16,7.02,19.87,192.0,290942.0,12,batch_bin_packing__1D.py
5,2,6.32,30.52,13.3,26.77,192.0,290942.0,12,batch_bin_packing__1D.py
1,1,38.53,32.17,37.1,37.91,217.0,282963.0,12,batch_bin_packing__4D.py
1,2,37.96,21.19,6.98,31.88,217.0,282963.0,12,batch_bin_packing__4D.py
2,1,9.06,19.14,29.12,39.49,179.0,282963.0,12,batch_bin_packing__4D.py
2,2,17.78,26.49,16.35,29.96,179.0,282963.0,12,batch_bin_packing__4D.py
2,3,36.63,11.09,0.89,0.98,179.0,282963.0,12,batch_bin_packing__4D.py
3,1,14.23,35.34,13.82,24.06,197.0,282963.0,12,batch_bin_packing__4D.py
3,2,27.06,29.53,2.23,24.35,197.0,282963.0,12,batch_bin_packing__4D.py
3,3,18.44,9.98,34.0,12.22,197.0,282963.0,12,batch_bin_packing__4D.py
4,1,6.32,30.52,13.3,26.77,217.0,282963.0,12,batch_bin_packing__4D.py
4,2,11.86,32.16,7.02,19.87,217.0,282963.0,12,batch_bin_packing__4D.py
4,3,33.63,5.13,10.38,12.45,217.0,282963.0,12,batch_bin_packing__4D.py
4,4,2.01,10.55,9.23,16.1,217.0,282963.0,12,batch_bin_packing__4D.py
5,1,23.77,24.17,2.45,15.48,183.0,282963.0,12,batch_bin_packing__4D.py
5,2,5.29,1.88,21.37,24.21,183.0,282963.0,12,batch_bin_packing__4D.py
1,1,5.29,1.88,21.37,24.21,162.0,592251.0,12,batch_bin_packing__Defult.py
2,1,2.01,10.55,9.23,16.1,174.0,592251.0,12,batch_bin_packing__Defult.py
3,1,23.77,24.17,2.45,15.48,185.0,592251.0,12,batch_bin_packing__Defult.py
4,1,18.44,9.98,34.0,12.22,177.0,592251.0,12,batch_bin_packing__Defult.py
7,1,37.96,21.19,6.98,31.88,190.0,592251.0,12,batch_bin_packing__Defult.py
9,1,33.63,5.13,10.38,12.45,187.0,592251.0,12,batch_bin_packing__Defult.py
1,1,39.83,31.96,24.75,1.93,219.0,283567.0,13,batch_bin_packing__1D.py
1,2,39.27,31.73,16.47,22.1,219.0,283567.0,13,batch_bin_packing__1D.py
2,1,34.72,28.9,14.06,1.41,207.0,283567.0,13,batch_bin_packing__1D.py
2,2,31.68,2.15,29.01,10.23,207.0,283567.0,13,batch_bin_packing__1D.py
2,3,11.94,8.23,35.98,36.2,207.0,283567.0,13,batch_bin_packing__1D.py
3,1,29.94,12.54,16.31,31.74,219.0,283567.0,13,batch_bin_packing__1D.py
3,2,28.54,26.79,12.28,23.0,219.0,283567.0,13,batch_bin_packing__1D.py
3,3,19.8,17.23,32.12,16.91,219.0,283567.0,13,batch_bin_packing__1D.py
4,1,28.18,28.13,39.88,22.73,213.0,283567.0,13,batch_bin_packing__1D.py
4,2,27.83,29.87,2.88,10.29,213.0,283567.0,13,batch_bin_packing__1D.py
4,3,21.83,11.12,37.14,35.04,213.0,283567.0,13,batch_bin_packing__1D.py
5,1,26.98,8.44,23.25,32.94,219.0,283567.0,13,batch_bin_packing__1D.py
5,2,26.39,17.51,6.79,2.27,219.0,283567.0,13,batch_bin_packing__1D.py
5,3,26.24,37.71,32.4,7.06,219.0,283567.0,13,batch_bin_packing__1D.py
6,1,13.91,1.6,5.55,12.54,192.0,283567.0,13,batch_bin_packing__1D.py
6,2,9.28,19.88,17.69,28.13,192.0,283567.0,13,batch_bin_packing__1D.py
6,3,8.8,8.67,29.7,20.71,192.0,283567.0,13,batch_bin_packing__1D.py
6,4,8.17,16.51,15.15,9.83,192.0,283567.0,13,batch_bin_packing__1D.py
7,1,0.38,16.74,31.12,4.85,176.0,283567.0,13,batch_bin_packing__1D.py
1,1,28.18,28.13,39.88,22.73,208.0,276838.0,13,batch_bin_packing__4D.py
1,2,39.27,31.73,16.47,22.1,208.0,276838.0,13,batch_bin_packing__4D.py
1,3,9.28,19.88,17.69,28.13,208.0,276838.0,13,batch_bin_packing__4D.py
2,1,21.83,11.12,37.14,35.04,203.0,276838.0,13,batch_bin_packing__4D.py
2,2,26.24,37.71,32.4,7.06,203.0,276838.0,13,batch_bin_packing__4D.py
2,3,27.83,29.87,2.88,10.29,203.0,276838.0,13,batch_bin_packing__4D.py
3,1,39.83,31.96,24.75,1.93,219.0,276838.0,13,batch_bin_packing__4D.py
3,2,11.94,8.23,35.98,36.2,219.0,276838.0,13,batch_bin_packing__4D.py
3,3,26.39,17.51,6.79,2.27,219.0,276838.0,13,batch_bin_packing__4D.py
4,1,26.98,8.44,23.25,32.94,219.0,276838.0,13,batch_bin_packing__4D.py
4,2,28.54,26.79,12.28,23.0,219.0,276838.0,13,batch_bin_packing__4D.py
4,3,19.8,17.23,32.12,16.91,219.0,276838.0,13,batch_bin_packing__4D.py
5,1,29.94,12.54,16.31,31.74,212.0,276838.0,13,batch_bin_packing__4D.py
5,2,34.72,28.9,14.06,1.41,212.0,276838.0,13,batch_bin_packing__4D.py
5,3,8.8,8.67,29.7,20.71,212.0,276838.0,13,batch_bin_packing__4D.py
6,1,31.68,2.15,29.01,10.23,178.0,276838.0,13,batch_bin_packing__4D.py
6,2,0.38,16.74,31.12,4.85,178.0,276838.0,13,batch_bin_packing__4D.py
6,3,8.17,16.51,15.15,9.83,178.0,276838.0,13,batch_bin_packing__4D.py
7,1,13.91,1.6,5.55,12.54,177.0,276838.0,13,batch_bin_packing__4D.py
1,1,19.8,17.23,32.12,16.91,182.0,516669.0,13,batch_bin_packing__Defult.py
2,1,31.68,2.15,29.01,10.23,187.0,516669.0,13,batch_bin_packing__Defult.py
3,1,34.72,28.9,14.06,1.41,189.0,516669.0,13,batch_bin_packing__Defult.py
4,1,39.83,31.96,24.75,1.93,180.0,516669.0,13,batch_bin_packing__Defult.py
5,1,28.18,28.13,39.88,22.73,182.0,516669.0,13,batch_bin_packing__Defult.py
6,1,28.54,26.79,12.28,23.0,183.0,516669.0,13,batch_bin_packing__Defult.py
7,1,29.94,12.54,16.31,31.74,183.0,516669.0,13,batch_bin_packing__Defult.py
8,1,27.83,29.87,2.88,10.29,185.0,516669.0,13,batch_bin_packing__Defult.py
10,1,21.83,11.12,37.14,35.04,184.0,516669.0,13,batch_bin_packing__Defult.py
11,1,8.17,16.51,15.15,9.83,177.0,516669.0,13,batch_bin_packing__Defult.py
1,1,39.66,7.31,36.82,8.58,207.0,295627.0,14,batch_bin_packing__1D.py
1,2,37.86,11.16,1.0,19.25,207.0,295627.0,14,batch_bin_packing__1D.py
1,3,1.68,7.27,28.09,0.25,207.0,295627.0,14,batch_bin_packing__1D.py
2,1,35.34,38.43,6.15,28.94,219.0,295627.0,14,batch_bin_packing__1D.py
2,2,34.2,30.67,19.77,24.11,219.0,295627.0,14,batch_bin_packing__1D.py
2,3,9.13,9.66,3.41,19.93,219.0,295627.0,14,batch_bin_packing__1D.py
3,1,32.05,29.61,38.0,30.58,219.0,295627.0,14,batch_bin_packing__1D.py
3,2,30.62,39.09,20.52,11.21,219.0,295627.0,14,batch_bin_packing__1D.py
3,3,11.38,6.29,11.23,26.6,219.0,295627.0,14,batch_bin_packing__1D.py
4,1,27.73,32.68,5.4,19.0,218.0,295627.0,14,batch_bin_packing__1D.py
4,2,22.73,38.16,8.33,2.49,218.0,295627.0,14,batch_bin_packing__1D.py
4,3,20.32,5.94,6.87,35.45,218.0,295627.0,14,batch_bin_packing__1D.py
5,1,14.62,0.86,33.17,10.51,178.0,295627.0,14,batch_bin_packing__1D.py
5,2,14.42,33.85,21.67,3.67,178.0,295627.0,14,batch_bin_packing__1D.py
5,3,12.79,7.43,23.29,13.05,178.0,295627.0,14,batch_bin_packing__1D.py
6,1,13.67,27.92,34.92,24.07,200.0,295627.0,14,batch_bin_packing__1D.py
6,2,9.28,16.91,34.98,3.19,200.0,295627.0,14,batch_bin_packing__1D.py
6,3,4.07,28.28,4.64,20.57,200.0,295627.0,14,batch_bin_packing__1D.py
1,1,32.05,29.61,38.0,30.58,223.0,290259.0,14,batch_bin_packing__4D.py
1,2,35.34,38.43,6.15,28.94,223.0,290259.0,14,batch_bin_packing__4D.py
1,3,9.13,9.66,3.41,19.93,223.0,290259.0,14,batch_bin_packing__4D.py
2,1,34.2,30.67,19.77,24.11,218.0,290259.0,14,batch_bin_packing__4D.py
2,2,30.62,39.09,20.52,11.21,218.0,290259.0,14,batch_bin_packing__4D.py
2,3,14.62,0.86,33.17,10.51,218.0,290259.0,14,batch_bin_packing__4D.py
3,1,13.67,27.92,34.92,24.07,213.0,290259.0,14,batch_bin_packing__4D.py
3,2,39.66,7.31,36.82,8.58,213.0,290259.0,14,batch_bin_packing__4D.py
3,3,20.32,5.94,6.87,35.45,213.0,290259.0,14,batch_bin_packing__4D.py
4,1,27.73,32.68,5.4,19.0,210.0,290259.0,14,batch_bin_packing__4D.py
4,2,14.42,33.85,21.67,3.67,210.0,290259.0,14,batch_bin_packing__4D.py
4,3,12.79,7.43,23.29,13.05,210.0,290259.0,14,batch_bin_packing__4D.py
5,1,22.73,38.16,8.33,2.49,203.0,290259.0,14,batch_bin_packing__4D.py
5,2,37.86,11.16,1.0,19.25,203.0,290259.0,14,batch_bin_packing__4D.py
5,3,9.28,16.91,34.98,3.19,203.0,290259.0,14,batch_bin_packing__4D.py
5,4,1.68,7.27,28.09,0.25,203.0,290259.0,14,batch_bin_packing__4D.py
6,1,4.07,28.28,4.64,20.57,181.0,290259.0,14,batch_bin_packing__4D.py
6,2,11.38,6.29,11.23,26.6,181.0,290259.0,14,batch_bin_packing__4D.py
1,1,30.62,39.09,20.52,11.21,187.0,559282.0,14,batch_bin_packing__Defult.py
2,1,34.2,30.67,19.77,24.11,187.0,559282.0,14,batch_bin_packing__Defult.py
3,1,9.13,9.66,3.41,19.93,161.0,559282.0,14,batch_bin_packing__Defult.py
4,1,20.32,5.94,6.87,35.45,178.0,559282.0,14,batch_bin_packing__Defult.py
9,1,1.68,7.27,28.09,0.25,170.0,559282.0,14,batch_bin_packing__Defult.py
10,1,37.86,11.16,1.0,19.25,193.0,559282.0,14,batch_bin_packing__Defult.py
11,1,39.66,7.31,36.82,8.58,186.0,559282.0,14,batch_bin_packing__Defult.py
12,1,35.34,38.43,6.15,28.94,194.0,559282.0,14,batch_bin_packing__Defult.py
1,1,39.04,30.6,34.05,17.38,206.0,301697.0,15,batch_bin_packing__1D.py
1,2,38.89,1.67,7.84,35.19,206.0,301697.0,15,batch_bin_packing__1D.py
2,1,37.29,36.77,18.8,39.43,219.0,301697.0,15,batch_bin_packing__1D.py
2,2,35.7,11.06,8.69,33.83,219.0,301697.0,15,batch_bin_packing__1D.py
2,3,6.37,3.85,32.76,0.29,219.0,301697.0,15,batch_bin_packing__1D.py
3,1,33.2,3.25,0.45,33.79,194.0,301697.0,15,batch_bin_packing__1D.py
3,2,32.85,26.45,1.22,18.49,194.0,301697.0,15,batch_bin_packing__1D.py
3,3,11.96,8.12,16.74,23.47,194.0,301697.0,15,batch_bin_packing__1D.py
4,1,31.96,4.6,21.31,23.87,202.0,301697.0,15,batch_bin_packing__1D.py
4,2,30.18,35.47,31.5,14.65,202.0,301697.0,15,batch_bin_packing__1D.py
4,3,14.89,31.22,10.31,2.41,202.0,301697.0,15,batch_bin_packing__1D.py
5,1,29.49,38.5,1.01,38.94,216.0,301697.0,15,batch_bin_packing__1D.py
5,2,27.62,20.68,24.86,3.79,216.0,301697.0,15,batch_bin_packing__1D.py
5,3,6.47,13.36,19.36,12.91,216.0,301697.0,15,batch_bin_packing__1D.py
6,1,27.56,33.57,32.92,14.66,219.0,301697.0,15,batch_bin_packing__1D.py
6,2,26.33,7.11,18.51,21.55,219.0,301697.0,15,batch_bin_packing__1D.py
6,3,22.59,21.68,9.56,38.74,219.0,301697.0,15,batch_bin_packing__1D.py
7,1,6.84,39.05,18.52,23.95,180.0,301697.0,15,batch_bin_packing__1D.py
7,2,3.33,5.03,31.28,34.95,180.0,301697.0,15,batch_bin_packing__1D.py
1,1,37.29,36.77,18.8,39.43,212.0,291998.0,15,batch_bin_packing__4D.py
1,2,39.04,30.6,34.05,17.38,212.0,291998.0,15,batch_bin_packing__4D.py
